Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Convertible Note - Adrenomed,https://www.crunchbase.com/funding_round/adrenomed-ag-convertible-note--c7c36e55,Adrenomed,https://www.crunchbase.com/organization/adrenomed-ag,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2022-07-05,,,,,No,"Adrenomed is a privately-financed, clinical-stage biopharmaceutical company.","Biotechnology, Medical, Pharmaceutical",,http://www.adrenomed.com,$1M to $10M,49114581,EUR,56828268,Late Stage Venture,7,,1,,HBM Healthcare Investments,"452,453"
Pre Seed Round - AGX World,https://www.crunchbase.com/funding_round/agx-world-pre-seed--d2f223b3,AGX World,https://www.crunchbase.com/organization/agx-world,Pre-Seed,"Berlin, Berlin, Germany, Europe",2500000,USD,2500000,2022-09-10,Seed,,,,Yes,AGX is building a global collaboration platform for the logistics industry. We replace emails & Excel between the often 15 parties involved.,"Data Integration, Information Technology, Logistics, SaaS, Software",,https://agxworld.com/,$10M to $50M,2500000,USD,2500000,Seed,1,,1,,Undisclosed Individual investors,"142,787"
Seed Round - Ahead App,https://www.crunchbase.com/funding_round/ahead-3d37-seed--29003992,Ahead App,https://www.crunchbase.com/organization/ahead-3d37,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-11-04,Seed,,,,Yes,"Ahead is a personalized pocket coach that provides bite-sized, science-driven tools to boost emotional intelligence.",E-Learning,,http://ahead-app.com,$1M to $10M,1120000,EUR,1298841,Seed,2,,6,,"Bernhard Niesner, G-FUND, Goodwater Capital, Heini Zachariassen, Play Ventures, Rok Zorko","7,458"
Series A - Aignostics,https://www.crunchbase.com/funding_round/aignostics-series-a--2ae96b89,Aignostics,https://www.crunchbase.com/organization/aignostics,Series A,"Berlin, Berlin, Germany, Europe",14000000,EUR,13982494,2022-09-15,Early Stage Venture,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,Wellington Partners,5,,"Ascenion GmbH, Boehringer Ingelheim Venture Fund, HTGF | High-Tech Gruenderfonds, IBB Ventures, Wellington Partners","417,429"
Seed Round - AirGateway,https://www.crunchbase.com/funding_round/airgateway-seed--8bab0c65,AirGateway,https://www.crunchbase.com/organization/airgateway,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1135530,2022-02-15,Seed,,,,Yes,Enabling the NDC age for the airline distribution industry,"Air Transportation, Data Integration, Information Technology, Travel",,http://airgateway.com,$1B to $10B,1000000,EUR,1135530,Seed,2,,,,,"94,344"
Pre Seed Round - Airtime,https://www.crunchbase.com/funding_round/airtime-d2bd-pre-seed--6c13ff26,Airtime,https://www.crunchbase.com/organization/airtime-d2bd,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2022-12-31,Seed,,,,Yes,Airtime helps product teams to make the right decision on what to build and how by providing in-depth user insights whenever needed.,Software,,https://airtimeux.com/,,500000,USD,500000,Seed,1,Techstars,2,,"APX, Techstars","17,872"
Pre Seed Round - AIVITEX,https://www.crunchbase.com/funding_round/aivitex-pre-seed--c0ae2692,AIVITEX,https://www.crunchbase.com/organization/aivitex,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-03-01,Seed,,,,Yes,We enable frontline workers to replace on-site visits with a video-aided software and to combine it with typical workflows.,Software,"Women Founded, Women Led",https://aivitex.com/en,,,,,Seed,2,,,,,"134,117"
Seed Round - Aivy,https://www.crunchbase.com/funding_round/aivy-ee53-seed--d580b89b,Aivy,https://www.crunchbase.com/organization/aivy-ee53,Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1024796,2022-08-04,Seed,,,,Yes,Scientific Diagnostic-SaaS that helps HR to achieve a 5x better pre-selection and avoid 30 % of their bad hires before the first interview.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Mobile Apps, Psychology, SaaS",,https://www.aivy.app,Less than $1M,2158000,EUR,2278501,Seed,5,,2,,"Business Angels Club Berlin-Brandenburg e.V., Matthias Helfrich","527,240"
Angel Round - Aivy,https://www.crunchbase.com/funding_round/aivy-ee53-angel--828f5971,Aivy,https://www.crunchbase.com/organization/aivy-ee53,Angel,"Berlin, Berlin, Germany, Europe",450000,EUR,474705,2022-05-17,Seed,,,,Yes,Scientific Diagnostic-SaaS that helps HR to achieve a 5x better pre-selection and avoid 30 % of their bad hires before the first interview.,"Artificial Intelligence (AI), Human Resources, Machine Learning, Mobile Apps, Psychology, SaaS",,https://www.aivy.app,Less than $1M,2158000,EUR,2278501,Seed,5,,2,,"Carsten Maschmeyer, Dagmar Wöhrl","542,961"
Angel Round - ai|coustics,https://www.crunchbase.com/funding_round/ai-coustics-angel--6e867798,ai|coustics,https://www.crunchbase.com/organization/ai-coustics,Angel,"Berlin, Berlin, Germany, Europe",245000,EUR,255513,2022-07-01,Seed,,,,Yes,ai|coustics is pioneering innovative audio algorithms based on AI and Deep Learning models.,"Artificial Intelligence (AI), Audio",,https://ai-coustics.com,,1895000,EUR,2043627,Seed,2,,,,,"516,735"
Pre Seed Round - Albastay,https://www.crunchbase.com/funding_round/albastay-pre-seed--ae413880,Albastay,https://www.crunchbase.com/organization/albastay,Pre-Seed,"Berlin, Berlin, Germany, Europe",1500000,USD,1500000,2022-11-01,Seed,,,,Yes,Albastay is a proptech company that is revolutionizing real estate with proprietary technology focused on designed short-term rentals.,"Hospitality, Property Management, PropTech, Real Estate",,https://albastay.com/,,1500000,USD,1500000,Seed,1,,,,,"18,393"
Series A - alcemy,https://www.crunchbase.com/funding_round/alcemy-series-a--dc21ff40,alcemy,https://www.crunchbase.com/organization/alcemy,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,10149605,2022-09-09,Early Stage Venture,,,,Yes,Alcemy is a cement and concrete decarbonization startup developing predictive analysis software to assist cement and concrete manufacturers.,"CleanTech, Construction, Green Building, Sustainability",,https://alcemy.tech/,$1M to $10M,22250000,EUR,23564935,,3,Galvanize Climate Solutions,11,5,"AENU, BitStone Capital, E.R. Capital Holdings, EF Education First, Entrepreneur First, Firstminute Capital, Galvanize Climate Solutions, La Famiglia, LocalGlobe, MOMENI Ventures, Tobias Nendel","295,103"
Pre Seed Round - Alloy,https://www.crunchbase.com/funding_round/alloy-5659-pre-seed--ad861402,Alloy,https://www.crunchbase.com/organization/alloy-5659,Pre-Seed,"Berlin, Berlin, Germany, Europe",2600000,EUR,2790873,2022-05-31,Seed,,,,Yes,Alloy is an institutional gateway to all of DeFi.,"Blockchain, FinTech",,https://www.alloy.capital/,,2600000,EUR,2790873,Seed,1,Headline,6,1,"Foreword Ventures, Headline, Philippe Teixeira da Mota, Seedcamp, The Twenty Minute VC, Zinal Growth","85,733"
Pre Seed Round - Along,https://www.crunchbase.com/funding_round/along-pre-seed--4c896982,Along,https://www.crunchbase.com/organization/along,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,982932,2022-09-29,Seed,,,,Yes,The #1 buyer engagement platfporm,Software,,https://www.alongspace.com,$1M to $10M,1000000,EUR,982932,Seed,1,,13,3,"Alex Chung, Alexander Kirchgasser, APX, Artjem Weissbeck, Dieter Rappold, Edward Lando, Jan Senderek, Johannes Sass, Nadav Ben-Chanoch, Pareto Holdings, Pau Sabria, Philipp Westermeyer, Tiny VC","108,469"
Seed Round - Alpakas,https://www.crunchbase.com/funding_round/alpacas-seed--ebfa758a,Alpakas,https://www.crunchbase.com/organization/alpacas,Seed,"Berlin, Berlin, Germany, Europe",5000000,EUR,5686413,2022-02-16,Seed,,,,Yes,Alpakas is a zero waste grocery delivery service.,"E-Commerce, Food and Beverage, Food Delivery, Mobile Apps, Mobile Payments, Packaging Services, Retail, Sustainability",,https://www.alpakas.app,,5000000,EUR,5686413,Seed,1,Vorwerk Ventures,6,,"FoodLabs, Lawrence Leuschner, MVP Factory, Tim Marbach, Verena Pausder, Vorwerk Ventures","58,419"
Venture Round - alphin,https://www.crunchbase.com/funding_round/freachly-gmbh-series-unknown--1f818bf0,alphin,https://www.crunchbase.com/organization/freachly-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",6000000,EUR,6094019,2022-08-03,,,,,Yes,Digital platform for local business to manage their customer lifecycles.,"Advertising, Local Business, Marketing, Retail, SaaS, Software",,http://www.alphin.com,$1M to $10M,6000000,EUR,6094019,,3,Scale Capital,4,,"HV Capital, Partech, Scale Capital, Wille Finance","131,270"
Seed Round - Amie,https://www.crunchbase.com/funding_round/amie-0119-seed--c4d95cf9,Amie,https://www.crunchbase.com/organization/amie-0119,Seed,"Berlin, Berlin, Germany, Europe",7000000,USD,7000000,2022-11-28,Seed,,,,Yes,The joyful productivity app,"Productivity Tools, Software",,https://amie.so/,$1M to $10M,8300000,USD,8300000,Seed,3,Spark Capital,5,1,"Creandum, Guillermo Rauch, Hanno Renner, Quick Coffee Ventures, Spark Capital","12,811"
Seed Round - Amie,https://www.crunchbase.com/funding_round/amie-0119-seed--d4305fc2,Amie,https://www.crunchbase.com/organization/amie-0119,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-07-11,Seed,,,,Yes,The joyful productivity app,"Productivity Tools, Software",,https://amie.so/,$1M to $10M,8300000,USD,8300000,Seed,3,,1,,Spark Capital,"654,311"
Pre Seed Round - Amuzed,https://www.crunchbase.com/funding_round/amuzed-pre-seed--649d9de1,Amuzed,https://www.crunchbase.com/organization/amuzed,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-01-31,Seed,,,,Yes,Amuzed is an NFT-based game and marketplace for music artist collectibles.,"Information Technology, Music",,https://www.amuzed.io/,$1M to $10M,,,,Seed,2,,1,,w3.fund,"294,489"
Seed Round - ANYMOVE,https://www.crunchbase.com/funding_round/anymove-152b-seed--76857ca8,ANYMOVE,https://www.crunchbase.com/organization/anymove-152b,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-01-01,Seed,,,,Yes,Car rental app platform designed to bring down car ownership and move the full transition to e-mobility forward.,"Transportation, Travel",,https://www.anymove.app/,,,,,Early Stage Venture,3,,1,,ICLUB VC,"16,565"
Series A - Anytype,https://www.crunchbase.com/funding_round/anytype-series-a--70b61817,Anytype,https://www.crunchbase.com/organization/anytype,Series A,"Berlin, Berlin, Germany, Europe",,,,2022-08-23,Early Stage Venture,,,,Yes,Anytype is a developer of file storage software for Web3 that is intended to provide a secure location for digital content.,"Blockchain, Operating Systems, Software",,https://anytype.io,$1B to $10B,14684858,USD,14684858,Early Stage Venture,6,,,,,"351,141"
Seed Round - Apheris,https://www.crunchbase.com/funding_round/apheris-ai-seed--02985dde,Apheris,https://www.crunchbase.com/organization/apheris-ai,Seed,"Berlin, Berlin, Germany, Europe",8700000,EUR,8770267,2022-11-08,Seed,,,,Yes,"Apheris is a network security provider for deep learning, privacy, biomedical data, NLP, and data harmonization.","Analytics, Artificial Intelligence (AI), Computer, InsurTech, Machine Learning, Network Security",,https://www.apheris.com,$1M to $10M,11200000,EUR,11737890,Seed,4,Octopus Ventures,8,4,"another.vc, Berthold von Freyberg, Dig Ventures, Heal Capital, LocalGlobe, Mirko Novakovic, Octopus Ventures, Patrick Pichette","243,389"
Pre Seed Round - ApoFox,https://www.crunchbase.com/funding_round/apofox-pre-seed--d2e74cef,ApoFox,https://www.crunchbase.com/organization/apofox,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-04-07,Seed,,,,Yes,ApoFox is a medtech startup that simplifies and enhances the healthcare experience for chronic care patients.,"Health Care, Hospital",,https://apofox.eu/,,,,,Seed,1,Antler,1,2,Antler,"153,038"
Seed Round - Apryl,https://www.crunchbase.com/funding_round/oviavo-seed--720fc21f,Apryl,https://www.crunchbase.com/organization/oviavo,Seed,"Berlin, Berlin, Germany, Europe",4100000,EUR,4306497,2022-04-28,Seed,,,,Yes,Apryl is a fertility benefits platform that helps in overcoming inequality.,"Health Care, Medical, Wellness",,https://apryl.co/,$1M to $10M,4100000,EUR,4306497,M&A,4,Breega,6,2,"AFI Ventures, Atlantic Labs, Breega, Crista Galli Ventures, Myelin VC, WestTech Ventures","668,462"
Pre Seed Round - Arab Therapy,https://www.crunchbase.com/funding_round/arab-therapy-pre-seed--5110dca9,Arab Therapy,https://www.crunchbase.com/organization/arab-therapy,Pre-Seed,"Berlin, Berlin, Germany, Europe",65000,USD,65000,2022-07-01,Seed,,,,Yes,Arab Therapy operates as a mental health-focused start-up.,"Health Care, Medical, Mental Health",,https://www.arabtherapy.com,,1280000,USD,1280000,Seed,5,,,,,"367,056"
Pre Seed Round - Arab Therapy,https://www.crunchbase.com/funding_round/arab-therapy-pre-seed--b35a2709,Arab Therapy,https://www.crunchbase.com/organization/arab-therapy,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,USD,100000,2022-07-01,Seed,,,,Yes,Arab Therapy operates as a mental health-focused start-up.,"Health Care, Medical, Mental Health",,https://www.arabtherapy.com,,1280000,USD,1280000,Seed,5,,1,,Vision Health Pioneers Incubator,"350,253"
Pre Seed Round - Arab Therapy,https://www.crunchbase.com/funding_round/arab-therapy-pre-seed--953bc311,Arab Therapy,https://www.crunchbase.com/organization/arab-therapy,Pre-Seed,"Berlin, Berlin, Germany, Europe",115000,USD,115000,2022-07-15,Seed,,,,Yes,Arab Therapy operates as a mental health-focused start-up.,"Health Care, Medical, Mental Health",,https://www.arabtherapy.com,,1280000,USD,1280000,Seed,5,Flat6Labs,1,1,Flat6Labs,"533,122"
Series A - Ariceum Therapeutics,https://www.crunchbase.com/funding_round/ariceum-therapeutics-series-a--ad48a6ed,Ariceum Therapeutics,https://www.crunchbase.com/organization/ariceum-therapeutics,Series A,"Berlin, Berlin, Germany, Europe",25000000,EUR,26792384,2022-06-08,Early Stage Venture,,,,Yes,"Ariceum Therapeutics focuses on diagnosis and precision treatment of neuroendocrine and certain other aggressive, hard-to-treat cancers.","Biotechnology, Health Care, Medical, Therapeutics",,https://ariceum-therapeutics.com/,$1M to $10M,47750000,EUR,51760502,Early Stage Venture,2,"EQT Life Sciences, HealthCap",3,3,"EQT Life Sciences, HealthCap, Pureos Bioventures","319,322"
Venture Round - ArtNight GmbH,https://www.crunchbase.com/funding_round/artnight-gmbh-series-unknown--97624eb4,ArtNight GmbH,https://www.crunchbase.com/organization/artnight-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2022-04-21,,,,,Yes,ArtNight GmbH offers unique do-it-yourself art workshops.,"Art, E-Commerce",,https://www.artnight.com/,,,,,,4,,4,,"Acton Capital, IBB Ventures, Monkfish Equity, STS Ventures","57,399"
Pre Seed Round - Atem,https://www.crunchbase.com/funding_round/atem-f08a-pre-seed--03558385,Atem,https://www.crunchbase.com/organization/atem-f08a,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2022-10-01,Seed,,,,Yes,Atem offers tools for companies working with carbon credits at scale.,"CleanTech, Consulting, Software Engineering",,https://www.atem.earth/,,,,,Seed,1,,3,1,"Plug and Play, Rivus Capital, Signature Ventures","101,880"
Venture Round - auticon,https://www.crunchbase.com/funding_round/auticon-series-unknown--ca8d90bf,auticon,https://www.crunchbase.com/organization/auticon,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",4000000,USD,4000000,2022-02-07,,,,,Yes,auticon offers a portfolio of quality management services.,"Information Technology, Software, Test and Measurement",,http://auticon.de/,$10M to $50M,6950000,USD,6950000,,5,Autism Impact Fund,5,,"Ananda Impact Ventures, Autism Impact Fund, Ferd, Porsche, Richard Branson","177,231"
Seed Round - AUTOVIO,https://www.crunchbase.com/funding_round/autovio-seed--3b160892,AUTOVIO,https://www.crunchbase.com/organization/autovio,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,2989981,2022-08-23,Seed,,,,Yes,Autovio provides a full-stack platform of software and business services for the driving education industry.,"Automotive, Consulting, Education, SaaS, Software",,https://autovio.de/,Less than $1M,8400000,EUR,9011613,Early Stage Venture,3,coparion,1,1,coparion,"255,983"
Seed Round - Aware,https://www.crunchbase.com/funding_round/aware-e3bc-seed--b3394f9e,Aware,https://www.crunchbase.com/organization/aware-e3bc,Seed,"Berlin, Berlin, Germany, Europe",15000000,USD,15000000,2022-06-30,Seed,,,,Yes,Aware is a mobile app for evaluating health data and for researching chronic diseases.,"Apps, Health Care, Software, Wellness",,https://www.aware.app,,15000000,USD,15000000,Seed,2,"Cherry Ventures, Lakestar",9,3,"Amino Collective, Cherry Ventures, Christian Reber, Florian Otto, Katharina Juenger, Lakestar, Lucas Cranach, Naren Shaam, Simon Bolz","307,222"
Series A - babelforce,https://www.crunchbase.com/funding_round/babelforce-series-a--be0d97d2,babelforce,https://www.crunchbase.com/organization/babelforce,Series A,"Berlin, Berlin, Germany, Europe",4000000,EUR,4204821,2022-12-07,Early Stage Venture,,,,Yes,babelforce is a global cloud communications platform focussed on no-code integration and automation.,Communications Infrastructure,,https://www.babelforce.com/,$1M to $10M,4000000,EUR,4204821,Early Stage Venture,2,"EnBW New Ventures, IBB Ventures",3,2,"EnBW New Ventures, Hannover Digital Investments, IBB Ventures","352,770"
Seed Round - Banxware,https://www.crunchbase.com/funding_round/banxware-seed--e77499b1,Banxware,https://www.crunchbase.com/organization/banxware,Seed,"Berlin, Berlin, Germany, Europe",10000000,EUR,11440365,2022-01-12,Seed,,,,Yes,Banxware provides the technology and the funds for business financing of any kind: fully embedded in platforms or as an affiliate solution,"Banking, Financial Services, FinTech, Information Technology, Software",,https://banxware.com,$1M to $10M,29000000,EUR,32597158,Early Stage Venture,3,13books Capital,9,2,"13books Capital, Alex Urdea, D4 Ventures, Fin Capital, Force Over Mass Capital, HTGF | High-Tech Gruenderfonds, Redstone.VC, Varengold Bank, VR Ventures","239,515"
Pre Seed Round - Baobab,https://www.crunchbase.com/funding_round/baobab-15b3-pre-seed--cfbcf475,Baobab,https://www.crunchbase.com/organization/baobab-15b3,Pre-Seed,"Berlin, Berlin, Germany, Europe",3500000,EUR,3964977,2022-01-18,Seed,,,,Yes,"Baobab is a cyber insurance company protecting organizations against cyber threats using technology, knowledge, and insurance.","Cyber Security, Insurance",,https://www.baobab.io/,,8500000,EUR,9389953,Seed,3,Project A Ventures,11,,"Alexis Pantazis, Christopher Oster, Discovery Ventures, Dr. Marco Adelt, Emilios Markou, Hanno Fichtner, Jan Beckers, La Famiglia, Martin Kissinger, Philippe Teixeira da Mota, Project A Ventures","527,207"
Pre Seed Round - basenode.io,https://www.crunchbase.com/funding_round/basenode-io-pre-seed--946beb9c,basenode.io,https://www.crunchbase.com/organization/basenode-io,Pre-Seed,"Berlin, Berlin, Germany, Europe",250000,EUR,283258,2022-01-10,Seed,,,,Yes,"SaaS, WebApp, Crypto Payments, Accounting","Accounting, Cryptocurrency",,http://www.basenode.io,,250000,EUR,283258,Seed,2,,,,,"581,537"
Seed Round - Bayes Esports Solutions,https://www.crunchbase.com/funding_round/bayes-esports-solutions-gmbh-seed--4101bcfa,Bayes Esports Solutions,https://www.crunchbase.com/organization/bayes-esports-solutions-gmbh,Seed,"Berlin, Berlin, Germany, Europe",6000000,EUR,6263368,2022-05-16,Seed,,,,Yes,Bayes Esports provides official live esports data to clients through partnerships.,Management Consulting,,https://bayes.gg,$1M to $10M,6000000,EUR,6263368,Early Stage Venture,2,,2,,"BITKRAFT Ventures, Sands","275,839"
Convertible Note - beams,https://www.crunchbase.com/funding_round/beams-de7e-convertible-note--80eda52b,beams,https://www.crunchbase.com/organization/beams-de7e,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2022-01-15,,,,,No,beams helps you navigate your workday with more focus and less stress,"Apps, Consulting, SaaS, Software",,https://usebeams.com/,,,,,Seed,2,,3,1,"Angel Invest, Auxxo, Scott Chacon","625,753"
Grant - Bearcover,https://www.crunchbase.com/funding_round/bearcover-grant--60f0b70a,Bearcover,https://www.crunchbase.com/organization/bearcover,Grant,"Berlin, Berlin, Germany, Europe",,,,2022-01-01,,,,,No,Bearcover develops robots for domestic use.,Robotics,,https://bearcover.de/,,,,,,1,,,,,"101,995"
Seed Round - BEAT81,https://www.crunchbase.com/funding_round/beat81-seed--8676d1c7,BEAT81,https://www.crunchbase.com/organization/beat81,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-03-15,Seed,,,,Yes,"BEAT81 is the most interactive, intelligent and intense group fitness experience on the market.","Fitness, Mobile Apps, Training",,https://www.beat81.com/de/,$1M to $10M,6400000,EUR,6990639,Seed,3,,1,3,Expedite Ventures,"481,496"
Seed Round - BeautyLove,https://www.crunchbase.com/funding_round/beautylove-seed--fcd124bc,BeautyLove,https://www.crunchbase.com/organization/beautylove,Seed,"Berlin, Berlin, Germany, Europe",,,,2022-06-01,Seed,,,,Yes,BeautyLove is a beauty online shop.,"Beauty, E-Commerce",,https://www.beautylove.de,,,,,Seed,2,,1,,SevenAccelerator,"139,589"
Pre Seed Round - Beazy,https://www.crunchbase.com/funding_round/beazy-pre-seed--f476f207,Beazy,https://www.crunchbase.com/organization/beazy,Pre-Seed,"Berlin, Berlin, Germany, Europe",300000,EUR,312873,2022-07-01,Seed,,,,Yes,"Beazy Is A SaaS-Enabled Marketplace For Content Production. Customers include H&M, Gorillas, Bolt, Zalando, Pinterest & many more.","Content, Film Production, Marketplace, Photography, SaaS, Sharing Economy, Software",,https://www.beazy.co,$1M to $10M,698000,EUR,772648,Seed,5,,1,,Google for Startups,"29,988"
Pre Seed Round - Beazy,https://www.crunchbase.com/funding_round/beazy-pre-seed--e8aea752,Beazy,https://www.crunchbase.com/organization/beazy,Pre-Seed,"Berlin, Berlin, Germany, Europe",122500,EUR,135344,2022-04-01,Seed,,,,Yes,"Beazy Is A SaaS-Enabled Marketplace For Content Production. Customers include H&M, Gorillas, Bolt, Zalando, Pinterest & many more.","Content, Film Production, Marketplace, Photography, SaaS, Sharing Economy, Software",,https://www.beazy.co,$1M to $10M,698000,EUR,772648,Seed,5,,1,,BTQ Ventures,"320,876"
