Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Pre Seed Round - Bambus.io,https://www.crunchbase.com/funding_round/bambus-io-pre-seed--4bba3689,Bambus.io,https://www.crunchbase.com/organization/bambus-io,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2019-06-05,Seed,,,,Yes,Bambus provides a one-stop solution for real estate owners.,"Finance, Real Estate, Real Estate Investment",,https://bambus.io,$1M to $10M,,,,Seed,3,Calm/Storm Ventures,"Calm/Storm Ventures, GE32 Capital, Jan Deepen, Stefan Jeschonnek",4,2,"94,764"
Seed Round - Gatagoto,https://www.crunchbase.com/funding_round/gatagoto-seed--27aa4e4a,Gatagoto,https://www.crunchbase.com/organization/gatagoto,Seed,"Berlin, Berlin, Germany, Europe",,,,2019-11-29,Seed,,,,Yes,Gatagoto offers an app-based AI-platform offering traffic violation reporting solutions for cyclists.,"Apps, Artificial Intelligence (AI), Machine Learning, Mobile Apps, Outdoors, Sports",,https://www.gatagoto.de/en/,,,,,Seed,1,,BCG Digital Ventures,1,,"98,226"
Pre Seed Round - Defudger,https://www.crunchbase.com/funding_round/defudger-pre-seed--66869f76,Defudger,https://www.crunchbase.com/organization/defudger,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2019-11-01,Seed,950000,EUR,1060983,Yes,Media manipulation detection with AI and blockchain,"Artificial Intelligence (AI), Blockchain, Digital Media, Information Technology, Machine Learning, Software",,http://defudger.com,Less than $1M,,,,Seed,1,APX,APX,1,,"98,735"
Seed Round - Mediaire,https://www.crunchbase.com/funding_round/mediaire-seed--047f528b,Mediaire,https://www.crunchbase.com/organization/mediaire,Seed,"Berlin, Berlin, Germany, Europe",,,,2019-04-11,Seed,,,,Yes,Mediaire GmbH is a  software  company.,Software,,https://mediaire.de/en/,$50M to $100M,14000000,EUR,15173712,,3,HTGF | High-Tech Gruenderfonds,HTGF | High-Tech Gruenderfonds,1,1,"98,875"
Pre Seed Round - Osterus,https://www.crunchbase.com/funding_round/osterus-pre-seed--fce2a6e2,Osterus,https://www.crunchbase.com/organization/osterus,Pre-Seed,"Berlin, Berlin, Germany, Europe",190000,EUR,212846,2019-05-01,Seed,750000,EUR,840183,Yes,"Osterus analyses resumes, finding and understanding non-traditional data signals","Big Data, Business Intelligence, Human Resources, Information Technology, Software",,https://osterus.com,$1M to $10M,1540000,EUR,1807131,Seed,3,,"Andreas Burike, Jörg Gerbig, Maximilian Tayenthal, Meyer Aaron, Raša Karapandža",5,,"137,238"
Pre Seed Round - conductiv.ai,https://www.crunchbase.com/funding_round/conductiv-ai-pre-seed--32eb8ed0,conductiv.ai,https://www.crunchbase.com/organization/conductiv-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2019-10-29,Seed,,,,Yes,conductiv.ai combines machine learning with physics-based simulation to maximize production yield for precision manufacturing.,"Artificial Intelligence (AI), Industrial Automation, Industrial Manufacturing, Machine Learning, Manufacturing, Semiconductor",,https://www.conductiv.ai,,,,,Seed,3,,"imec, Rockstart AI",2,,"141,942"
Seed Round - vetevo,https://www.crunchbase.com/funding_round/vetevo-seed--93b722c6,vetevo,https://www.crunchbase.com/organization/vetevo,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4449002,2019-12-19,Seed,,,,Yes,vetevo is the go-to-solution for everyday pet health. It builds integrated healthcare journeys along the lifecycle of next gen. pet parents.,"B2C, Consumer, E-Commerce, Health Care, Internet, Medical, Mobile, Personal Health, Veterinary, Wellness",,https://vetevo.com/,$1B to $10B,4000000,EUR,4449002,Seed,3,,IBB Ventures,1,1,"142,019"
Seed Round - Lendis,https://www.crunchbase.com/funding_round/lendis-seed--be9c7f57,Lendis,https://www.crunchbase.com/organization/lendis,Seed,"Berlin, Berlin, Germany, Europe",,,,2019-04-01,Seed,,,,Yes,Lendis offers companies a SaaS solution that sets up and manages the employees' equipment and software in the hybrid working world.,"Electronics, Enterprise Software, Information Technology, Mobile, Office Administration, SaaS",,https://www.lendis.io/,$1B to $10B,80000000,EUR,90758000,Early Stage Venture,4,HV Capital,"DN Capital, HV Capital, Picus Capital",3,2,"142,295"
Venture Round - rent24,https://www.crunchbase.com/funding_round/rent24-gmbh-series-unknown--f7a265e4,rent24,https://www.crunchbase.com/organization/rent24-gmbh,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",37400000,EUR,42866017,2019-01-01,,,,,Yes,"rent24 is a global network for innovators, enablers and enterprises of all sizes.","Coworking, Events, Freelance, Professional Networking, Professional Services, Real Estate",,https://www.rent24.com/en/,,102600000,EUR,117625964,,5,,,,,"148,596"
Seed Round - Snubes,https://www.crunchbase.com/funding_round/snubes-seed--8798452a,Snubes,https://www.crunchbase.com/organization/snubes,Seed,"Berlin, Berlin, Germany, Europe",1400000,EUR,1551759,2019-10-27,Seed,,,,Yes,Snubes is a B2B software company which connects enterprises with BPO service providers by leveraging their data-driven platform.,"Big Data, Call Center, Customer Service, Outsourcing, Software",,https://www.snubes.com,$1M to $10M,1400000,EUR,1551759,Seed,1,IBB Ventures,IBB Ventures,1,,"106,021"
Pre Seed Round - Nomitri,https://www.crunchbase.com/funding_round/nomitri-pre-seed--5e96b501,Nomitri,https://www.crunchbase.com/organization/nomitri,Pre-Seed,"Berlin, Berlin, Germany, Europe",750000,EUR,830931,2019-08-01,Seed,,,,Yes,Retail AI Startup from Berlin. We develop Embedded Visual deep-learning AI for Mobile & Edge Devices.,"Artificial Intelligence (AI), Embedded Software, Machine Learning, Retail Technology",,http://www.nomitri.com,$1M to $10M,3250000,EUR,3608931,Seed,2,,,,,"149,151"
Seed Round - Dopavision,https://www.crunchbase.com/funding_round/dopavision-seed--af26bc2d,Dopavision,https://www.crunchbase.com/organization/dopavision,Seed,"Berlin, Berlin, Germany, Europe",1200000,EUR,1366380,2019-06-21,Seed,,,,Yes,Dopavision is a therapeutic company developing a digital therapeutic for myopia.,"Biotechnology, Health Care, Medical Device, Therapeutics",,http://www.dopavision.com,,13200000,EUR,15566085,Early Stage Venture,2,Boehringer Ingelheim Venture Fund,"Boehringer Ingelheim Venture Fund, Flyinghealth, Ralf Meister",3,,"149,684"
Venture Round - Xayn,https://www.crunchbase.com/funding_round/xain-group-series-unknown--abcebea1,Xayn,https://www.crunchbase.com/organization/xain-group,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",3500000,EUR,3902813,2019-07-23,,,,,Yes,"Xayn is a technology firm that develops artificial intelligence-driven legal copilots, models, partnerships, and security solutions.","Artificial Intelligence (AI), Cyber Security, Legal Tech, Machine Learning, Privacy, Software",,https://www.xayn.com,$1M to $10M,19600000,EUR,22793545,Early Stage Venture,4,Dominik Schiener,Dominik Schiener,1,,"118,792"
Non Equity Assistance - license.rocks,https://www.crunchbase.com/funding_round/license-rocks-non-equity-assistance--4c27ac11,license.rocks,https://www.crunchbase.com/organization/license-rocks,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2019-03-07,,,,,No,license.rocks is the licensing solution for businesses and creatives to monetize IP rights in the next gen internet. #Web3 #NFT,"Art, Fashion, Gaming, Information Technology, Marketplace, Metaverse, Music, Non-Fungible Token (NFT), Software, Web3",,https://license.rocks/,,1150000,EUR,1309953,Seed,3,,VentureOut,1,,"172,162"
Venture Round - Algalife,https://www.crunchbase.com/funding_round/algalife-cc18-series-unknown--17d04b2f,Algalife,https://www.crunchbase.com/organization/algalife-cc18,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2019-08-26,,,,,Yes,Algalife specializes in providing and manufacturing fibers and dyeing fabrics.,"Chemical, Manufacturing",,https://www.algaeing.com,,,,,Seed,2,,Plug and Play,1,,"109,100"
Pre Seed Round - Lano,https://www.crunchbase.com/funding_round/lano-pre-seed--daaa5050,Lano,https://www.crunchbase.com/organization/lano,Pre-Seed,"Berlin, Berlin, Germany, Europe",850000,USD,850000,2019-04-01,Seed,,,,Yes,Consolidated Payroll Platform,"Financial Services, Human Resources, Payments, SaaS, Software",,https://www.lano.io,$1M to $10M,17882951,USD,17882951,,2,Atlantic Labs,Atlantic Labs,1,,"155,092"
Pre Seed Round - Prosoma,https://www.crunchbase.com/funding_round/prosoma-pre-seed--7ab00c77,Prosoma,https://www.crunchbase.com/organization/prosoma,Pre-Seed,"Berlin, Berlin, Germany, Europe",238000,EUR,273355,2019-01-30,Seed,,,,Yes,"At Prosoma, we design world-leading digital therapeutics solutions for Oncology.","Health Care, Medical, Medical Device, Oncology",,https://www.prosoma.com,$1B to $10B,5917357,USD,5917357,Early Stage Venture,5,Black Pearls VC,Black Pearls VC,1,,"155,462"
Seed Round - hundred,https://www.crunchbase.com/funding_round/made-for-seed--7d3b509e,hundred,https://www.crunchbase.com/organization/made-for,Seed,"Berlin, Berlin, Germany, Europe",8000000,USD,8000000,2019-11-07,Seed,,,,Yes,Hundred is a direct-to-consumer digital health company providing personalized high-quality vitamins plus Nutrition Expert Consultation.,"Consumer Goods, Fitness, Health Care, Nutrition, Wellness",,http://www.joinhundred.com,$1M to $10M,8000000,USD,8000000,Seed,2,Insight Partners,Insight Partners,1,,"123,352"
Angel Round - Flow Lab,https://www.crunchbase.com/funding_round/flowletics-angel--29ef525c,Flow Lab,https://www.crunchbase.com/organization/flowletics,Angel,"Berlin, Berlin, Germany, Europe",215000,EUR,238200,2019-08-01,Seed,,,,Yes,Flow Lab is a training app for mental and emotional fitness that helps ambitious people experience more flow and productivity,"Apps, Artificial Intelligence (AI), Fitness, Lifestyle, mHealth, Mobile Apps, Personal Health, Psychology, Wellness",,http://flowlab.com/en,$1M to $10M,1240000,EUR,1486738,Seed,4,,,,,"172,931"
Series A - Goggo Network,https://www.crunchbase.com/funding_round/goggo-network-series-a--d67e3cbb,Goggo Network,https://www.crunchbase.com/organization/goggo-network,Series A,"Berlin, Berlin, Germany, Europe",24000000,EUR,26763312,2019-12-17,Early Stage Venture,,,,Yes,Goggo is developing the legal and engineering framework of European autonomous mobility networks.,Automotive,,https://goggo.network/,$50M to $100M,24000000,EUR,26763312,Early Stage Venture,1,,"Axel Springer Digital Ventures, SoftBank",2,,"159,038"
Non Equity Assistance - Aircloak,https://www.crunchbase.com/funding_round/aircloak-non-equity-assistance--ad7863b7,Aircloak,https://www.crunchbase.com/organization/aircloak,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2019-12-12,,,,,No,"Aircloak is a fast-growing early stage startup, based in Germany and with an international mindset.","Analytics, Legal, Venture Capital",,https://www.aircloak.com,$1M to $10M,1300000,USD,1300000,,3,,VentureOut,1,,"166,999"
Non Equity Assistance - Lukso,https://www.crunchbase.com/funding_round/lukso-non-equity-assistance--236d2f9a,Lukso,https://www.crunchbase.com/organization/lukso,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2019-01-01,,,,,No,LUKSO is an open blockchain ecosystem specifically created for the fashion and lifestyle industry.,"Blockchain, Fashion, Information Technology",,https://www.lukso.network/,,18000000,USD,18000000,Seed,2,Google for Startups,Google for Startups,1,,"119,814"
Series A - HeyJobs,https://www.crunchbase.com/funding_round/heyjobs-series-a--bcacf629,HeyJobs,https://www.crunchbase.com/organization/heyjobs,Series A,"Berlin, Berlin, Germany, Europe",12000000,USD,12000000,2019-05-08,Early Stage Venture,,,,Yes,HeyJobs is a career platform matching the world's essential talent to opportunities.,"Artificial Intelligence (AI), Human Resources, Information Technology, Machine Learning, Recruiting, SaaS, Software",,https://hire.heyjobs.co/en-de/,$10M to $50M,62000000,USD,62000000,Early Stage Venture,3,Notion Capital,"Creathor Ventures, Global Founders Capital, Heartcore Capital, Notion Capital",4,3,"163,468"
Non Equity Assistance - ZkSystems,https://www.crunchbase.com/funding_round/zksystems-non-equity-assistance--57900ec3,ZkSystems,https://www.crunchbase.com/organization/zksystems,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2019-06-05,,,,,No,Software for Industry 4.0 Champions,"Blockchain, Industrial Automation, Industrial Manufacturing, Information Technology, Internet of Things",,https://zksystems.io/,$1M to $10M,3000000,EUR,3382454,Seed,4,SAP.iO,SAP.iO,1,,"143,307"
Grant - BOOST Thyroid,https://www.crunchbase.com/funding_round/boost-by-vlm-health-grant--5489405b,BOOST Thyroid,https://www.crunchbase.com/organization/boost-by-vlm-health,Grant,"Berlin, Berlin, Germany, Europe",71429,EUR,79890,2019-04-29,,,,,No,BOOST Thyroid is the first digital and the only science solution helping people with thyroid disease prevent long-term health complications.,"Biotechnology, Health Care, Health Diagnostics, mHealth, Personal Health",,http://www.boostthyroid.com,,690405,USD,690405,,9,,Horizon 2020,1,,"99,751"
Corporate Round - Jambl,https://www.crunchbase.com/funding_round/polyjamer-corporate-round--b5998406,Jambl,https://www.crunchbase.com/organization/polyjamer,Corporate Round,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2019-12-09,,,,,Yes,You can make awesome music with it.,"Digital Entertainment, iOS, Mobile Apps, Music, Musical Instruments, Social",,https://www.jambl.app,Less than $1M,500000,USD,500000,,1,,,,,"121,929"
Seed Round - Circula,https://www.crunchbase.com/funding_round/circula-seed--45ba88fa,Circula,https://www.crunchbase.com/organization/circula,Seed,"Berlin, Berlin, Germany, Europe",,,,2019-04-03,Seed,,,,Yes,Circula is an automated app to manage expenses and employee benefits such as meal vouchers that saves about 70% process costs in accounting.,"Financial Services, SaaS, Software, Travel",,https://www.circula.com/,$1B to $10B,16300000,EUR,18656246,Early Stage Venture,3,Capnamic Ventures,"Capnamic Ventures, Finparx, HW Capital, Neosfer",4,2,"100,236"
Pre Seed Round - Aignostics,https://www.crunchbase.com/funding_round/aignostics-pre-seed--b21a9239,Aignostics,https://www.crunchbase.com/organization/aignostics,Pre-Seed,"Berlin, Berlin, Germany, Europe",600000,EUR,673500,2019-04-04,Seed,,,,Yes,Aignostics is an AI-powered precision diagnostics focused on pathology to assist with drug development and clinical research.,"Artificial Intelligence (AI), Health Care, Health Diagnostics, Machine Learning, Software",,http://www.aignostics.com,$100M to $500M,54841427,USD,54841427,Early Stage Venture,5,,,,,"123,559"
Seed Round - Ninox,https://www.crunchbase.com/funding_round/ninox-software-gmbh-seed--b7bd4f69,Ninox,https://www.crunchbase.com/organization/ninox-software-gmbh,Seed,"Berlin, Berlin, Germany, Europe",3000000,USD,3000000,2019-12-06,Seed,,,,Yes,We empower line-of-business teams to automate backoffice workflows without the help of a developer.,"Database, Mobile Apps, PaaS, SaaS",,https://ninox.com/en,$1M to $10M,11443548,USD,11443548,,3,Matterwave Ventures,"b2venture, Matterwave Ventures",2,,"138,292"
Convertible Note - Agranimo,https://www.crunchbase.com/funding_round/agranimo-convertible-note--88318be6,Agranimo,https://www.crunchbase.com/organization/agranimo,Convertible Note,"Berlin, Berlin, Germany, Europe",100000,EUR,110914,2019-08-21,,,,,No,Agranimo helps improve profitability and eradicate food waste in the fresh produce supply chain.,"Agriculture, Internet, Software",,https://www.agranimo.com/,$1M to $10M,2491754,USD,2491754,Seed,4,Rockstart,Rockstart,1,,"101,423"
Pre Seed Round - digitty.io,https://www.crunchbase.com/funding_round/digitty-io-pre-seed--a60ca4d6,digitty.io,https://www.crunchbase.com/organization/digitty-io,Pre-Seed,"Berlin, Berlin, Germany, Europe",550000,EUR,617624,2019-06-15,Seed,4450000,EUR,4997136,Yes,Digitty is a SaaS for Software Project Management and IaaS to build two sided market places.,"Information Technology, SaaS, Software",,https://digitty.io,$1M to $10M,4350000,EUR,4980814,Seed,4,,,,,"153,230"
Grant - Blok-Z,https://www.crunchbase.com/funding_round/blok-z-grant--95f2fd23,Blok-Z,https://www.crunchbase.com/organization/blok-z,Grant,"Berlin, Berlin, Germany, Europe",,,,2019-05-01,,,,,No,"SaaS, CleanTech, Blockchain, Energy, Renewable","Blockchain, CleanTech, Energy, GreenTech, SaaS, Software",,http://www.blok-z.com,Less than $1M,500000,USD,500000,Seed,5,,,,,"153,701"
Non Equity Assistance - ERA zero waste,https://www.crunchbase.com/funding_round/zero-waste-era-non-equity-assistance--d8e0f3f9,ERA zero waste,https://www.crunchbase.com/organization/zero-waste-era,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2019-07-01,,,,,No,"Decentralised Groceries Platform. Subscribe for your weekly supermarket list directly from the source, zero waste.","Blockchain, E-Commerce, E-Commerce Platforms, Food and Beverage, Green Consumer Goods, GreenTech, Grocery, Internet of Things, Sustainability",,https://erazerowaste.com/,,,,,,2,Google for Startups,Google for Startups,1,,"167,777"
Seed Round - The Base,https://www.crunchbase.com/funding_round/thebase-seed--9844bf86,The Base,https://www.crunchbase.com/organization/thebase,Seed,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2019-12-01,Seed,,,,Yes,The Base is combating urban loneliness by providing unique shared Co Living and Co Working spaces,"Assisted Living, Commercial Real Estate, Communities, Coworking, Hospitality, Real Estate, Real Estate Investment, Rental, Rental Property",,http://www.jointhebase.co/,,7922900,USD,7922900,,2,,,,,"105,319"
Series C - Tourlane,https://www.crunchbase.com/funding_round/tourlane-series-c--02700a7c,Tourlane,https://www.crunchbase.com/organization/tourlane,Series C,"Berlin, Berlin, Germany, Europe",47000000,USD,47000000,2019-05-07,Late Stage Venture,,,,Yes,Tourlane is a tour planning and booking platform that helps travelers research and buy multi-day tours online.,"Internet, Leisure, Reservations, Tourism, Travel",,https://www.tourlane.com,$1M to $10M,127386310,USD,127386310,Late Stage Venture,6,"Sequoia Capital, Spark Capital","DN Capital, HV Capital, Sequoia Capital, Spark Capital",4,3,"121,999"
