Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Seed Round - Arab Therapy,https://www.crunchbase.com/funding_round/arab-therapy-seed--cecd7557,Arab Therapy,https://www.crunchbase.com/organization/arab-therapy,Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2024-04-19,Seed,,,,Yes,Arab Therapy operates as a mental health-focused start-up.,"Health Care, Medical, Mental Health",,https://www.arabtherapy.com,,1280000,USD,1280000,Seed,5,"Flat6Labs, Vision Health Pioneers Incubator",2,1,"Flat6Labs, Vision Health Pioneers Incubator","36,980"
Pre Seed Round - ARC Intelligence,https://www.crunchbase.com/funding_round/arc-intelligence-pre-seed--335a98f8,ARC Intelligence,https://www.crunchbase.com/organization/arc-intelligence,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1046950,2024-12-12,Seed,,,,Yes,ARC Intelligence operates as a supplier of data systems driven by AI for small and medium-sized businesses.,"Artificial Intelligence (AI), Business Intelligence, Machine Learning, Software",,https://www.arc-intelligence.de/,,1000000,EUR,1046950,Seed,1,468 Capital,2,1,"468 Capital, IBB Ventures","1,888"
Pre Seed Round - Arqolo,https://www.crunchbase.com/funding_round/arqolo-pre-seed--0b5c3171,Arqolo,https://www.crunchbase.com/organization/arqolo,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,108436,2024-04-05,Seed,,,,Yes,Arqolo is a software development company that provides AI-based workflow automation solutions for process documentation and compliance.,"Business Process Automation (BPA), Information Technology, Software",,https://arqolo.com/,,100000,EUR,108436,Seed,1,,1,,Antler,"53,514"
Venture Round - assetbird,https://www.crunchbase.com/funding_round/assetbird-series-unknown--7ceb90fe,assetbird,https://www.crunchbase.com/organization/assetbird,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",2400000,EUR,2682514,2024-08-28,,,,,Yes,Through us invests the real estate industry. AI data extraction and automated management processes for dealflow and more motivated teams.,"Artificial Intelligence (AI), B2B, Productivity Tools, Real Estate, Software",,https://www.assetbird.de/,Less than $1M,2400000,EUR,2682514,,1,"468 Capital, IBB Ventures",2,2,"468 Capital, IBB Ventures","10,271"
Series A - Atlas Metrics,https://www.crunchbase.com/funding_round/atlas-metrics-series-a--469ede6b,Atlas Metrics,https://www.crunchbase.com/organization/atlas-metrics,Series A,"Berlin, Berlin, Germany, Europe",12200000,EUR,13616056,2024-09-30,Early Stage Venture,,,,Yes,"Simplify ESG, Automate Compliance","Business Information Systems, Information Technology, Software, Telecommunications",,https://www.atlasmetrics.io/,$1B to $10B,17400000,EUR,19252259,Early Stage Venture,3,MMC Ventures,5,2,"another.vc, b2venture, Cherry Ventures, MMC Ventures, Redstone.VC","7,735"
Pre Seed Round - autarc,https://www.crunchbase.com/funding_round/autarc-pre-seed--c6d232d5,autarc,https://www.crunchbase.com/organization/autarc,Pre-Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2024-09-25,Seed,,,,Yes,Autarc is the OS for HVAC installers to install more heat pumps enabling SMB installers to scale sustainable solutions confidently.,"B2B, SaaS, Software, Sustainability",,https://www.autarc.energy,,566077,USD,566077,Seed,3,Y Combinator,1,1,Y Combinator,"63,621"
Private Equity Round - Autodoc,https://www.crunchbase.com/funding_round/autodoc-gmbh-private-equity--9888d639,Autodoc,https://www.crunchbase.com/organization/autodoc-gmbh,Private Equity,"Berlin, Berlin, Germany, Europe",,,,2024-04-25,Private Equity,,,,Yes,Online spare original auto parts retailer ,"Automotive, E-Commerce",,https://www.autodoc.de,$100M to $500M,,,,Private Equity,1,Apollo,1,1,Apollo,"42,044"
Series A - AUTOVIO,https://www.crunchbase.com/funding_round/autovio-series-a--f4d12611,AUTOVIO,https://www.crunchbase.com/organization/autovio,Series A,"Berlin, Berlin, Germany, Europe",3800000,EUR,4104456,2024-05-29,Early Stage Venture,,,,Yes,Autovio provides a full-stack platform of software and business services for the driving education industry.,"Automotive, Consulting, Education, SaaS, Software",,https://autovio.de/,Less than $1M,8400000,EUR,9011613,Early Stage Venture,3,Sparkmind.vc,2,2,"coparion, Sparkmind.vc","41,261"
Pre Seed Round - Avicenna Technologies,https://www.crunchbase.com/funding_round/avicenna-technologies-pre-seed--19632c62,Avicenna Technologies,https://www.crunchbase.com/organization/avicenna-technologies,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2024-10-01,Seed,,,,Yes,Avicenna Technologies is a trading company that brings the spirit of innovation to modern medical technology.,Medical Device,,https://avicennatechnologies.com,,,,,Seed,1,,1,,BEAT DROP,"71,230"
Series B - Beets&Roots,https://www.crunchbase.com/funding_round/beets-roots-series-b--585daa8e,Beets&Roots,https://www.crunchbase.com/organization/beets-roots,Series B,"Berlin, Berlin, Germany, Europe",500000,EUR,543719,2024-02-01,Early Stage Venture,,,,Yes,Beets & Roots is a new fast casual restaurant in the heart of Berlin-Mitte,"Food and Beverage, Hospitality",,http://www.beetsandroots.de,$10M to $50M,500000,EUR,543719,Early Stage Venture,1,,1,,Skybrain GmbH,"71,040"
Venture Round - Bitwala,https://www.crunchbase.com/funding_round/bitwala-series-unknown--2a3918b7,Bitwala,https://www.crunchbase.com/organization/bitwala,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",1500000,EUR,1606274,2024-02-13,,,,,Yes,Freedom of Transaction,"Bitcoin, Blockchain, Cryptocurrency, Ethereum, FinTech",,https://bitwala.com,,1500000,EUR,1606274,,1,Blockchain Founders Fund,3,1,"Blockchain Founders Fund, Claret Capital Partners, Pointer.Capital","25,667"
Series G - Blacklane,https://www.crunchbase.com/funding_round/blacklane-series-g--b04b646a,Blacklane,https://www.crunchbase.com/organization/blacklane,Series G,"Berlin, Berlin, Germany, Europe",60000000,EUR,64866899,2024-10-29,Late Stage Venture,,,,Yes,Blacklane is a professional chauffeur service that connects users to drivers through their mobile app.,"Apps, Hospitality, Mobile Apps, Professional Services, Tourism, Transportation, Travel",,http://www.blacklane.com,$1M to $10M,203447599,USD,203447599,Late Stage Venture,12,TASARU Mobility Investments,6,3,"Al Fahim Group, ALSTIN Family GmbH, Gargash Group, Mercedes-Benz Mobility, RI Digital Ventures, TASARU Mobility Investments","4,713"
Pre Seed Round - BlazeSQL,https://www.crunchbase.com/funding_round/blazesql-pre-seed--c05a1d4d,BlazeSQL,https://www.crunchbase.com/organization/blazesql,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2024-06-12,Seed,,,,Yes,BlazeSQL is an AI-powered tool that helps you turn questions into data insights from your SQL database.,"Artificial Intelligence (AI), Human Resources, Information Technology, Robotics",,https://blazesql.online/,,,,,Seed,2,,,,,"205,809"
Series A - Bling.de,https://www.crunchbase.com/funding_round/bling-services-gmbh-series-a--222907dd,Bling.de,https://www.crunchbase.com/organization/bling-services-gmbh,Series A,"Berlin, Berlin, Germany, Europe",11200000,EUR,11988983,2024-06-27,Early Stage Venture,,,,Yes,"Among Germany's fastest growing fintechs, Bling is reinventing Retail-Banking for families.","EdTech, Financial Services, FinTech",,https://bling.de,,14700000,EUR,15678810,Early Stage Venture,3,Owl Ventures,5,4,"Angel Invest, Commerzbank, Neosfer, Owl Ventures, Peak","8,152"
Seed Round - Blok-Z,https://www.crunchbase.com/funding_round/blok-z-seed--99844177,Blok-Z,https://www.crunchbase.com/organization/blok-z,Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2024-09-17,Seed,,,,Yes,"SaaS, CleanTech, Blockchain, Energy, Renewable","Blockchain, CleanTech, Energy, GreenTech, SaaS, Software",,http://www.blok-z.com,Less than $1M,500000,USD,500000,Seed,5,Simya VC,1,1,Simya VC,"44,426"
Seed Round - BlueLayer,https://www.crunchbase.com/funding_round/bluelayer-seed--133e41ad,BlueLayer,https://www.crunchbase.com/organization/bluelayer,Seed,"Berlin, Berlin, Germany, Europe",5600000,USD,5600000,2024-01-30,Seed,,,,Yes,BlueLayer focuses on building software stacks for project developers producing carbon credits.,Software,,https://bluelayer.io,,5600000,USD,5600000,Seed,2,Point Nine,1,1,Point Nine,"41,201"
Seed Round - Booster Therapeutics,https://www.crunchbase.com/funding_round/booster-therapeutics-40b5-seed--63545b74,Booster Therapeutics,https://www.crunchbase.com/organization/booster-therapeutics-40b5,Seed,"Berlin, Berlin, Germany, Europe",15000000,USD,15000000,2024-10-10,Seed,,,,Yes,"Booster Therapeutics is a biotech company that offers regulation of cellular homeostasis, as well as develops medicines for aging diseases.","Biotechnology, Product Research, Therapeutics",,https://www.boostertx.com/,,15000000,USD,15000000,Seed,2,"Apollo Health Ventures, Novo Holdings",2,2,"Apollo Health Ventures, Novo Holdings","21,959"
Seed Round - Briink,https://www.crunchbase.com/funding_round/briink-seed--7bb93052,Briink,https://www.crunchbase.com/organization/briink,Seed,"Berlin, Berlin, Germany, Europe",3850000,EUR,4296870,2024-09-30,Seed,,,,Yes,Briink builds AI tools and infrastructure for sustainable finance teams,Finance,,https://www.briink.com,$1M to $10M,3850000,EUR,4296870,Seed,2,"13books Capital, EquityPitcher Ventures",7,1,"13books Capital, EquityPitcher Ventures, Han Lee, Merantix Capital, Peter Gutman, Peter Rading, seed + speed Ventures","7,265"
Venture Round - Buena,https://www.crunchbase.com/funding_round/home-ht-series-unknown--410b22ce,Buena,https://www.crunchbase.com/organization/home-ht,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2024-04-10,,,,,Yes,"Buena cares for your apartments, tenants, and every task that comes with being a landlord. That’s more time for you.","Information Technology, Property Management, Real Estate",,https://www.buena.com,$10M to $50M,15254960,USD,15254960,,6,,1,,FJ Labs,"55,461"
Pre Seed Round - Buildery,https://www.crunchbase.com/funding_round/buildery-pre-seed--c5ebe1a5,Buildery,https://www.crunchbase.com/organization/buildery,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2024-08-25,Seed,,,,Yes,Modern low-code website builder,"Software, Web Development",,https://bldry.co,,,,,Seed,1,,,,,"201,405"
Series A - bunch,https://www.crunchbase.com/funding_round/bunch-technology-series-a--8a302ad0,bunch,https://www.crunchbase.com/organization/bunch-technology,Series A,"Berlin, Berlin, Germany, Europe",15500000,USD,15500000,2024-07-25,Early Stage Venture,,,,Yes,bunch technology is the Operating System for private markets.,"Financial Services, FinTech, Software",,https://www.bunch.capital,$1M to $10M,22894397,USD,22894397,Early Stage Venture,2,FinTech Collective,6,1,"Broadhaven Ventures, Cherry Ventures, FinTech Collective, Motive Ventures, Philipp Moehring, Tiny VC","8,680"
Series A - Caeli Wind,https://www.crunchbase.com/funding_round/caeli-wind-series-a--dad72f5d,Caeli Wind,https://www.crunchbase.com/organization/caeli-wind,Series A,"Berlin, Berlin, Germany, Europe",11000000,EUR,11954586,2024-05-16,Early Stage Venture,,,,Yes,Digital marketplace that identifies wind potential locations for landowners and enables professional AI-supported analysis and marketing.,"Intelligent Systems, Marketing, Wind Energy",,https://www.caeli-wind.de/start,Less than $1M,14000000,EUR,15152564,Early Stage Venture,3,Notion Capital,3,3,"HTGF | High-Tech Gruenderfonds, Notion Capital, Santander Climate Tech Fund","21,194"
Seed Round - Cambrium,https://www.crunchbase.com/funding_round/cambrium-seed--5f59d6f5,Cambrium,https://www.crunchbase.com/organization/cambrium,Seed,"Berlin, Berlin, Germany, Europe",,,,2024-06-20,Seed,,,,Yes,Cambrium is engineering biology to create high-performance proteins.,"Advanced Materials, Bioinformatics, Biotechnology, Machine Learning, Robotics",,https://www.cambrium.bio,,8000000,EUR,8462796,Seed,3,Gradient,12,,"4P Capital, Climate Capital, DG Daiwa Ventures, Earth Venture Capital, Essential Capital, Gradient, HOF Capital, Leblon Capital, Merantix Capital, SeaX Ventures, SNR.vc, Valor Equity Partners","4,748"
Seed Round - Captain T Cell,https://www.crunchbase.com/funding_round/captain-t-cell-seed--ea389afe,Captain T Cell,https://www.crunchbase.com/organization/captain-t-cell,Seed,"Berlin, Berlin, Germany, Europe",8500000,EUR,9200897,2024-05-22,Seed,,,,Yes,Captain T Cell is a start-up project that develops T cell-based immunotherapies for cancer patients.,"Health Care, Therapeutics, Wellness",,https://www.captaintcell.com/,,8500000,EUR,9200897,Seed,1,,3,3,"Brandenburg Kapital, Hil-Invent, i&i Biotech Fund","22,824"
Series A - carbmee GmbH,https://www.crunchbase.com/funding_round/carbmee-series-a--c67f230b,carbmee GmbH,https://www.crunchbase.com/organization/carbmee,Series A,"Berlin, Berlin, Germany, Europe",20000000,EUR,20977114,2024-12-03,Early Stage Venture,,,,Yes,The carbon management solution for complex supply chains.,"Enterprise Applications, Software, Sustainability",,https://www.carbmee.com,$1M to $10M,20000000,EUR,20977114,Early Stage Venture,2,CommerzVentures,2,1,"CommerzVentures, Fly Ventures",188
Seed Round - Cardino,https://www.crunchbase.com/funding_round/cardino-a98d-seed--e8a6692a,Cardino,https://www.crunchbase.com/organization/cardino-a98d,Seed,"Berlin, Berlin, Germany, Europe",4000000,EUR,4291233,2024-06-11,Seed,,,,Yes,Cardino operates and develops a digital platform for buying and selling secondhand electric vehicles.,"Automotive, Electric Vehicle, Sustainability, Transportation",,https://www.cardino.de/,$1M to $10M,5000000,EUR,5360433,Seed,3,Point Nine,4,,"DEPO Ventures, Point Nine, Rosberg Ventures, Sequoia Capital","22,483"
Seed Round - Cardino,https://www.crunchbase.com/funding_round/cardino-a98d-seed--a7f6b0b1,Cardino,https://www.crunchbase.com/organization/cardino-a98d,Seed,"Berlin, Berlin, Germany, Europe",,,,2024-03-06,Seed,,,,Yes,Cardino operates and develops a digital platform for buying and selling secondhand electric vehicles.,"Automotive, Electric Vehicle, Sustainability, Transportation",,https://www.cardino.de/,$1M to $10M,5000000,EUR,5360433,Seed,3,,1,,FJ Labs,"195,311"
Pre Seed Round - Cariqa,https://www.crunchbase.com/funding_round/cariqa-pre-seed--a13e856f,Cariqa,https://www.crunchbase.com/organization/cariqa,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,EUR,1093065,2024-03-11,Seed,,,,Yes,"Cariqa: The all-in-one EV solution for seamless management, Europe-wide charging, trip planning, and real-time vehicle data","Electric Vehicle, Information Technology, Mapping Services, Navigation",,https://www.cariqa.com,,1000000,EUR,1093065,Seed,2,,6,1,"Anthemis, Golden Egg Check Capital, HATCHER+, Plug and Play, Techstars, Vento","14,202"
Series A - CEEZER,https://www.crunchbase.com/funding_round/ceezer-series-a--0095624b,CEEZER,https://www.crunchbase.com/organization/ceezer,Series A,"Berlin, Berlin, Germany, Europe",10300000,EUR,11171003,2024-01-25,Early Stage Venture,,,,Yes,"CEEZER is a digital platform offering companies easy, secure, direct access to top-quality projects across the voluntary carbon market.","Big Data, CleanTech, Collaboration, Project Management",,https://www.ceezer.earth,$1M to $10M,16327744,USD,16327744,Early Stage Venture,5,HV Capital,4,5,"Carbon Removal Partners, HV Capital, Norrsken VC, Picus Capital","24,452"
Series B - Checkly,https://www.crunchbase.com/funding_round/checkly-series-b--99d811a8,Checkly,https://www.crunchbase.com/organization/checkly,Series B,"Berlin, Berlin, Germany, Europe",20000000,USD,20000000,2024-07-31,Early Stage Venture,,,,Yes,Build & run synthetics that scale,DevOps,,https://checklyhq.com/,Less than $1M,32250000,USD,32250000,Early Stage Venture,3,Balderton Capital,4,1,"Accel, Balderton Capital, CRV, Paul Müller","8,981"
Pre Seed Round - Chutney AI,https://www.crunchbase.com/funding_round/chutney-ai-pre-seed--d5c1ab03,Chutney AI,https://www.crunchbase.com/organization/chutney-ai,Pre-Seed,"Berlin, Berlin, Germany, Europe",300000,USD,300000,2024-09-05,Seed,,,,Yes,AI workspace for sales engineers,"Artificial Intelligence (AI), Information Technology, SaaS, Software",,https://www.chutney.ai/,,300000,USD,300000,Seed,1,,,,,"20,121"
Grant - CinSOIL,https://www.crunchbase.com/funding_round/cinsoil-grant--9b15cd8b,CinSOIL,https://www.crunchbase.com/organization/cinsoil,Grant,"Berlin, Berlin, Germany, Europe",,,,2024-10-21,,,,,No,CinSOIL is an AI-based software tool that enables AgriFood companies decarbonise their supply chains at farm level.,"AgTech, Artificial Intelligence (AI), Farming, GreenTech, Machine Learning, Satellite Communication, Software, Sustainability",,https://cinsoil.eu/,,190000,EUR,201531,,4,,1,,EIT Food,"58,819"
Seed Round - Clare&me,https://www.crunchbase.com/funding_round/clare-me-seed--17d4d464,Clare&me,https://www.crunchbase.com/organization/clare-me,Seed,"Berlin, Berlin, Germany, Europe",3700000,EUR,4041953,2024-08-07,Seed,,,,Yes,Clare&me is an AI-powered mental health coach startup that offers self-therapy services.,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness",,https://www.clareandme.com,,4870000,EUR,5375737,Seed,5,YZR Capital,4,4,"Antler, Kodori AG, Material Ventures, YZR Capital","9,366"
Grant - Clare&me,https://www.crunchbase.com/funding_round/clare-me-grant--f09df541,Clare&me,https://www.crunchbase.com/organization/clare-me,Grant,"Berlin, Berlin, Germany, Europe",,,,2024-08-08,,,,,No,Clare&me is an AI-powered mental health coach startup that offers self-therapy services.,"Artificial Intelligence (AI), Health Care, Mental Health, Wellness",,https://www.clareandme.com,,4870000,EUR,5375737,Seed,5,Investitionsbank Berlin,2,,"German Federal Ministry of Education and Research, Investitionsbank Berlin","23,095"
Pre Seed Round - Claro,https://www.crunchbase.com/funding_round/claro-12d5-pre-seed--d7b536c6,Claro,https://www.crunchbase.com/organization/claro-12d5,Pre-Seed,"Berlin, Berlin, Germany, Europe",100000,EUR,108456,2024-01-25,Seed,,,,Yes,AI Knowledge Infrastructure,"Artificial Intelligence (AI), Software",,https://getclaro.ai,,100000,EUR,108456,Seed,1,,1,,Antler,"57,208"
Angel Round - Cleanbrix,https://www.crunchbase.com/funding_round/cleanbrix-angel--f03677be,Cleanbrix,https://www.crunchbase.com/organization/cleanbrix,Angel,"Berlin, Berlin, Germany, Europe",,,,2024-08-01,Seed,,,,Yes,"Cleanbrix is reshaping real estate decarbonization by empowering asset owners and managers to make smarter, faster retrofitting decisions.","PropTech, Real Estate, SaaS, Software",,https://cleanbrix.com,,,,,Seed,1,High Rise Ventures,1,1,High Rise Ventures,"48,468"
Seed Round - CleverCoach,https://www.crunchbase.com/funding_round/clevercoach-seed--7dc47c6a,CleverCoach,https://www.crunchbase.com/organization/clevercoach,Seed,"Berlin, Berlin, Germany, Europe",70000,USD,70000,2024-04-14,Seed,,,,Yes,CleverCoach connects students with 100+ verified tutors to foster accessible and enriching educational experiences.,Education,,https://clevercoachgermany.com/,,70000,USD,70000,Seed,1,,,,,"200,426"
Pre Seed Round - Cloudsquid,https://www.crunchbase.com/funding_round/cloudsquid-pre-seed--b14aea74,Cloudsquid,https://www.crunchbase.com/organization/cloudsquid,Pre-Seed,"Berlin, Berlin, Germany, Europe",1000000,USD,1000000,2024-11-04,Seed,,,,Yes,is an an artificial intelligence based revenue orchestration company intended for companies with usage-based pricing models.,"Artificial Intelligence (AI), FinTech, SaaS",,https://cloudsquid.io/,,1000000,USD,1000000,Seed,1,"BackBone Ventures, HTGF | High-Tech Gruenderfonds",4,,"BackBone Ventures, HTGF | High-Tech Gruenderfonds, Reetu Kainulainen, Udi Miron","6,799"
Series D - CoachHub,https://www.crunchbase.com/funding_round/coachhub-series-d--cec989ee,CoachHub,https://www.crunchbase.com/organization/coachhub,Series D,"Berlin, Berlin, Germany, Europe",40000000,EUR,42074748,2024-12-03,Late Stage Venture,,,,Yes,CoachHub is a digital coaching platform that enables organizations to provide personalized coaching programs for their employees.,"Corporate Training, Human Resources, Personal Development, SaaS, Training",,https://coachhub.com,$100M to $500M,375565230,USD,375565230,Late Stage Venture,6,HSBC Innovation Banking,1,,HSBC Innovation Banking,148
