Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Series A - Ada Health,https://www.crunchbase.com/funding_round/adahealth-series-a--ef2e1bea,Ada Health,https://www.crunchbase.com/organization/adahealth,Series A,"Berlin, Berlin, Germany, Europe",40000000,EUR,46608802,2017-10-31,Early Stage Venture,,,,Yes,Ada Health is a digital health company that helps to diagnose symptoms and offer treatment advice using an AI-enabled platform.,"Apps, Artificial Intelligence (AI), Health Care, Medical, mHealth",,https://ada.com/,$10M to $50M,189497394,USD,189497394,Early Stage Venture,5,Vitruvian Partners,"Cumberland VC, June Fund, Vitruvian Partners, William Tunstall-Pedoe",4,,"152,658"
Series A - InstaFreight,https://www.crunchbase.com/funding_round/instafreight-series-a--afb83712,InstaFreight,https://www.crunchbase.com/organization/instafreight,Series A,"Berlin, Berlin, Germany, Europe",8000000,EUR,9518416,2017-11-30,Early Stage Venture,,,,Yes,"InstaFreight is an online B2B forwarding company, that enables a fast and easy processing of freight transports.","B2B, Freight Service, Logistics, Transportation",,https://www.instafreight.de,Less than $1M,75223024,USD,75223024,Early Stage Venture,5,Kaltroco LTD,Kaltroco LTD,1,,"169,051"
Seed Round - G2 Esports,https://www.crunchbase.com/funding_round/g2-esports-seed--8fdf3016,G2 Esports,https://www.crunchbase.com/organization/g2-esports,Seed,"Berlin, Berlin, Germany, Europe",,,,2017-08-23,Seed,,,,Yes,G2 Esports is a world premier esports club representing some of the absolute best players from around the globe.,"Digital Entertainment, eSports, Sports, Video Games",,http://www.g2esports.com,$100M to $500M,27300000,USD,27300000,,3,,"André Gomes, Everblue Management, Go4it Capital, MaC Venture Capital, Sumit Gupta",5,,"147,863"
Pre Seed Round - keleya,https://www.crunchbase.com/funding_round/keleya-pre-seed--42328e53,keleya,https://www.crunchbase.com/organization/keleya,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2017-07-01,Seed,,,,Yes,keleya - The #1 maternity care provider in Germany,"Child Care, Health Care, Lifestyle, Nutrition, Personal Health, Wellness, Women's",,https://keleya.de,Less than $1M,3000000,EUR,3552448,Early Stage Venture,5,,,,,"133,994"
Seed Round - Basking.io,https://www.crunchbase.com/funding_round/basking-automation-seed--a30d84d3,Basking.io,https://www.crunchbase.com/organization/basking-automation,Seed,"Berlin, Berlin, Germany, Europe",,,,2017-12-21,Seed,,,,Yes,Basking.io is an AI & WiFi-based workplace occupancy analytics platform.,"Analytics, Artificial Intelligence (AI), Location Based Services, Real Estate, SaaS, Software",,http://basking.io,,120000,USD,120000,Seed,3,,Future Energy Ventures,1,,"173,971"
Seed Round - Oceansapart,https://www.crunchbase.com/funding_round/oceansapart-seed--11b2a613,Oceansapart,https://www.crunchbase.com/organization/oceansapart,Seed,"Berlin, Berlin, Germany, Europe",,,,2017-01-01,Seed,,,,Yes,Oceansapart is a textile manufacturing and e-commerce store.,"E-Commerce, Fashion, Manufacturing",,https://www.oceansapart.com/en,,1000000,EUR,1126113,Private Equity,3,,Jan Hendrik Ansink,1,,"137,629"
Seed Round - Grover,https://www.crunchbase.com/funding_round/grover-seed--f54eb3b8,Grover,https://www.crunchbase.com/organization/grover,Seed,"Berlin, Berlin, Germany, Europe",8000000,EUR,8693781,2017-05-10,Seed,,,,Yes,Grover offers technology subscriptions that enable customers to rent tech products on a monthly basis instead of purchasing them.,"Consumer Electronics, E-Commerce, Rental, Subscription Service",,http://www.grover.com,$500M to $1B,2341459267,USD,2341459267,,19,,"Global Founders Capital, K - Invest",2,,"175,182"
Seed Round - Caspar Health,https://www.crunchbase.com/funding_round/caspar-health-seed--762577d9,Caspar Health,https://www.crunchbase.com/organization/caspar-health,Seed,"Berlin, Berlin, Germany, Europe",2000000,EUR,2274503,2017-07-03,Seed,,,,Yes,"Effective, recognized, clinically evaluated digital rehabilitation. For everyone - independent of time and location!","Health Care, Home Health Care, mHealth, Rehabilitation",,https://www.caspar-health.com/en,$1M to $10M,17300000,EUR,19907693,Early Stage Venture,5,Think.Health,"Atlantic Labs, Helmut Nanz, Think.Health",3,,"112,535"
Series B - IOTA Foundation,https://www.crunchbase.com/funding_round/iota-foundation-series-b--79e03047,IOTA Foundation,https://www.crunchbase.com/organization/iota-foundation,Series B,"Berlin, Berlin, Germany, Europe",750000,USD,750000,2017-06-08,Early Stage Venture,,,,Yes,IOTA Foundation develops an open-source protocol that supports data and value transfer between devices and humans.,"Blockchain, Cyber Security, Information Technology, Internet of Things, Non Profit",,https://www.iota.org,$1M to $10M,750000,USD,750000,Early Stage Venture,2,,Outlier Ventures,1,,"177,595"
Series A - Frontier Car Group,https://www.crunchbase.com/funding_round/frontier-cars-group-series-a--b84bb011,Frontier Car Group,https://www.crunchbase.com/organization/frontier-cars-group,Series A,"Berlin, Berlin, Germany, Europe",22000000,USD,22000000,2017-05-23,Early Stage Venture,,,,Yes,"Frontier Car Group develops, launches, and operates used-automotive marketplaces within emerging market economies.","Automotive, Internet, Marketplace, Transportation",,http://www.frontiercargroup.com/,$1M to $10M,569000000,USD,569000000,Late Stage Venture,7,"Balderton Capital, EchoVC Partners, TPG","Balderton Capital, Cem Garih, EchoVC Partners, Esas Ventures, Frontier Ventures, Hummingbird Ventures, Kinled Holding, letters Capital, NEA, New Enterprise Associates, Partech, Tiller Partners, TPG, Troy Capital Partners",14,2,"185,531"
Series C - Contentful,https://www.crunchbase.com/funding_round/contentful-series-c--7219521c,Contentful,https://www.crunchbase.com/organization/contentful,Series C,"Berlin, Berlin, Germany, Europe",28000000,USD,28000000,2017-12-04,Late Stage Venture,,,,Yes,Contentful offers a headless content management system that helps organizations deliver content across channels.,"Cloud Computing, CMS, Content, Developer Tools, Publishing, SaaS, Software",,https://www.contentful.com,$50M to $100M,349600000,USD,349600000,Late Stage Venture,9,General Catalyst,"Balderton Capital, Benchmark, General Catalyst, Heavybit, Point Nine",5,3,"190,017"
Series A - Finiata,https://www.crunchbase.com/funding_round/bezahlt-series-a--f1a5b9ee,Finiata,https://www.crunchbase.com/organization/bezahlt,Series A,"Berlin, Berlin, Germany, Europe",10000000,EUR,11774583,2017-12-14,Early Stage Venture,,,,Yes,Finiata is a fintech specializing in data-driven B2B lending and risk assessment solutions.,"Commercial Lending, Finance, Financial Services, FinTech, Lending, Payments, Social Entrepreneurship, Software",,https://www.finiata.com/,$1M to $10M,25000000,EUR,29440603,M&A,5,,"DN Capital, Enern, Fly Ventures, KAYA, Kulczyk Investments, Manta Ray Ventures, Point Nine, redalpine",8,4,"192,529"
Private Equity Round - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-private-equity--a71d6853,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Private Equity,"Berlin, Berlin, Germany, Europe",421300000,USD,421300000,2017-05-12,Private Equity,2678700000,USD,2678700000,Yes,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,Naspers,Naspers,1,1,"196,746"
Debt Financing - Finiata,https://www.crunchbase.com/funding_round/bezahlt-debt-financing--b3d1fbca,Finiata,https://www.crunchbase.com/organization/bezahlt,Debt Financing,"Berlin, Berlin, Germany, Europe",8000000,EUR,9419666,2017-12-14,,,,,No,Finiata is a fintech specializing in data-driven B2B lending and risk assessment solutions.,"Commercial Lending, Finance, Financial Services, FinTech, Lending, Payments, Social Entrepreneurship, Software",,https://www.finiata.com/,$1M to $10M,25000000,EUR,29440603,M&A,5,,,,,"211,763"
Seed Round - dentolo,https://www.crunchbase.com/funding_round/dentolo-seed--81e5839b,dentolo,https://www.crunchbase.com/organization/dentolo,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,3519491,2017-07-26,Seed,,,,Yes,"We build and operate high-growth insurance brands running on our own, flexible tech platform.","Dental, Insurance, Pet",,https://www.dentolo.de,Less than $1M,3000000,EUR,3519491,M&A,1,IBB Ventures,"Atlantic Labs, Axel Springer Plug and Play Accelerator, IBB Ventures, Yabeo",4,2,"214,106"
Venture Round - Realbest,https://www.crunchbase.com/funding_round/realbest-series-unknown--41262cd0,Realbest,https://www.crunchbase.com/organization/realbest,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",7000000,EUR,8300595,2017-12-22,,,,,Yes,"Realbest is the network for real estate sellers, buyers and selected brokers.","Commercial Real Estate, Construction, E-Commerce, Internet, Real Estate, Real Estate Investment",,https://www.realbest.de/,$1M to $10M,7000000,EUR,8300595,,3,CommerzVentures,"CommerzVentures, Hevella Capital, IBB Ventures, Immotech Venture, Ventech",5,1,"215,022"
Private Equity Round - Market Logic Software,https://www.crunchbase.com/funding_round/market-logic-software-private-equity--35bf6e12,Market Logic Software,https://www.crunchbase.com/organization/market-logic-software,Private Equity,"Berlin, Berlin, Germany, Europe",45000000,EUR,50274667,2017-05-30,Private Equity,,,,Yes,Market Logic Software is run an insights-driven business.,"Information Technology, Market Research, Marketing, Software",,http://www.marketlogicsoftware.com,$10M to $50M,46523054,EUR,52326061,Private Equity,4,"GENUI Partners, Summit Partners","GENUI Partners, Summit Partners, Sycamore Partners",3,1,"220,585"
Pre Seed Round - Xircle AG,https://www.crunchbase.com/funding_round/xircles-medicinisto-ag-pre-seed--19ae820b,Xircle AG,https://www.crunchbase.com/organization/xircles-medicinisto-ag,Pre-Seed,"Berlin, Berlin, Germany, Europe",,,,2017-11-08,Seed,,,,Yes,Xircle prioritises safety and simplicity in bringing universal access to pharmaceutical knowledge.,"Health Care, Information Technology",,https://www.xircle.com/,,,,,Seed,1,,Lepi Ventures,1,,"224,255"
Seed Round - Solytic,https://www.crunchbase.com/funding_round/solytic-gmbh-seed--946707fa,Solytic,https://www.crunchbase.com/organization/solytic-gmbh,Seed,"Berlin, Berlin, Germany, Europe",3000000,EUR,3541214,2017-12-06,Seed,,,,Yes,"Solytic is a post-installation solar platform that helps stakeholders to drive profits, cut costs and extend lifecycles.","Clean Energy, CleanTech, Energy, Renewable Energy, Solar",,https://www.solytic.com/,$1M to $10M,8500000,EUR,9553501,,4,Vattenfall,Vattenfall,1,,"226,870"
Non Equity Assistance - Club GLOBALS,https://www.crunchbase.com/funding_round/club-globals-non-equity-assistance--87505798,Club GLOBALS,https://www.crunchbase.com/organization/club-globals,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2017-09-11,,,,,No,"Catalyzing tech growth and innovation since 2012. We empower startups and businesses through collaboration, learning, and networking.","Funding Platform, Internet, Marketplace, Mobile, Professional Networking, Professional Services, Venture Capital",,http://www.ClubGLOBALS.com,$500M to $1B,,,,,1,VentureOut,VentureOut,1,,"229,180"
Seed Round - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-seed--d515799a,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Seed,"Berlin, Berlin, Germany, Europe",2500000,USD,2500000,2017-06-27,Seed,,,,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,Vito Ventures,"Asgard - human Capital for AI, coparion, Vito Ventures",3,2,"229,542"
Angel Round - Ultimate,https://www.crunchbase.com/funding_round/ultimate-ai-angel--283ba595,Ultimate,https://www.crunchbase.com/organization/ultimate-ai,Angel,"Berlin, Berlin, Germany, Europe",230000,EUR,242327,2017-03-01,Seed,,,,Yes,Ultimate is a virtual agent platform that offers customer service automation.,"Artificial Intelligence (AI), Chatbot, Information Technology, SaaS, Small and Medium Businesses",,https://www.ultimate.ai/,$10M to $50M,27400545,USD,27400545,M&A,7,,,,,"229,923"
Seed Round - Filip Lenz,https://www.crunchbase.com/funding_round/filip-lenz-seed--b4814a37,Filip Lenz,https://www.crunchbase.com/organization/filip-lenz,Seed,"Berlin, Berlin, Germany, Europe",,,,2017-01-01,Seed,,,,Yes,Filip Lenz operates as an online shop for mattresses and beddings.,"Consumer, E-Commerce, Internet",,https://filiplenz.de,,,,,Seed,1,ProSiebenSat.1 Accelerator,ProSiebenSat.1 Accelerator,1,,"230,580"
Series D - Thermondo,https://www.crunchbase.com/funding_round/thermondo-series-d--3b3a6965,Thermondo,https://www.crunchbase.com/organization/thermondo,Series D,"Berlin, Berlin, Germany, Europe",21000000,EUR,24375749,2017-11-03,Late Stage Venture,,,,Yes,Thermondo promote the energy transition with innovative heat solutions.,"Energy, Energy Efficiency, Renewable Energy",,https://www.thermondo.de,$10M to $50M,63300000,EUR,72145435,M&A,8,Vorwerk Ventures,"Eneco Ventures, HV Capital, Investitionsbank Berlin, VC Fonds Technologie Berlin, Vorwerk Ventures",5,1,"232,504"
Seed Round - SourcingBot,https://www.crunchbase.com/funding_round/sourcingbot-seed--1cc30128,SourcingBot,https://www.crunchbase.com/organization/sourcingbot,Seed,"Berlin, Berlin, Germany, Europe",1500000,USD,1500000,2017-11-24,Seed,,,,Yes,SourcingBot strives to be the leading platform for sourcing engineers to meet up.,"Database, Electronics, Manufacturing, Risk Management",,http://www.sourcingbot.com/,$1M to $10M,3417738,USD,3417738,Early Stage Venture,3,,,,,"238,546"
Post-IPO Equity - Delivery Hero,https://www.crunchbase.com/funding_round/delivery-hero-post-ipo-equity--444f5411,Delivery Hero,https://www.crunchbase.com/organization/delivery-hero,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",660000000,EUR,777567416,2017-09-28,,,,,Yes,Delivery Hero is a network of online food ordering sites with over 100 restaurant partners worldwide.,"Delivery, Delivery Service, E-Commerce, Food Delivery, Internet, Same Day Delivery",,http://www.deliveryhero.com,$1B to $10B,10182351313,USD,10182351313,M&A,22,Prosus & Naspers,"Monkfish Equity, Prosus & Naspers",2,1,"238,738"
Corporate Round - Spotcap,https://www.crunchbase.com/funding_round/spotcap-corporate-round--b585441e,Spotcap,https://www.crunchbase.com/organization/spotcap,Corporate Round,"Berlin, Berlin, Germany, Europe",22000000,EUR,25830661,2017-10-09,,,,,Yes,"Spotcap empowers SMEs with tailored finance, allowing them to focus on their business.","Finance, Financial Services, FinTech, Lending, Small and Medium Businesses",,https://www.spotcap.com,$10M to $50M,112910763,USD,112910763,,6,,Heartland Bank,1,,"239,272"
Series A - IDAGIO,https://www.crunchbase.com/funding_round/idagio-series-a--022bb5bc,IDAGIO,https://www.crunchbase.com/organization/idagio,Series A,"Berlin, Berlin, Germany, Europe",9500000,USD,9500000,2017-12-05,Early Stage Venture,,,,Yes,IDAGIO is a streaming service for classical music.,"Apps, Music, Music Streaming",,http://www.idagio.com/,$10M to $50M,21247085,USD,21247085,,2,TEV Ventures,"b2venture, Mülheim an der Ruhr, RI Digital Ventures, TEV Ventures",4,1,"239,649"
Seed Round - Qunomedical,https://www.crunchbase.com/funding_round/junomedical-seed--2c7478c1,Qunomedical,https://www.crunchbase.com/organization/junomedical,Seed,"Berlin, Berlin, Germany, Europe",2000000,USD,2000000,2017-08-15,Seed,,,,Yes,Qunomedical is a healthcare company that connects patients with doctors in abroad.,"Health Care, Health Diagnostics, Medical",,https://www.qunomedical.com,$10M to $50M,12310979,USD,12310979,Early Stage Venture,6,,"500 Global, Kima Ventures, Project A Ventures",3,1,"239,856"
Series A - 8fit,https://www.crunchbase.com/funding_round/8fit-series-a--dd07c02c,8fit,https://www.crunchbase.com/organization/8fit,Series A,"Berlin, Berlin, Germany, Europe",7000000,USD,7000000,2017-09-19,Early Stage Venture,,,,Yes,8fit is a app that helps to build healthy habits for life with simple solutions.,"Apps, Fitness, Health Care, Mobile Apps",,http://8fit.com,$1M to $10M,9843359,USD,9843359,M&A,6,"Creandum, Eight Roads Ventures","Creandum, Eight Roads Ventures",2,,"240,754"
Debt Financing - nu3,https://www.crunchbase.com/funding_round/nu3-debt-financing--1e867d76,nu3,https://www.crunchbase.com/organization/nu3,Debt Financing,"Berlin, Berlin, Germany, Europe",,,,2017-04-07,,,,,No,nu3 is a supplier of nutrients.,"Consumer Goods, E-Commerce, Food and Beverage, Health Care, Internet, Nutrition, Wellness",,http://nu3.de,$10M to $50M,,,,M&A,7,Davidson Technology Growth Debt Fund,Davidson Technology Growth Debt Fund,1,,"241,057"
Post-IPO Equity - Sleepz,https://www.crunchbase.com/funding_round/bmp-media-investors-post-ipo-equity--d2eda728,Sleepz,https://www.crunchbase.com/organization/bmp-media-investors,Post-IPO Equity,"Berlin, Berlin, Germany, Europe",1200000,USD,1200000,2017-12-18,,,,,Yes,Sleepz is an e-commerce group focussing on the segment of sleep products.,"E-Commerce, E-Commerce Platforms, Retail",,http://www.sleepz.com,$10M to $50M,2200000,USD,2200000,IPO,2,Heliad AG,Heliad AG,1,,"241,932"
Venture Round - OptioPay,https://www.crunchbase.com/funding_round/optiopay-series-unknown--fdeb30d9,OptioPay,https://www.crunchbase.com/organization/optiopay,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2017-01-01,,,,,Yes,OptioPay is an open banking technology provider for customer-centric and value-add solutions based on bank account data.,"Advertising Platforms, Banking, Financial Services, FinTech, Insurance, Personal Finance, Software",,http://optiopay.com/,$10M to $50M,26398223,USD,26398223,,8,Crossventures,"Crossventures, Kai Hansen",2,,"242,119"
Angel Round - wysker,https://www.crunchbase.com/funding_round/wysker-angel--52385d23,wysker,https://www.crunchbase.com/organization/wysker,Angel,"Berlin, Berlin, Germany, Europe",20000,EUR,21817,2017-05-01,Seed,,,,Yes,Wysker is an online shopping application created to provide a shopping experience.,"Apps, E-Commerce, Internet, Shopping",,http://www.wysker.com,Less than $1M,1540000,EUR,1781225,Seed,3,,Eckhardt Weber,1,,"243,807"
Series C - Lesara,https://www.crunchbase.com/funding_round/lesara-series-c--7cec98d3,Lesara,https://www.crunchbase.com/organization/lesara,Series C,"Berlin, Berlin, Germany, Europe",33330000,EUR,39621969,2017-09-13,Late Stage Venture,,,,Yes,"Lesara offers you the newest trends for fashion, lifestyle and home at the best price.","E-Commerce, Fashion, Retail",,https://www.lesara.com,$50M to $100M,85330000,EUR,100339200,Late Stage Venture,6,,"Armat Group, Mangrove Capital, Marshfield Associates, Northzone, Vorwerk Ventures",5,2,"244,002"
Seed Round - Medlanes,https://www.crunchbase.com/funding_round/medlanes-seed--054d918a,Medlanes,https://www.crunchbase.com/organization/medlanes,Seed,"Berlin, Berlin, Germany, Europe",,,,2017-05-17,Seed,,,,Yes,"Medlanes brings medicine online, building the first contact point to healthcare on the internet.","Health Care, Health Diagnostics, Home Health Care, Medical, mHealth, Personal Health, Software",,http://www.medlanes.com,$1M to $10M,,,,M&A,5,,Ringier Digital Ventures,1,,"244,694"
Seed Round - Justsnap,https://www.crunchbase.com/funding_round/justsnap-seed--2c78f6e2,Justsnap,https://www.crunchbase.com/organization/justsnap,Seed,"Berlin, Berlin, Germany, Europe",120000,EUR,134373,2017-06-12,Seed,,,,Yes,Justsnap is cloud-based promotion campaign management tool for businesses.,"Advertising, Data Mining, Digital Marketing, Information Technology, Management Consulting, Marketing Automation, Predictive Analytics, Retail, Retail Technology",,http://www.justsnap.de,$1M to $10M,120000,EUR,134373,Seed,2,,"METRO Xcel, Techstars",2,1,"244,892"
Series D - InvenSor GmbH,https://www.crunchbase.com/funding_round/invensor-gmbh-series-d--47b92541,InvenSor GmbH,https://www.crunchbase.com/organization/invensor-gmbh,Series D,"Berlin, Berlin, Germany, Europe",,,,2017-01-23,Late Stage Venture,,,,Yes,A new dimension in energy efficiency for our customers. The best possible future for our climate.,"Customer Service, Electronics, Energy Efficiency, Renewable Energy, Solar",,http://www.invensor.com/de/start.htm,$1M to $10M,700000,EUR,921391,Late Stage Venture,3,,bmp Ventures,1,,"245,021"
Venture Round - Zipjet,https://www.crunchbase.com/funding_round/zipjet-series-unknown--e69505b5,Zipjet,https://www.crunchbase.com/organization/zipjet,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2017-08-03,,,,,Yes,Zipjet is an online laundry and dry cleaning service that enables its users to order laundry and dry cleaning pickup and delivery services.,"Delivery Service, E-Commerce, Internet, Laundry and Dry-cleaning",,https://www.zipjet.de,$1M to $10M,,,,M&A,5,Henkel,"Henkel, Rocket Internet",2,,"245,817"
Venture Round - CANDIS,https://www.crunchbase.com/funding_round/candis-series-unknown--a58d574e,CANDIS,https://www.crunchbase.com/organization/candis,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2017-01-26,,,,,Yes,CANDIS is Berlin-based company that offers an intelligent platform for automated accounting.,"Accounting, Artificial Intelligence (AI), Financial Services, FinTech, SaaS, Software",,https://candis.io,$1M to $10M,28900000,EUR,31204524,Late Stage Venture,5,,"42CAP, Fly Ventures, Neosfer, Point Nine, Speedinvest",5,3,"246,733"
Venture Round - PerformaNat,https://www.crunchbase.com/funding_round/performanat-series-unknown--c61474c6,PerformaNat,https://www.crunchbase.com/organization/performanat,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2017-02-14,,,,,Yes,PerformaNat is a Berlin-based animal feed company.,Veterinary,,http://performanat.de/de/,Less than $1M,,,,,1,,"Bamac, HTGF | High-Tech Gruenderfonds, Markus Plümer",3,,"248,156"
