Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Investor Names,Number of Investors,Number of Partner Investors,CB Rank (Funding Round)
Seed Round - RetentionGrid,https://www.crunchbase.com/funding_round/retentiongrid-seed--97e07c9f,RetentionGrid,https://www.crunchbase.com/organization/retentiongrid,Seed,"Berlin, Berlin, Germany, Europe",500000,EUR,568283,2015-02-19,Seed,,,,Yes,RetentionGrid is a full-service provider of personalized email experiences for online shoppers.,"E-Commerce, Internet, Online Portals",,http://retentiongrid.com,$1M to $10M,1020000,EUR,1275218,M&A,2,Connect Ventures,"Christophe Maire, Connect Ventures, Eric Quidenus-Wahlforss, Felix Petersen",4,,"213,282"
Venture Round - DaWanda,https://www.crunchbase.com/funding_round/dawanda-series-unknown--87eaca57,DaWanda,https://www.crunchbase.com/organization/dawanda,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",5000000,USD,5000000,2015-01-28,,,,,Yes,"DaWanda is an online marketplace that trades handmade products from professional artisans, artists, designers, and individuals.","Art, Handmade, Web Hosting",,http://en.dawanda.com,,10192566,USD,10192566,,4,"Global Founders Capital, Insight Partners, RTP Global","Global Founders Capital, Insight Partners, Kersiwood, Royal Enfield, RTP Global",5,,"220,831"
Seed Round - Stagelink,https://www.crunchbase.com/funding_round/stagelink-seed--fb8a9748,Stagelink,https://www.crunchbase.com/organization/stagelink,Seed,"Berlin, Berlin, Germany, Europe",120172,USD,120172,2015-06-15,Seed,,,,Yes,Stagelink is a digital advertising and marketing company.,"Advertising, Digital Marketing, Marketing Automation, Social Media Advertising, Social Media Marketing",,https://stagelink.com,$1M to $10M,120172,USD,120172,Seed,4,Techstars,"Sushi Venture Partners, Techstars",2,,"223,509"
Series B - Smava,https://www.crunchbase.com/funding_round/smava-series-b--7a994205,Smava,https://www.crunchbase.com/organization/smava,Series B,"Berlin, Berlin, Germany, Europe",16000000,USD,16000000,2015-04-20,Early Stage Venture,,,,Yes,Smava is an online loan comparison platform that offers cheaper loan options to consumers.,"Finance, Financial Services",,http://www.smava.de,$100M to $500M,188684686,USD,188684686,Late Stage Venture,7,Phenomen,"Banca Sella Holding, Earlybird Venture Capital, Neuhaus Partners, Phenomen",4,3,"226,089"
Seed Round - Esports Business Solution,https://www.crunchbase.com/funding_round/esports-business-solutions-ug-seed--e71f2ca5,Esports Business Solution,https://www.crunchbase.com/organization/esports-business-solutions-ug,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-04-17,Seed,,,,Yes,"Esports Business Solutions is an esports media and technology startup based in Berlin, Germany.","Database, eSports, Media and Entertainment, News, Online Portals",,http://www.esportsobserver.com,,,,,M&A,2,BITKRAFT Ventures,BITKRAFT Ventures,1,,"227,266"
Seed Round - M2MGO,https://www.crunchbase.com/funding_round/m2mgo-seed--644ea859,M2MGO,https://www.crunchbase.com/organization/m2mgo,Seed,"Berlin, Berlin, Germany, Europe",225000,EUR,255055,2015-06-17,Seed,950000,EUR,1076898,Yes,"M2MGO specializes in the fields of industrial automation, infrastructure, and the internet of things.","Industrial Automation, Infrastructure, Internet of Things",,https://www.m2mgo.com/,$1M to $10M,225000,EUR,255055,Seed,1,,Hubraum,1,,"227,817"
Seed Round - Netzshopping,https://www.crunchbase.com/funding_round/netzshopping-seed--b29d8e86,Netzshopping,https://www.crunchbase.com/organization/netzshopping,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-06-01,Seed,,,,Yes,Netzshopping is a virtual shopping mall where visitors can find a huge selection of many fashion furniture and lifestyle online shops. ,"E-Commerce, Fashion, Internet, Lifestyle",,http://www.netzshopping.de/,,,,,Seed,1,Tiburon,Tiburon,1,,"229,378"
Seed Round - Lehrerkolleg,https://www.crunchbase.com/funding_round/lehrerkolleg-538f-seed--033fe1d1,Lehrerkolleg,https://www.crunchbase.com/organization/lehrerkolleg-538f,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-01-01,Seed,,,,Yes,Lehrerkolleg is a platform for dedicated teachers that want to improve their teaching methods.,"Education, Training",,http://www.lehrerkolleg.de/,,,,,Seed,1,,Richmond View Ventures,1,,"230,954"
Non Equity Assistance - JobUFO,https://www.crunchbase.com/funding_round/jobufo-non-equity-assistance--46f3f265,JobUFO,https://www.crunchbase.com/organization/jobufo,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2015-02-01,,,,,No,JobUFO is a recruiting company that simplifies application process and optimizes communication between applicant and employer.,"Apps, Recruiting, SaaS, Software",,https://www.jobufo.com/,$1M to $10M,2000000,EUR,2315335,Seed,4,SpinLab - The HHL Accelerator,SpinLab - The HHL Accelerator,1,,"234,980"
Series B - Myelo Therapeutics,https://www.crunchbase.com/funding_round/myelo-therapeutics-series-b--5d9d7ff0,Myelo Therapeutics,https://www.crunchbase.com/organization/myelo-therapeutics,Series B,"Berlin, Berlin, Germany, Europe",,,,2015-12-15,Early Stage Venture,,,,Yes,Myelo Therapeutics develops innovative treatments in areas of high unmet medical needs.,"Health Care, Information Technology",,http://www.myelotherapeutics.com/,$1B to $10B,17000000,EUR,17421531,Early Stage Venture,3,IBB Ventures,IBB Ventures,1,,"235,082"
Seed Round - Deutsche Fensterbau,https://www.crunchbase.com/funding_round/ventoro-seed--4367a02c,Deutsche Fensterbau,https://www.crunchbase.com/organization/ventoro,Seed,"Berlin, Berlin, Germany, Europe",245000,EUR,277737,2015-02-02,Seed,,,,Yes,Deutsche Fensterbau is a provider of window and door installation services.,,,https://www.deutsche-fensterbau.de/,$1M to $10M,245000,EUR,277737,Seed,2,,Lakeside Invest & Consult,1,,"236,182"
Seed Round - TapeRecorder,https://www.crunchbase.com/funding_round/taperecorder-seed--73e74d98,TapeRecorder,https://www.crunchbase.com/organization/taperecorder,Seed,"Berlin, Berlin, Germany, Europe",50000,EUR,54367,2015-04-24,Seed,,,,Yes,TapeRecorder is the missing link between your users and your analytics.,"Analytics, Apps",,https://taperecorder.io,,50000,EUR,54367,Seed,1,,LAUNCHub Ventures,1,,"240,215"
Seed Round - virtualQ,https://www.crunchbase.com/funding_round/virtualq-2-seed--fdf63d18,virtualQ,https://www.crunchbase.com/organization/virtualq-2,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-10-13,Seed,,,,Yes,virtualQ eliminates waiting times in call centers and removes the conflict between excellent service and low costs.,"Apps, Business Information Systems, Call Center, Cloud Management, Internet, Mobile, Software, Virtual Assistant",,http://virtualq.io/en/,$1M to $10M,,,,Early Stage Venture,2,,HTGF | High-Tech Gruenderfonds,1,,"240,928"
Series D - Adjust,https://www.crunchbase.com/funding_round/adjust-bi-series-d--b2d701b1,Adjust,https://www.crunchbase.com/organization/adjust-bi,Series D,"Berlin, Berlin, Germany, Europe",15000000,EUR,17010525,2015-10-21,Late Stage Venture,,,,Yes,"Adjust, an AppLovin (NASDAQ: APP) company, is trusted by marketers around the world to measure and grow their apps across platforms.","Analytics, App Marketing, Apps, Marketing Automation, Mobile Advertising, Software",,https://www.adjust.com/,$100M to $500M,255910525,USD,255910525,M&A,6,Highland Europe,Highland Europe,1,2,"241,775"
Seed Round - Holoplot,https://www.crunchbase.com/funding_round/holoplot-seed--1f5cd889,Holoplot,https://www.crunchbase.com/organization/holoplot,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-09-18,Seed,,,,Yes,Holoplot is a revolutionising audio technology by breaking boundaries.,"Audio, Electronics, Information Technology, Manufacturing, Software",,http://www.holoplot.com/,$10M to $50M,,,,M&A,1,,,,,"243,541"
Series C - Pflegebox,https://www.crunchbase.com/funding_round/pflegebox-series-c--06119e0b,Pflegebox,https://www.crunchbase.com/organization/pflegebox,Series C,"Berlin, Berlin, Germany, Europe",,,,2015-02-05,Late Stage Venture,,,,Yes,The PflegeBox is Germany's leading full service for home care with nursing auxiliaries.,"E-Commerce, Health Care, Nursing and Residential Care, Retail, Wellness",,https://pflegebox.de,Less than $1M,,,,Late Stage Venture,3,Yabeo,"IBB Ventures, K - Invest, Yabeo",3,,"244,699"
Seed Round - viasto,https://www.crunchbase.com/funding_round/viasto-seed--78dfcbc3,viasto,https://www.crunchbase.com/organization/viasto,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-09-25,Seed,,,,Yes,Viasto provides video interviewing software that helps recruiters & hiring managers to interview candidates in a competency-based process.,"Human Resources, Recruiting, Software",,http://www.viasto.com/en,$1M to $10M,,,,,2,,"HR Ventures, IBB Ventures",2,1,"245,266"
Angel Round - Civocracy,https://www.crunchbase.com/funding_round/civocracy-angel--4c8f06b7,Civocracy,https://www.crunchbase.com/organization/civocracy,Angel,"Berlin, Berlin, Germany, Europe",,,,2015-07-11,Seed,,,,Yes,"Civocracy offers a subscription-based solution to local governments, companies, and organizations.","CivicTech, Communities, Government, GovTech, Information Technology, Politics",,http://www.civocracy.com,,,,,Seed,5,,,,,"247,582"
Venture Round - Hoard,https://www.crunchbase.com/funding_round/hoard-d937-series-unknown--3adc8943,Hoard,https://www.crunchbase.com/organization/hoard-d937,Venture - Series Unknown,"Berlin, Berlin, Germany, Europe",,,,2015-01-01,,,,,Yes,Hoard provides check in guests remotely by depositing your keys in trusted local stores:,"Delivery Service, Logistics, Mobile Apps, Transportation",,https://www.hoardspot.com/,Less than $1M,145000,USD,145000,M&A,5,,Hardware.co,1,,"248,731"
Seed Round - Storeness,https://www.crunchbase.com/funding_round/storeness-seed--29804aaf,Storeness,https://www.crunchbase.com/organization/storeness,Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,27386,2015-08-03,Seed,500000,EUR,547711,Yes,Artificial Intelligence Applied To Business Problems,"Artificial Intelligence (AI), Machine Learning",,http://storeness.de,,25000,EUR,27386,Seed,1,,Axel Springer Plug and Play Accelerator,1,,"252,265"
Non Equity Assistance - Pay with a Tweet,https://www.crunchbase.com/funding_round/pay-with-a-tweet-2-non-equity-assistance--aa91baa2,Pay with a Tweet,https://www.crunchbase.com/organization/pay-with-a-tweet-2,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2015-03-01,,,,,No,Pay with a Tweet is a software solution that allows users to provide digital content on websites for the price of a social media share.,"Advertising, Marketing, Sales Automation, Social Media Marketing, Social Network, Software",,https://www.paywithatweet.com,$1M to $10M,,,,,1,,VentureOut,1,,"252,832"
Seed Round - fairr.de,https://www.crunchbase.com/funding_round/fairr-de-seed--6e34e15f,fairr.de,https://www.crunchbase.com/organization/fairr-de,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-10-05,Seed,,,,Yes,fairr.de is the leading start-up in the field of pension schemes.,"Employment, Recruiting, Service Industry",,http://www.fairr.de,$1M to $10M,,,,M&A,2,,ProSiebenSat.1 Accelerator,1,,"253,779"
Pre Seed Round - Nuri,https://www.crunchbase.com/funding_round/nuribanking-pre-seed--ab4a94a4,Nuri,https://www.crunchbase.com/organization/nuribanking,Pre-Seed,"Berlin, Berlin, Germany, Europe",25000,EUR,27545,2015-10-23,Seed,,,,Yes,Nuri empowers people to manage and grow their wealth through innovative technologies.,"Banking, Bitcoin, Blockchain, Cryptocurrency, Financial Services, FinTech",,https://nuri.com/,$10M to $50M,42296429,EUR,49174004,,10,"Benjamin Jones, Jan Goslicki, Jorg von Minckwitz","Benjamin Jones, Jan Goslicki, Jorg von Minckwitz",3,,"452,887"
Angel Round - Micropsi Industries,https://www.crunchbase.com/funding_round/micropsi-industries-angel--ba26c8fb,Micropsi Industries,https://www.crunchbase.com/organization/micropsi-industries,Angel,"Berlin, Berlin, Germany, Europe",250000,EUR,301150,2015-01-01,Seed,,,,Yes,Micropsi Industries provides high-end machine learning solutions for robotics and process control.,"Artificial Intelligence (AI), Industrial Manufacturing, Machine Learning, Robotics",,http://www.micropsi-industries.com/,Less than $1M,39518075,USD,39518075,Early Stage Venture,7,,"Christian Reitberger, Johannes von Borries, Reiner Mauch",3,,"452,963"
Convertible Note - Caspian Robotics,https://www.crunchbase.com/funding_round/caspian-convertible-note--e0a9785f,Caspian Robotics,https://www.crunchbase.com/organization/caspian,Convertible Note,"Berlin, Berlin, Germany, Europe",,,,2015-03-01,,,,,No,Caspian Robotics is a company that develops technological platforms targeted at the Commercial & Civil UAV (Unmanned Aerial Vehicle) market.,"Public Safety, Robotics",,http://caspian.io/,$100M to $500M,,,,,2,,,,,"254,295"
Seed Round - Implisense,https://www.crunchbase.com/funding_round/implisense-seed--59f8251b,Implisense,https://www.crunchbase.com/organization/implisense,Seed,"Berlin, Berlin, Germany, Europe",500000,USD,500000,2015-02-02,Seed,,,,Yes,3rd party data about companies,"Analytics, SaaS, Software",,http://www.implisense.com,Less than $1M,612029,USD,612029,Seed,2,,HTGF | High-Tech Gruenderfonds,1,,"254,890"
Seed Round - keydock,https://www.crunchbase.com/funding_round/keydock-seed--c6075a4d,keydock,https://www.crunchbase.com/organization/keydock,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-01-01,Seed,,,,Yes,With Keydock check-in your guests from anywhere. Drop off your keys in your local café and manage check-ins with your smartphone.,"Hospitality, Internet",,http://www.mykeydock.com,Less than $1M,,,,Seed,1,,Hardware.co,1,,"461,649"
Non Equity Assistance - World Around Me,https://www.crunchbase.com/funding_round/world-around-me-non-equity-assistance--b02b372b,World Around Me,https://www.crunchbase.com/organization/world-around-me,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2015-10-30,,,,,No,World Around Me is a local discovery app to help searching local places & services - on the phone camera with augmented reality - anywhere.,"Apps, Augmented Reality, Location Based Services, Search Engine, Travel",,https://worldaroundmeapp.com/,Less than $1M,,,,,1,,MassChallenge,1,,"259,138"
Seed Round - Abroadwith,https://www.crunchbase.com/funding_round/abroadwith-seed--5f382bc0,Abroadwith,https://www.crunchbase.com/organization/abroadwith,Seed,"Berlin, Berlin, Germany, Europe",150000,EUR,164863,2015-08-01,Seed,,,,Yes,Abroadwith is an open community marketplace for people to learn languages immersing in other cultures.,"Communities, Education, Internet, Language Learning",,http://www.abroadwith.com,Less than $1M,150000,EUR,164863,Seed,1,,,,,"259,995"
Seed Round - RideLink,https://www.crunchbase.com/funding_round/ridelink-seed--a10753be,RideLink,https://www.crunchbase.com/organization/ridelink,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-01-02,Seed,,,,Yes,RideLink a P2P Car Rental platform actively operating in UK and Spain.,"Apps, Car Sharing, Marketplace, Mobile Apps, Peer to Peer",,https://ridelink.com,$1M to $10M,1101263,GBP,1354594,,2,,,,,"495,122"
Seed Round - MYCS,https://www.crunchbase.com/funding_round/mycs-seed--2361fb48,MYCS,https://www.crunchbase.com/organization/mycs,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-01-01,Seed,,,,Yes,MYCS is a furniture brand that makes customization the new normal.,"E-Commerce, Furniture, Retail Technology",,https://de.mycs.com,$10M to $50M,20000000,EUR,22157227,M&A,3,Saarbruecker 21,Saarbruecker 21,1,,"263,411"
Non Equity Assistance - BuddyGuard,https://www.crunchbase.com/funding_round/buddyguard-non-equity-assistance--9478a37a,BuddyGuard,https://www.crunchbase.com/organization/buddyguard,Non-equity Assistance,"Berlin, Berlin, Germany, Europe",,,,2015-12-18,,,,,No,BuddyGuard offers a home security system and enables its users to control its system through a single device.,"Consumer Electronics, Electronics, Security",,http://www.buddyguard.io,$1M to $10M,5001968,USD,5001968,,3,,Microsoft Accelerator Berlin,1,,"265,130"
Seed Round - Boréal Bikes Incorporated,https://www.crunchbase.com/funding_round/boréal-bikes-incorporated-seed--be79575b,Boréal Bikes Incorporated,https://www.crunchbase.com/organization/boréal-bikes-incorporated,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-02-26,Seed,,,,Yes,"Boréal Bikes Incorporated designs and manufactures connected bike tech such as the smrtGRiPS, the World's First Connected Bike Grips.","Automotive, Manufacturing",,http://www.borealbikes.com,$1M to $10M,,,,Seed,1,,,,,"267,770"
Seed Round - Bjooli,https://www.crunchbase.com/funding_round/bjooli-seed--1aa02a66,Bjooli,https://www.crunchbase.com/organization/bjooli,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-11-12,Seed,,,,Yes,Bjooli is a Online-Marktplatz für klassische Fahrzeugteile,"Automotive, E-Commerce, Marketplace, Online Portals",,http://www.bjooli.com/,,,,,Seed,1,,HTGF | High-Tech Gruenderfonds,1,,"525,247"
Seed Round - eHealth MediDate,https://www.crunchbase.com/funding_round/e-health-medidate-seed--1155b99a,eHealth MediDate,https://www.crunchbase.com/organization/e-health-medidate,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-01-01,Seed,,,,Yes,MediDate provides patients with high-quality medical treatments using existing infrastructure more efficiently,"Health Care, Lifestyle",,https://medidate.de,$1M to $10M,,,,Early Stage Venture,3,,,,,"268,154"
Series A - Montredo,https://www.crunchbase.com/funding_round/montredo-series-a--191abd54,Montredo,https://www.crunchbase.com/organization/montredo,Series A,"Berlin, Berlin, Germany, Europe",2500000,EUR,2825571,2015-09-01,Early Stage Venture,,,,Yes,Montredo is a trusted online retailer for luxury watches based in the vibrant start-up scene of Berlin Mitte.,"E-Commerce, Fashion, Retail",,http://www.montredo.com,$1M to $10M,2500000,EUR,2825571,Early Stage Venture,2,TA Capital,"Dr. Cornelius Boersch, Rheingau Founders, TA Capital",3,1,"268,199"
Series B - Labforward,https://www.crunchbase.com/funding_round/labforward-series-b--53c00666,Labforward,https://www.crunchbase.com/organization/labforward,Series B,"Berlin, Berlin, Germany, Europe",7425000,EUR,8391945,2015-09-01,Early Stage Venture,,,,Yes,Labforward supports laboratory teams on their quest for groundbreaking discoveries and delivering innovative high-quality products.,"Biotechnology, Enterprise Software, Information Services, Information Technology, Life Science, Software",,https://www.labforward.io,,15425000,EUR,18106267,Early Stage Venture,4,Charité Biomedical Fund,"Charité Biomedical Fund, IBB Ventures, Jan Bohl, Redstone.VC, Vogel Ventures, Wolfgang Vahrson",6,1,"525,525"
Seed Round - Uberchord,https://www.crunchbase.com/funding_round/uberchord-engineering-seed--e256957e,Uberchord,https://www.crunchbase.com/organization/uberchord-engineering,Seed,"Berlin, Berlin, Germany, Europe",250000,USD,250000,2015-12-01,Seed,,,,Yes,Uberchord creates mobile applications to learn how to play a musical instrument.,"Mobile Apps, Music, Software",,http://uberchord.com,$1M to $10M,2570426,USD,2570426,Seed,5,,"3wVentures, Holger Jung, Yat Siu",3,,"526,207"
Series A - HomeToGo,https://www.crunchbase.com/funding_round/hometogo-series-a--27cc0468,HomeToGo,https://www.crunchbase.com/organization/hometogo,Series A,"Berlin, Berlin, Germany, Europe",6000000,EUR,6652718,2015-07-02,Early Stage Venture,,,,Yes,HomeToGo is a marketplace with the world's largest selection of vacation rentals,"Marketplace, Travel, Vacation Rental",,https://www.hometogo.com/,$100M to $500M,176652718,USD,176652718,IPO,6,"Acton Capital, DN Capital","Acton Capital, DN Capital",2,3,"270,726"
Seed Round - 99chairs,https://www.crunchbase.com/funding_round/99chairs-seed--667fcc2d,99chairs,https://www.crunchbase.com/organization/99chairs,Seed,"Berlin, Berlin, Germany, Europe",,,,2015-02-25,Seed,,,,Yes,99chairs offers online interior design solutions for future workspaces.,"E-Commerce, E-Commerce Platforms, Interior Design, Internet",,http://www.99chairs.com/,$1M to $10M,4280000,EUR,4887717,M&A,5,,HTGF | High-Tech Gruenderfonds,1,,"526,851"
Seed Round - 8fit,https://www.crunchbase.com/funding_round/8fit-seed--e6c86dc8,8fit,https://www.crunchbase.com/organization/8fit,Seed,"Berlin, Berlin, Germany, Europe",2500000,USD,2500000,2015-08-31,Seed,,,,Yes,8fit is a app that helps to build healthy habits for life with simple solutions.,"Apps, Fitness, Health Care, Mobile Apps",,http://8fit.com,$1M to $10M,9843359,USD,9843359,M&A,6,,"Arthur Kosten, Carles Puyol Saforcada, Elies Campo, Mark Evans, VitaminaK",5,,"272,940"
