Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Pre Seed Round - Cleanz Technologies,https://www.crunchbase.com/funding_round/cleanz-technologies-pre-seed--544b6793,Cleanz Technologies,https://www.crunchbase.com/organization/cleanz-technologies,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-12-28,Seed,,,,Yes,Cleanz Technologies is developing the world's first shoe cleaning technology that makes shoe cleaning automated and scalable.,"Industrial Manufacturing, Machinery Manufacturing, Manufacturing",,https://www.cleanz.tech/,,,,,Seed,1,Neuhauss Capital UG,1,,Neuhauss Capital UG,"177,852"
Pre Seed Round - Colonia,https://www.crunchbase.com/funding_round/colonia-pre-seed--75848ac3,Colonia,https://www.crunchbase.com/organization/colonia,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-12-02,Seed,,,,Yes,Colonia is a logistics company that brings all global trucks and trailers into one shared fleet.,Logistics,,https://www.colonia.tech,,6000000,EUR,6545852,Seed,2,Atlantic Labs,2,,"Atlantic Labs, Hoyer","70,422"
Pre Seed Round - DeepSkill,https://www.crunchbase.com/funding_round/deep-skill-pre-seed--9d9576dd,DeepSkill,https://www.crunchbase.com/organization/deep-skill,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-07-07,Seed,,,,Yes,DeepSkill is a digital platform for holistic personnel development.,"E-Learning, Personal Development, Training",,https://deepskill.com/,Less than $1M,1500000,EUR,1631094,Seed,3,HTGF | High-Tech Gruenderfonds,5,2,"Anna Kaiser, Excubate Corporate Startups, HTGF | High-Tech Gruenderfonds, Ina Schlie, Kienbaum Consultants International","666,296"
Post-IPO Secondary - Deutsche Lufthansa,https://www.crunchbase.com/funding_round/deutsche-lufthansa-ag-post-ipo-secondary--df699c47,Deutsche Lufthansa,https://www.crunchbase.com/organization/deutsche-lufthansa-ag,Post-IPO Secondary,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-09-14,,,,,No,Lufthansa Group operates passenger airlines and aviation services globally.,"Aerospace, Logistics, Transportation",,https://www.lufthansagroup.com,$10B+,,,,IPO,3,klaus michael kuehne,1,,klaus michael kuehne,"298,544"
Post-IPO Equity - Deutsche Lufthansa,https://www.crunchbase.com/funding_round/deutsche-lufthansa-ag-post-ipo-equity--bab010c6,Deutsche Lufthansa,https://www.crunchbase.com/organization/deutsche-lufthansa-ag,Post-IPO Equity,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-07-07,,,,,Yes,Lufthansa Group operates passenger airlines and aviation services globally.,"Aerospace, Logistics, Transportation",,https://www.lufthansagroup.com,$10B+,,,,IPO,3,klaus michael kuehne,1,,klaus michael kuehne,"580,383"
Post-IPO Equity - Deutsche Lufthansa,https://www.crunchbase.com/funding_round/deutsche-lufthansa-ag-post-ipo-equity--6aa93506,Deutsche Lufthansa,https://www.crunchbase.com/organization/deutsche-lufthansa-ag,Post-IPO Equity,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-04-08,,,,,Yes,Lufthansa Group operates passenger airlines and aviation services globally.,"Aerospace, Logistics, Transportation",,https://www.lufthansagroup.com,$10B+,,,,IPO,3,klaus michael kuehne,1,,klaus michael kuehne,"641,283"
Pre Seed Round - Dr. Vivien Karl,https://www.crunchbase.com/funding_round/dr-vivien-karl-pre-seed--f17f43ee,Dr. Vivien Karl,https://www.crunchbase.com/organization/dr-vivien-karl,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-18,Seed,,,,Yes,Dr. Vivien Karl is a beauty cream manufacturing company that produces Intimpflege products.,"Health Care, Personal Health, Wellness, Women's",,https://vivienkarl.com,$1M to $10M,1717400,USD,1717400,Seed,4,,7,1,"Anne Lemcke, better ventures, Dörte Kaschdailis, Ignore Gravity, Pedro Gonçalves, Silvia Erika Sommer, Stefan Lemcke","664,275"
Pre Seed Round - Drop Friends,https://www.crunchbase.com/funding_round/drop-friends-pre-seed--0f337bf4,Drop Friends,https://www.crunchbase.com/organization/drop-friends,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-07-07,Seed,,,,Yes,Drop Friends is a platform for parcel shipments.,"Information Technology, Packaging Services",,https://www.dropfriends.com/,Less than $1M,,,,Seed,1,,6,,"Daniel Matuschewsky, Daniel Senft, Henry Flack, Markus Richter, NRW.BANK, Randolf Schürmann","130,811"
Venture Round - EINHUNDERT Energy,https://www.crunchbase.com/funding_round/einhundert-energy-series-unknown--b4d7eb91,EINHUNDERT Energy,https://www.crunchbase.com/organization/einhundert-energy,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-16,,,,,Yes,EINHUNDERT Energy develops smart services around green and digital energy supply for tenants.,"Billing, Energy, Energy Efficiency, Energy Management, GreenTech, Renewable Energy, Solar",,https://einhundert.de/,$1M to $10M,6500000,EUR,7380945,,3,,1,,Triodos Bank,"106,078"
Series A - EINHUNDERT Energy,https://www.crunchbase.com/funding_round/einhundert-energy-series-a--cef1fc91,EINHUNDERT Energy,https://www.crunchbase.com/organization/einhundert-energy,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",6500000,EUR,7380945,2022-02-15,Early Stage Venture,,,,Yes,EINHUNDERT Energy develops smart services around green and digital energy supply for tenants.,"Billing, Energy, Energy Efficiency, Energy Management, GreenTech, Renewable Energy, Solar",,https://einhundert.de/,$1M to $10M,6500000,EUR,7380945,,3,,6,,"Clima Now, EWE, kopa ventures, Minol Messtechnik, NRW.BANK, Übermorgen Ventures","655,367"
Seed Round - Evy Solutions,https://www.crunchbase.com/funding_round/evy-solutions-seed--55468cbf,Evy Solutions,https://www.crunchbase.com/organization/evy-solutions,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1600000,EUR,1684929,2022-06-21,Seed,,,,Yes,Evy Solutions is an artificial intelligence-based document processing and process automation platform.,"Cloud Computing, Document Management, Information Technology, Management Consulting, Software",,https://evy-solutions.de/,$1M to $10M,1600000,EUR,1684929,Seed,1,,,,,"59,942"
Seed Round - Fimo Health,https://www.crunchbase.com/funding_round/fimo-health-seed--20e96596,Fimo Health,https://www.crunchbase.com/organization/fimo-health,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-08,Seed,,,,Yes,We build the leading ecosystem for patients suffering from fatigue in chronic diseases.,"Health Care, Medical, Medical Device",,https://fimohealth.com,Less than $1M,,,,Seed,1,"Barmenia Next Strategies, LUMO labs",4,1,"Barmenia Next Strategies, LUMO labs, NRW.BANK, Rockstart","173,364"
Seed Round - Firstwire,https://www.crunchbase.com/funding_round/firstwire-seed--c6cc9cdf,Firstwire,https://www.crunchbase.com/organization/firstwire,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-01-01,Seed,,,,Yes,Firstwire is a web-based marketplace for capital market professionals.,"Finance, Information Technology, Marketing, Marketplace",,https://firstwire.market/,$1M to $10M,,,,Early Stage Venture,2,,1,,Schürfeld Group,"158,062"
Series A - Firstwire,https://www.crunchbase.com/funding_round/firstwire-series-a--5f45aad9,Firstwire,https://www.crunchbase.com/organization/firstwire,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-04-01,Early Stage Venture,,,,Yes,Firstwire is a web-based marketplace for capital market professionals.,"Finance, Information Technology, Marketing, Marketplace",,https://firstwire.market/,$1M to $10M,,,,Early Stage Venture,2,,1,,Lakeside Invest & Consult,"544,093"
Seed Round - foodforecast,https://www.crunchbase.com/funding_round/foodforecast-seed--f4c33417,foodforecast,https://www.crunchbase.com/organization/foodforecast,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",500000,EUR,528242,2022-06-22,Seed,,,,Yes,IT Software using Artificial Intelligence,"Artificial Intelligence (AI), Bakery, Food and Beverage, Machine Learning, Restaurants, Software",,https://foodforecast.com,,3500000,EUR,3876453,Seed,2,,,,,"580,677"
Pre Seed Round - Geany,https://www.crunchbase.com/funding_round/geany-pre-seed--d98fcfac,Geany,https://www.crunchbase.com/organization/geany,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",190000,AUD,132123,2022-05-09,Seed,,,,Yes,Geany is a text editor using the GTK+ toolkit with basic features of an integrated development environment.,"Desktop Apps, Developer Tools, Project Management, Software",,https://www.geany.org,,190000,AUD,132123,Seed,1,Antler,1,,Antler,"106,120"
Angel Round - Guru Granola,https://www.crunchbase.com/funding_round/guru-granola-angel--fe3fef0f,Guru Granola,https://www.crunchbase.com/organization/guru-granola,Angel,"Cologne, Nordrhein-Westfalen, Germany, Europe",120000,EUR,120363,2022-09-19,Seed,480000,EUR,481450,Yes,"Guru Granola manufactures and retails nuts, seeds, fruits, and spices.","Food Processing, Nutrition, Snack Food",,https://guru-granola.com,,120000,EUR,120363,Seed,1,,1,,Nils Glagau,"57,382"
Seed Round - how.fm,https://www.crunchbase.com/funding_round/soundreply-seed--9cb65385,how.fm,https://www.crunchbase.com/organization/soundreply,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5366350,2022-05-26,Seed,,,,Yes,how.fm is a manual worker training and performance support platform,"Information Technology, Software",,http://www.how.fm,$1M to $10M,8166350,USD,8166350,Seed,2,Join Capital,8,3,"Andrej Henkler, Capnamic Ventures, Christopher North, François Nuyts, Join Capital, Kindred Capital, Leblon Capital, Michael Wax","52,455"
Series A - JUMiNGO,https://www.crunchbase.com/funding_round/jumingo-series-a--33d535d4,JUMiNGO,https://www.crunchbase.com/organization/jumingo,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-01,Early Stage Venture,,,,Yes,JUMiNGO is as digital carrier your best shipping partner for worldwide and express shipments.,"E-Commerce, E-Commerce Platforms, Logistics, Price Comparison, Shipping, Transportation",,https://www.jumingo.com,,1000000,EUR,1076250,Early Stage Venture,2,,5,2,"Arno Nonnen, Equivia Partners, neoteq ventures, Ryan Hood, Tim Schumacher","60,359"
Pre Seed Round - JUPUS,https://www.crunchbase.com/funding_round/jupus-by-iurtech-pre-seed--e93b5978,JUPUS,https://www.crunchbase.com/organization/jupus-by-iurtech,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-01-10,Seed,,,,Yes,JUPUS is the AI secretary for law firms,"Artificial Intelligence (AI), Legal Tech, SaaS",,https://www.jupus.de,,1850000,EUR,2007415,Seed,3,,,,,"214,047"
Seed Round - Kraftling,https://www.crunchbase.com/funding_round/kraftling-seed--f2faeb61,Kraftling,https://www.crunchbase.com/organization/kraftling,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1800000,EUR,1947894,2022-04-14,Seed,,,,Yes,Kraftling engages in the production and supply of ready-to-consume snacks and drinks.,"Food and Beverage, Food Processing, Manufacturing, Snack Food",,https://kraftlinge.com/,Less than $1M,1800000,EUR,1947894,Seed,1,,1,,G-FUND,"129,441"
Pre Seed Round - krowdz,https://www.crunchbase.com/funding_round/krowdz-pre-seed--d2aa2d45,krowdz,https://www.crunchbase.com/organization/krowdz,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",100000,USD,100000,2022-11-03,Seed,,,,Yes,"Sony Music backed, Krowdz is a fan engagement platform ultimately owned by music artists and their fan communities (fan clubs 3.0).","Blockchain, Cryptocurrency, Music",,https://krowdz.io,,100000,USD,100000,Seed,1,,1,,Outlier Ventures,"11,089"
Seed Round - LIVID,https://www.crunchbase.com/funding_round/livid-dacf-seed--4dfc3ab5,LIVID,https://www.crunchbase.com/organization/livid-dacf,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,EUR,,2022-09-01,Seed,10800000,EUR,10747948,Yes,"LIVID is an immersive, digital platform, where retailers, customers and products interact without boundaries.","E-Commerce, Marketing, Retail, Sales, Software",,https://livid.digital/,,,EUR,,Seed,1,,,,,"122,399"
Seed Round - MINDZEIT®,https://www.crunchbase.com/funding_round/mindzeit-seed--7c0b44e0,MINDZEIT®,https://www.crunchbase.com/organization/mindzeit,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-01,Seed,,,,Yes,MINDZEIT is an intelligent coaching system based on mindfulness and meditation.,"Apps, Fitness, InsurTech, Wellness","Women Founded, Women Led",https://mindzeit.app/,Less than $1M,60000,EUR,69567,Seed,5,,1,,Federal Ministry for Economic Affairs and Energy (BMWi),"192,581"
Pre Seed Round - mogenius,https://www.crunchbase.com/funding_round/mogenius-pre-seed--bdd66e96,mogenius,https://www.crunchbase.com/organization/mogenius,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-08-25,Seed,,,,Yes,mogenius is a Kubernetes Operations Platform that helps teams to deploy and manage applications on Kubernetes easily.,"Cloud Computing, DevOps, Enterprise, Internet, SaaS, Software",,https://mogenius.com,$1M to $10M,2500000,EUR,2725093,Seed,2,STS Ventures,3,2,"Inovexus, Smart Infrastructure Ventures ('SIVentures'), STS Ventures","494,561"
Seed Round - Naughty Nuts,https://www.crunchbase.com/funding_round/naughty-nuts-seed--3b859ba9,Naughty Nuts,https://www.crunchbase.com/organization/naughty-nuts,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-01-20,Seed,,,,Yes,"Naughty Nuts is a nut butter manufacturing company that provides nut butter tasting packs, and peanut butter salted caramel.","Food and Beverage, Food Processing, Snack Food",,https://www.naughtynuts.de/,$1M to $10M,,,,M&A,2,,6,,"Bela Seebach, Bitburger Ventures, Döhler Ventures, FoodLabs, Ole Strohschnieder, Philip Kahnis","324,749"
Pre Seed Round - Ningaloo Biosystems,https://www.crunchbase.com/funding_round/ningaloo-biosystems-pre-seed--f73552d0,Ningaloo Biosystems,https://www.crunchbase.com/organization/ningaloo-biosystems,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2022-06-06,Seed,,,,Yes,Ningaloo Biosystems is a synthetic biology startup.,"Biopharma, Biotechnology, Manufacturing",,https://ningaloo.bio,Less than $1M,,,,Seed,1,,,,,"165,548"
Seed Round - niostem,https://www.crunchbase.com/funding_round/mane-biotech-seed--a66a8ae7,niostem,https://www.crunchbase.com/organization/mane-biotech,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1700000,EUR,1925846,2022-01-18,Seed,,,,Yes,Unlocking the body's regenerative potential to grow hair,"B2C, Consumer, Consumer Software, Hardware, Intelligent Systems, Life Science",,https://www.niostem.com/,$1M to $10M,1790000,EUR,2025012,Seed,2,Brightlands Venture Partners,1,,Brightlands Venture Partners,"104,229"
Post-IPO Equity - Notte Group,https://www.crunchbase.com/funding_round/notte-group-post-ipo-equity--0b8f975e,Notte Group,https://www.crunchbase.com/organization/notte-group,Post-IPO Equity,"Cologne, Nordrhein-Westfalen, Germany, Europe",6000000,EUR,6824370,2022-01-01,,6500000,EUR,7393068,Yes,Notte Group is a family-owned investment management company.,,,,,8869543,USD,8869543,,2,Sagar Ratilal Bavarva,1,,Sagar Ratilal Bavarva,"285,277"
Seed Round - ONIQ,https://www.crunchbase.com/funding_round/oniq-seed--02045597,ONIQ,https://www.crunchbase.com/organization/oniq,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",3500000,EUR,3563291,2022-07-20,Seed,,,,Yes,Enabling next level productivity gains through digital lean manufacturing and end-to-end process transparency.,"Application Performance Management, Manufacturing, Predictive Analytics, SaaS, Software, Supply Chain Management",,https://www.oniq.com/,,3925000,EUR,4062413,Seed,2,TechVision Fund,2,1,"coparion, TechVision Fund","356,466"
Pre Seed Round - Ordio,https://www.crunchbase.com/funding_round/ordio-pre-seed--0fc24470,Ordio,https://www.crunchbase.com/organization/ordio,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1017755,2022-08-17,Seed,,,,Yes,Deskless Workforce Management,"Apps, Food and Beverage, Information Technology, Marketing, Mobile Apps, Restaurants, Software, Supply Chain Management",,https://www.ordio.com,,3900000,EUR,4158367,Seed,2,,8,,"Alexander Luik, allygatr, Elmar Broscheit, Fabian Deventer, Käfer Capital, Nicolas Gabrysch, Nils Wilde, Tiny VC","30,504"
Pre Seed Round - Planted Green,https://www.crunchbase.com/funding_round/planted-green-pre-seed--2ffe800e,Planted Green,https://www.crunchbase.com/organization/planted-green,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1056484,2022-06-22,Seed,,,,Yes,"Our AI software offers full ESG management, from materiality analysis and carbon footprint to CSRD reports and biodiversity protection.","Organic, Renewable Energy, Sustainability",,https://www.planted.green/,$1M to $10M,1000000,EUR,1056484,Seed,2,neoteq ventures,8,1,"Friedrich A. Neuman, Jochen Berger, Johannes Sass, Julius Göllner, Lucas von Fürstenberg, neoteq ventures, Rivus Capital, Smart Infrastructure Ventures ('SIVentures')","328,431"
Seed Round - Prematch,https://www.crunchbase.com/funding_round/prematch-seed--7691a5e8,Prematch,https://www.crunchbase.com/organization/prematch,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",1700000,EUR,1777808,2022-06-15,Seed,,,,Yes,Prematch is building the #1 platform for grassroots football.,"Mobile, Natural Language Processing, Soccer",,https://www.prematchapp.de/?r=0,$1M to $10M,4100000,EUR,4420345,Seed,4,,8,,"Daniel Delonga, Felix Krause, Florian Fritsche, Hannes Winzer, Jörg Kattner, Marcus Erken, Ralf Reichert, Thorsten Wirth","287,092"
Seed Round - PROSION,https://www.crunchbase.com/funding_round/prosion-seed--9e6f2927,PROSION,https://www.crunchbase.com/organization/prosion,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-05-01,Seed,,,,Yes,PROSION Therapeutics is a pharmaceutical and drug discovery start-up company in the undruggable space.,"Medical, Pharmaceutical",,https://www.prosion.io,$1M to $10M,2461375,EUR,2952443,Seed,2,,1,,Freigeist Capital,"500,363"
Pre Seed Round - PyroCCS,https://www.crunchbase.com/funding_round/pyroccs-pre-seed--90c43e79,PyroCCS,https://www.crunchbase.com/organization/pyroccs,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1500000,USD,1500000,2022-12-01,Seed,,,,Yes,High-Quality Biochar Carbon Dioxide Removal in the Global South,"Environmental Consulting, Environmental Engineering, Industrial, Information Technology, Machinery Manufacturing, SaaS",,https://www.pyroccs.com,,1520000,USD,1520000,Seed,2,,,,,"94,153"
Series A - Sastrify,https://www.crunchbase.com/funding_round/sastrify-series-a--0a43a0a2,Sastrify,https://www.crunchbase.com/organization/sastrify,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",13000000,EUR,14893364,2022-01-13,Early Stage Venture,,,,Yes,Sastrify is a virtual SaaS service procurement software that improves SaaS operations management and SaaS spending.,"Procurement, SaaS, Software",,https://sastrify.com,$10M to $50M,55193364,USD,55193364,Early Stage Venture,6,FirstMark,5,4,"FirstMark, Gokul Rajaram, HV Capital, Jeff Titterton, TS Ventures","356,395"
Venture Round - shareDnC,https://www.crunchbase.com/funding_round/sharednc-series-unknown--87a365b2,shareDnC,https://www.crunchbase.com/organization/sharednc,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-05-18,,,,,Yes,shareDnC is an online platform for subletting unused office space and desk space.,Internet,,https://www.sharednc.com/,,,,,,3,,2,,"BitStone Capital, HRS","232,768"
Seed Round - SK Gaming,https://www.crunchbase.com/funding_round/sk-gaming-seed--bda4658f,SK Gaming,https://www.crunchbase.com/organization/sk-gaming,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-02-04,Seed,,,,Yes,"SK Gaming is an international multi-gaming organisation, gathering together top players of each gaming discipline and upcoming talent.",Internet,,http://www.sk-gaming.com,$10M to $50M,,,,M&A,1,,1,,Rewe Group,"266,337"
Series B - SoSafe,https://www.crunchbase.com/funding_round/sosafe-cyber-security-awareness-series-b--c7d5e0c6,SoSafe,https://www.crunchbase.com/organization/sosafe-cyber-security-awareness,Series B,"Köln, Nordrhein-Westfalen, Germany, Europe",73000000,USD,73000000,2022-01-13,Early Stage Venture,,,,Yes,SoSafe empowers organizations to scale agile awareness programs that build a security culture.,"Cyber Security, SaaS, Security",,https://sosafe-awareness.com/,$1M to $10M,73000000,USD,73000000,Early Stage Venture,3,Highland Europe,6,1,"Acton Capital, Carsten Thoma, Christian Henschel, Global Founders Capital, Highland Europe, La Famiglia","335,419"
Angel Round - straede,https://www.crunchbase.com/funding_round/straede-angel--a5d3dfd5,straede,https://www.crunchbase.com/organization/straede,Angel,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2022-03-23,Seed,,,,Yes,straede primarily focuses on cycling clothing.,"Cycling, E-Commerce, Fashion, Outdoors",,https://straede.cc/,Less than $1M,,,,Seed,1,,1,,Simon Staib,"87,094"
Series A - Sugartrends,https://www.crunchbase.com/funding_round/sugartrends-series-a--3205901a,Sugartrends,https://www.crunchbase.com/organization/sugartrends,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",250000,USD,250000,2022-09-10,Early Stage Venture,,,,Yes,Sugartrends is an online marketplace.,"E-Commerce, Fashion, Marketplace",,http://www.sugartrends.com,Less than $1M,4471554,USD,4471554,Early Stage Venture,9,,1,,Newchip Accelerator,"136,203"
Series A - Sunvigo,https://www.crunchbase.com/funding_round/sunvigo-series-a--ffc7cb1f,Sunvigo,https://www.crunchbase.com/organization/sunvigo,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",10000000,EUR,11420505,2022-02-08,Early Stage Venture,,,,Yes,Sunvigo provides you with cheap solar power from your roof and real green power from the grid.,"Renewable Energy, Solar",,https://www.sunvigo.de/,$100M to $500M,53000000,EUR,59106391,Early Stage Venture,7,"Eneco Ventures, Sparta Capital",5,1,"Ecosummit, Eneco Ventures, HTGF | High-Tech Gruenderfonds, Sparta Capital, Übermorgen Ventures","195,561"
