Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Venture Round - Formel D GmbH,https://www.crunchbase.com/funding_round/formel-d-gmbh-series-unknown--dddc0961,Formel D GmbH,https://www.crunchbase.com/organization/formel-d-gmbh,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",72000000,EUR,82607364,2017-07-17,,,,,Yes,Formel D is the global service provider of the automotive industry.,"Automotive, Manufacturing, Sales",,http://www.formeld.com,$100M to $500M,72000000,EUR,82607364,M&A,1,CITIC Capital Holdings,1,,CITIC Capital Holdings,"361,097"
Seed Round - GOKIXX,https://www.crunchbase.com/funding_round/gokixx-seed--bb193157,GOKIXX,https://www.crunchbase.com/organization/gokixx,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2017-02-01,Seed,,,,Yes,GOKIXX is an app for the best young footballers in Germany.,"Digital Entertainment, Education, Internet, Sports",,https://gokixx.de/,Less than $1M,,,,Seed,2,,,,,"623,659"
Seed Round - Golf Post,https://www.crunchbase.com/funding_round/golf-post-ag-seed--65306115,Golf Post,https://www.crunchbase.com/organization/golf-post-ag,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",200000,EUR,212067,2017-02-15,Seed,,,,Yes,Digital platform Golf Post AG: Online Magazine and Community,"Communities, Digital Media, Internet, News, Publishing, Social Network, Sporting Goods, Sports",,http://www.golfpost.de/,$1M to $10M,1400000,EUR,1538146,Seed,4,,1,1,Mehrdad Piroozram,"508,839"
Convertible Note - Hivemind Technologies,https://www.crunchbase.com/funding_round/hivemind-technologies-ag-convertible-note--67aefc5d,Hivemind Technologies,https://www.crunchbase.com/organization/hivemind-technologies-ag,Convertible Note,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2017-11-06,,,,,No,Machine-Learning enabled Data Analytics,"Analytics, Artificial Intelligence (AI), Information Technology, Location Based Services, Machine Learning, Software",,http://www.hivemindtechnologies.com/,$1M to $10M,,,,M&A,1,,1,,BA4V,"582,507"
Series A - Homelike,https://www.crunchbase.com/funding_round/homelike-series-a--080c207c,Homelike,https://www.crunchbase.com/organization/homelike,Series A,"Köln, Nordrhein-Westfalen, Germany, Europe",4000000,EUR,4756282,2017-08-30,Early Stage Venture,,,,Yes,Homelike is an online platform for temporary furnished apartment and serviced apartment rentals for businesses and corporate travelers.,"Furniture, Real Estate, Rental, Rental Property, Travel, Travel Accommodations",,https://www.thehomelike.com/,$10M to $50M,18756282,USD,18756282,M&A,3,Cherry Ventures,2,2,"Cherry Ventures, coparion","362,493"
Seed Round - Honestly,https://www.crunchbase.com/funding_round/honestly-seed--e31429e4,Honestly,https://www.crunchbase.com/organization/honestly,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2017-08-06,Seed,,,,Yes,Honestly is a fast growing company that specializes in employee engagement and customer experience.,"Cause Marketing, Customer Service, Online Portals, SaaS, Software",,https://www.honestly.com/,$1M to $10M,500000,EUR,668665,Seed,4,,1,,Matthias Hartmann,"483,262"
Series A - itravel,https://www.crunchbase.com/funding_round/itravel-series-a--92419432,itravel,https://www.crunchbase.com/organization/itravel,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",2600000,EUR,2830977,2017-05-03,Early Stage Venture,,,,Yes,itravel provides customized online mobile leisure booking.,"Tourism, Transportation, Travel Agency",,http://www.itravel.de,$1M to $10M,26300000,EUR,30343446,Early Stage Venture,8,"BA4V, Expon Capital, VCDE Venture Partners",4,4,"BA4V, Expon Capital, HOWZAT Partners, VCDE Venture Partners","326,464"
Pre Seed Round - Kerberos Compliance,https://www.crunchbase.com/funding_round/steltemeier-rawe-pre-seed--b786da2e,Kerberos Compliance,https://www.crunchbase.com/organization/steltemeier-rawe,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2017-07-07,Seed,,,,Yes,"RegTech, SaaS, Compliance, KYC, KYB, AML, Anti-Money Laundering","Business Intelligence, Compliance, Consulting, FinTech, Information Technology, Legal Tech, SaaS",,https://www.kerberos-compliance.com/en/,$1M to $10M,,,,Seed,1,,1,,Lepi Ventures,"224,696"
Seed Round - METALSALE,https://www.crunchbase.com/funding_round/metalsale-seed--5e86c716,METALSALE,https://www.crunchbase.com/organization/metalsale,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",800000,EUR,944706,2017-10-01,Seed,,,,Yes,METALSALE is a B2B-marketplace for professional traders of metal scrap.,"Marketplace, Trading Platform",,https://www.metalsale.com/,,800000,EUR,944706,M&A,1,10x Group,5,,"10x Group, Christopher Muhr, Kristofer Fichtner, Seed GmbH, Tim Bode","329,858"
Pre Seed Round - metru,https://www.crunchbase.com/funding_round/metru-pre-seed--f166af35,metru,https://www.crunchbase.com/organization/metru,Pre-Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",300000,EUR,336385,2017-06-01,Seed,,,,Yes,metru is an HR portal to connect companies and candidates in the preselection process of the recruiting.,"Human Resources, Mobile Apps, Software, Video",,https://www.metru.io,,900000,EUR,1018823,Seed,3,,,,,"479,628"
Seed Round - MySchlepApp,https://www.crunchbase.com/funding_round/myschlepapp-seed--51f52c95,MySchlepApp,https://www.crunchbase.com/organization/myschlepapp,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2017-06-01,Seed,,,,Yes,MySchlepApp is a mobile towing service based on a large network of service providers.,Mobile Apps,,https://myschleppapp.de,,,,,Seed,1,STARTPLATZ,1,,STARTPLATZ,"428,246"
Series D - Open-Xchange,https://www.crunchbase.com/funding_round/open-xchange-series-d--a71a2d50,Open-Xchange,https://www.crunchbase.com/organization/open-xchange,Series D,"Köln, Nordrhein-Westfalen, Germany, Europe",21000000,EUR,24915436,2017-10-11,Late Stage Venture,,,,Yes,"Open-Xchange is committed to a borderless internet that is open, safe and free allowing users to protect their own data and privacy.","Collaboration, Email, Open Source, Productivity Tools, Software",,http://www.open-xchange.com,$10M to $50M,67915436,USD,67915436,Late Stage Venture,5,"eCAPITAL ENTREPRENEURIAL PARTNERS, IRIS",2,1,"eCAPITAL ENTREPRENEURIAL PARTNERS, IRIS","627,283"
Seed Round - Prommpt SaaS,https://www.crunchbase.com/funding_round/prommpt-saas-ltd-seed--4a0ed391,Prommpt SaaS,https://www.crunchbase.com/organization/prommpt-saas-ltd,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2017-03-05,Seed,,,,Yes,Project Management and Collaboration SaaS,"Information Technology, Robotics, SaaS",,https://prommpt.com,Less than $1M,,,,Seed,1,M-VC Europe Ltd.,1,,M-VC Europe Ltd.,"645,067"
Venture Round - rankingCoach,https://www.crunchbase.com/funding_round/rankingcoach-gmbh-series-unknown--c50daa11,rankingCoach,https://www.crunchbase.com/organization/rankingcoach-gmbh,Venture - Series Unknown,"Köln, Nordrhein-Westfalen, Germany, Europe",5000000,EUR,5408194,2017-03-28,,,,,Yes,The complete digital marketing application for small businesses,"Apps, Marketing, Search Engine, Software",,https://www.rankingcoach.com,$10M to $50M,5000000,EUR,5408194,,2,,3,,"Capnamic Ventures, United Internet Ventures, Wecken & Cie.","433,710"
Seed Round - Recurrer global,https://www.crunchbase.com/funding_round/recurrer-global-seed--6c5f008f,Recurrer global,https://www.crunchbase.com/organization/recurrer-global,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2017-11-10,Seed,,,,Yes,Recurrer global is a powerful cloud (SaaS) billing platform for the next generation of subscription and usage-based services.,"Information Technology, Internet, SaaS, Software",,https://recurrer.global/,,,,,Seed,1,M-VC Europe Ltd.,1,,M-VC Europe Ltd.,"359,355"
Venture Round - RIMASYS,https://www.crunchbase.com/funding_round/rimasys-series-unknown--50a8f0fc,RIMASYS,https://www.crunchbase.com/organization/rimasys,Venture - Series Unknown,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2017-10-10,,,,,Yes,RIMASYS is the novel approach to surgical education and MedTech R&D.,"Biotechnology, Education, Health Care, Life Science, Medical Device",,https://www.rimasys.com/,,,,,M&A,1,HTGF | High-Tech Gruenderfonds,1,,HTGF | High-Tech Gruenderfonds,"324,847"
Seed Round - sapaso,https://www.crunchbase.com/funding_round/sapaso-seed--9e416176,sapaso,https://www.crunchbase.com/organization/sapaso,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2017-08-31,Seed,,,,Yes,Payment Provider changing the European Gym market,"E-Commerce, Financial Services",,http://www.sapaso.de,,,,,Seed,1,STS Ventures,2,,"German Ventures, STS Ventures","277,252"
