Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Grant - Cerabyte,https://www.crunchbase.com/funding_round/cerabyte-grant--ed4f0a90,Cerabyte,https://www.crunchbase.com/organization/cerabyte,Grant,"Munich, Bayern, Germany, Europe",,,,2024-12-17,,,,,No,"Cerabyte develops a ceramic-based data storage technology, offering a unique solution for data preservation.","Cloud Data Services, Data Storage, Information Technology",,https://www.cerabyte.com,,7700000,USD,7700000,,6,EIC Accelerator,1,,EIC Accelerator,"1,034"
Seed Round - Cerabyte,https://www.crunchbase.com/funding_round/cerabyte-seed--87a7a8db,Cerabyte,https://www.crunchbase.com/organization/cerabyte,Seed,"Munich, Bayern, Germany, Europe",,,,2024-07-15,Seed,,,,Yes,"Cerabyte develops a ceramic-based data storage technology, offering a unique solution for data preservation.","Cloud Data Services, Data Storage, Information Technology",,https://www.cerabyte.com,,7700000,USD,7700000,,6,EIC Accelerator,1,,EIC Accelerator,"70,445"
Grant - Cerabyte,https://www.crunchbase.com/funding_round/cerabyte-grant--f0df8a92,Cerabyte,https://www.crunchbase.com/organization/cerabyte,Grant,"Munich, Bayern, Germany, Europe",,,,2024-07-15,,,,,No,"Cerabyte develops a ceramic-based data storage technology, offering a unique solution for data preservation.","Cloud Data Services, Data Storage, Information Technology",,https://www.cerabyte.com,,7700000,USD,7700000,,6,EIC Accelerator,1,,EIC Accelerator,"70,549"
Pre Seed Round - CoCrafter,https://www.crunchbase.com/funding_round/cocrafter-pre-seed--0376a803,CoCrafter,https://www.crunchbase.com/organization/cocrafter,Pre-Seed,"Munich, Bayern, Germany, Europe",1700000,USD,1700000,2024-03-01,Seed,,,,Yes,B2B construction marketplace to match contractors and subcontractors,Construction,,https://cocrafter.com/,,1700000,USD,1700000,Seed,1,Y Combinator,1,1,Y Combinator,"53,274"
Pre Seed Round - Connected Crafts,https://www.crunchbase.com/funding_round/connected-crafts-pre-seed--ca565378,Connected Crafts,https://www.crunchbase.com/organization/connected-crafts,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2024-03-07,Seed,,,,Yes,Connected Crafts is a platform that aims to bridge the gap between the demand and supply of skilled craftsmen in Germany.,"Advertising Platforms, Human Resources, Industrial",,https://www.connectedcrafts.de/,,,,,Seed,1,REHAU New Ventures,1,,REHAU New Ventures,"62,459"
Seed Round - Crafthunt,https://www.crunchbase.com/funding_round/crafthunt-seed--69710fd2,Crafthunt,https://www.crunchbase.com/organization/crafthunt,Seed,"Munich, Bayern, Germany, Europe",3000000,EUR,3264510,2024-06-04,Seed,,,,Yes,Europe's largest platform for construction professionals offering the best job opportunities and breaking language barriers,"Construction, Recruiting, SaaS, Software",,https://crafthunt.app/,,3000000,EUR,3264510,Seed,2,"Redstone.VC, UVC Partners",3,2,"Redstone.VC, Stefan Rothlehner, UVC Partners","12,613"
Seed Round - cureVision,https://www.crunchbase.com/funding_round/curevision-seed--56c00fbb,cureVision,https://www.crunchbase.com/organization/curevision,Seed,"Munich, Bayern, Germany, Europe",1100000,USD,1100000,2024-03-28,Seed,,,,Yes,"AI-based medical imaging and diagnostic solutions for vascular surgeons and care staff, specialist for chronic wounds","Artificial Intelligence (AI), Health Care, Image Recognition, Information Technology, Medical",,https://www.curevision.ai,,2886322,USD,2886322,Seed,3,Luminate,1,,Luminate,"38,750"
Series A - deepc,https://www.crunchbase.com/funding_round/deepc-series-a--bb6b074a,deepc,https://www.crunchbase.com/organization/deepc,Series A,"Munich, Bayern, Germany, Europe",13000000,USD,13000000,2024-07-25,Early Stage Venture,,,,Yes,The AI Operating System for the Future of Radiology,"Artificial Intelligence (AI), Consulting, Health Care, Machine Learning, Medical, Medical Device, Software",,http://www.deepc.ai/,$1M to $10M,26006621,USD,26006621,Early Stage Venture,4,"Bertelsmann Investments, Sofinnova Partners",5,1,"Bertelsmann Investments, KHP Ventures, Sofinnova Partners, SwissHealth Ventures, Winning Mindset Ventures","7,997"
Convertible Note - Edurino,https://www.crunchbase.com/funding_round/edurino-convertible-note--b491f5b6,Edurino,https://www.crunchbase.com/organization/edurino,Convertible Note,"Munich, Bayern, Germany, Europe",,,,2024-08-28,,,,,No,Edurino is an e-learning platform that introduces digital learning responsibly and playfully for children aged 4-8+.,"Children, E-Learning, EdTech",,https://edurino.com,$1M to $10M,13850000,EUR,14938424,Early Stage Venture,6,,1,,FJ Labs,"41,205"
Series G - EGYM,https://www.crunchbase.com/funding_round/egym-series-g--302dd7f5,EGYM,https://www.crunchbase.com/organization/egym,Series G,"Munich, Bayern, Germany, Europe",200000000,USD,200000000,2024-09-24,Late Stage Venture,1000000000,USD,1000000000,Yes,EGYM is a smart fitness startup that provides fitness and health facilities with intelligent workout solutions.,"Fitness, Sports, Wellness",,https://egym.com,$100M to $500M,609173302,USD,609173302,Late Stage Venture,10,"L Catterton, Meritech Capital Partners",2,2,"L Catterton, Meritech Capital Partners","2,687"
Grant - Eisbach Bio,https://www.crunchbase.com/funding_round/eisbach-bio-grant--2ae5928e,Eisbach Bio,https://www.crunchbase.com/organization/eisbach-bio,Grant,"Munich, Bayern, Germany, Europe",4750000,USD,4750000,2024-11-26,,,,,No,Eisbach Bio is a biotechnology company that creates new drugs that target molecular vulnerabilities in cancer genomes.,Biotechnology,,https://www.eisbach.bio,Less than $1M,9250000,USD,9250000,,3,Cancer Prevention and Research Institute of Texas,1,,Cancer Prevention and Research Institute of Texas,"4,750"
Venture Round - Eisbach Bio,https://www.crunchbase.com/funding_round/eisbach-bio-series-unknown--42933a3e,Eisbach Bio,https://www.crunchbase.com/organization/eisbach-bio,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",4500000,USD,4500000,2024-03-21,,,,,Yes,Eisbach Bio is a biotechnology company that creates new drugs that target molecular vulnerabilities in cancer genomes.,Biotechnology,,https://www.eisbach.bio,Less than $1M,9250000,USD,9250000,,3,Cancer Focus Fund,1,1,Cancer Focus Fund,"54,538"
Seed Round - enna,https://www.crunchbase.com/funding_round/enna-seed--e77fd125,enna,https://www.crunchbase.com/organization/enna,Seed,"Munich, Bayern, Germany, Europe",,,,2024-11-20,Seed,,,,Yes,enna is the window to the digital world for people who have problems using smartphones or tablets,"Communication Hardware, Elder Care, Hardware, Internet of Things, Media and Entertainment, Software",,https://enna.care,,750000,EUR,916313,Seed,4,Zwei.7,2,2,"Twip Impact Ventures, Zwei.7","2,641"
Pre Seed Round - ExoMatter,https://www.crunchbase.com/funding_round/exomatter-pre-seed--910c19e9,ExoMatter,https://www.crunchbase.com/organization/exomatter,Pre-Seed,"Munich, Bayern, Germany, Europe",1700000,EUR,1832167,2024-10-24,Seed,,,,Yes,ExoMatter is a SaaS platform that accelerates materials development with AI-based software.,"Artificial Intelligence (AI), Chemical, Information Technology, Product Research, SaaS, Software",,https://exomatter.ai/,$1M to $10M,2776088,EUR,2983526,Seed,8,Vanagon Ventures,5,4,"212 NexT, Bayern Kapital, Bloomhaus Ventures, Vanagon Ventures, ZAKA VC","8,584"
Venture Round - EZE,https://www.crunchbase.com/funding_round/eze-7d30-series-unknown--5a95b9c4,EZE,https://www.crunchbase.com/organization/eze-7d30,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2024-06-20,,,,,Yes,EZE is a charging infrastructure investor and operator that focuses on public charging with 24-hour access.,"Autonomous Vehicles, Electric Vehicle",,https://www.eze.network,,,,,,1,Arcus Infrastructure Partners,2,1,"Arcus Infrastructure Partners, DeepTech & Climate Fonds","42,614"
Seed Round - fija Finance GmbH,https://www.crunchbase.com/funding_round/fija-seed--c2745c71,fija Finance GmbH,https://www.crunchbase.com/organization/fija,Seed,"Munich, Bayern, Germany, Europe",1200000,EUR,1312082,2024-11-05,Seed,,,,Yes,"fija offers a Compliant, Easy and Transparent Crypto Earn Product for Resellers and Institutional Investors.","Blockchain, Decentralized Finance (DeFi), FinTech, Web3",,https://www.fija.finance/home,,1710000,EUR,1865070,Seed,3,,4,,"CV VC, Heliad AG, Keyrock, Tenity","4,431"
Series C - FINN,https://www.crunchbase.com/funding_round/finn-b149-series-c--c240d7e8,FINN,https://www.crunchbase.com/organization/finn-b149,Series C,"Munich, Bayern, Germany, Europe",100000000,EUR,109824457,2024-01-11,Late Stage Venture,500000000,EUR,549122283,Yes,FINN is a startup that operates a platform for new car subscriptions and an alternative to buying or leasing vehicles.,"Automotive, Car Sharing, Leasing, Subscription Service",,https://www.finn.com,$100M to $500M,1046304940,USD,1046304940,,9,Planet First Partners,6,5,"HV Capital, Korelya Capital, Picus Capital, Planet First Partners, UVC Partners, White Star Capital","51,091"
Venture Round - FINN,https://www.crunchbase.com/funding_round/finn-b149-series-unknown--aa6fbc38,FINN,https://www.crunchbase.com/organization/finn-b149,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",1000000,EUR,1086215,2024-04-08,,,,,Yes,FINN is a startup that operates a platform for new car subscriptions and an alternative to buying or leasing vehicles.,"Automotive, Car Sharing, Leasing, Subscription Service",,https://www.finn.com,$100M to $500M,1046304940,USD,1046304940,,9,Toloka.vc,1,,Toloka.vc,"190,810"
Private Equity Round - FlixBus,https://www.crunchbase.com/funding_round/flixbus-private-equity--47e7edb0,FlixBus,https://www.crunchbase.com/organization/flixbus,Private Equity,"Munich, Bayern, Germany, Europe",,,,2024-07-04,Private Equity,,,,Yes,"FlixBus is a unique combination of tech-startup, e-commerce platform, and transportation company.","E-Commerce, Public Transportation, Transportation, Travel",,http://www.flixbus.com,$100M to $500M,1213056722,USD,1213056722,Private Equity,8,,3,3,"EQT, Kuehne + Nagel, Porsche","10,465"
Venture Round - Flowers-Software GmbH,https://www.crunchbase.com/funding_round/flowers-software-series-unknown--fb742856,Flowers-Software GmbH,https://www.crunchbase.com/organization/flowers-software,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",6000000,EUR,6571670,2024-08-06,,,,,Yes,Flowers-Software builds the first Organisational Management Software - a navigation Software for processes.,"Developer Platform, Information Technology, Software",,https://www.flowers-software.de/,$1M to $10M,10219847,USD,10219847,,3,"Capmont Technology, LEA Partners",2,3,"Capmont Technology, LEA Partners","46,001"
Venture Round - fulfin,https://www.crunchbase.com/funding_round/fulfin-series-unknown--b62a2ea5,fulfin,https://www.crunchbase.com/organization/fulfin,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",6600000,EUR,7143739,2024-07-31,,,,,Yes,Short term lending for digital SMEs,"Finance, Financial Services, FinTech, Lending",,https://fulfin.com,$10M to $50M,22408000,EUR,24555235,,7,Hevella Capital,2,,"Hevella Capital, Lakeside Invest & Consult","214,577"
Seed Round - Golfstrom Energy GmbH,https://www.crunchbase.com/funding_round/golfstrom-energy-gmbh-seed--e358962b,Golfstrom Energy GmbH,https://www.crunchbase.com/organization/golfstrom-energy-gmbh,Seed,"Munich, Bayern, Germany, Europe",,,,2024-09-16,Seed,,,,Yes,Embedded financial services for renewable energy,Renewable Energy,,https://www.golfstrom.solar/,,,,,Seed,1,STS Ventures,1,1,STS Ventures,"26,512"
Venture Round - GOVECS,https://www.crunchbase.com/funding_round/govecs-series-unknown--d24c5e62,GOVECS,https://www.crunchbase.com/organization/govecs,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",1600000,EUR,1730647,2024-10-28,,,,,Yes,"GOVECS is focused on creating zero emission electric vehicles, designed according to the requirements of modern electric mobility. ","Automotive, Electric Vehicle, Manufacturing",,https://govecsgroup.com,$1M to $10M,11600000,EUR,14361838,,3,Companisto,1,,Companisto,"178,258"
Pre Seed Round - GWS Ventures UG / Virtual Staging Cloud,https://www.crunchbase.com/funding_round/gws-ventures-ug-virtual-staging-cloud-pre-seed--17a42d10,GWS Ventures UG / Virtual Staging Cloud,https://www.crunchbase.com/organization/gws-ventures-ug-virtual-staging-cloud,Pre-Seed,"Munich, Bayern, Germany, Europe",250000,USD,250000,2024-03-01,Seed,,,,Yes,Virtual Staging by AI,,,https://www.virtualstaging.cloud,,250000,USD,250000,Seed,1,,,,,"70,029"
Series B - Hawk,https://www.crunchbase.com/funding_round/hawk-ai-series-b--c7fd4db1,Hawk,https://www.crunchbase.com/organization/hawk-ai,Series B,"Munich, Bayern, Germany, Europe",100000000,EUR,107375402,2024-06-13,Early Stage Venture,,,,Yes,"Money-laundering detection & investigation platform. SaaS, Cloud, Artificial Intelligence, Machine Learning.","Artificial Intelligence (AI), Banking, Compliance, Financial Services, FinTech, Payments",,https://www.hawk.ai,,134375402,USD,134375402,Early Stage Venture,5,"Macquarie Capital, Rabo Investments",7,6,"BlackFin Capital Partners, Coalition Capital, DN Capital, Macquarie Capital, Picus Capital, Rabo Investments, Sands Capital Ventures","22,324"
Seed Round - hey circle,https://www.crunchbase.com/funding_round/hey-circle-seed--bf5bb489,hey circle,https://www.crunchbase.com/organization/hey-circle,Seed,"Munich, Bayern, Germany, Europe",1500000,EUR,1641745,2024-01-15,Seed,,,,Yes,Hey Circle is a manufacturer of reusable shipping packaging.,"Recycling, Waste Management",,https://www.heycircle.de,,1500000,EUR,1641745,Seed,1,Capacura,5,2,"Brangs + Heinrich, Capacura, CK Venture Capital, Gateway Ventures, Super Angels","68,193"
Venture Round - Holoride,https://www.crunchbase.com/funding_round/holoride-series-unknown--e5cf3b42,Holoride,https://www.crunchbase.com/organization/holoride,Venture - Series Unknown,"Munich, Bayern, Germany, Europe",,,,2024-12-18,,,,,Yes,Holoride is a company turning vehicles into moving theme parks by synching XR with vehicle movement and navigation data.,"Automotive, Digital Entertainment, Digital Media, Software, Virtual Reality",,https://www.holoride.com/,$1M to $10M,10000000,EUR,12014451,,3,Fuel Ventures Asia,1,2,Fuel Ventures Asia,946
Pre Seed Round - Hula Earth,https://www.crunchbase.com/funding_round/hula-earth-pre-seed--b670218f,Hula Earth,https://www.crunchbase.com/organization/hula-earth,Pre-Seed,"Munich, Bayern, Germany, Europe",1600000,EUR,1700653,2024-11-13,Seed,,,,Yes,Hula Earth provides the data layer for nature investments by blending IoT with satellite insights.,,,https://www.hula.earth,,1600000,EUR,1700653,Seed,1,Point Nine,10,1,"Climate Founders, Earth, European Space Agency, Florian Hildebrand, Kilian Kaminski, Lawrence Leuschner, Markus Linder, Partners in Clime, Point Nine, Triple Impact Ventures","3,204"
Series C - Isar Aerospace,https://www.crunchbase.com/funding_round/isar-aerospace-series-c--5f46ec88,Isar Aerospace,https://www.crunchbase.com/organization/isar-aerospace,Series C,"Munich, Bayern, Germany, Europe",65000000,EUR,69645568,2024-06-20,Late Stage Venture,,,,Yes,"Isar Aerospace provides access to space for small and medium satellites, enabling global satellite constellations.","Aerospace, Information Technology, Space Travel",,https://www.isaraerospace.com,$50M to $100M,440287269,USD,440287269,Late Stage Venture,6,,12,2,"10x Group, Airbus Ventures, Bayern Kapital, Besant Capital, Earlybird Venture Capital, Finadvice Med Holdings, G3T, Lakestar, Leblon Capital, LP&E, NATO Innovation Fund, UVC Partners","9,191"
Pre Seed Round - KINNOVIA,https://www.crunchbase.com/funding_round/kinnovia-pre-seed--707a57fa,KINNOVIA,https://www.crunchbase.com/organization/kinnovia,Pre-Seed,"Munich, Bayern, Germany, Europe",200000,USD,200000,2024-10-01,Seed,1000000,USD,1000000,Yes,"Kinnovia offers services in Internet of Things (IoT), Software Defined Vehicle (SDV) and Industry 4.0","Artificial Intelligence (AI), Automotive, Autonomous Vehicles, Electric Vehicle, Embedded Systems, Information Technology, Internet of Things, Software Engineering",,https://kinnovia.com/,,200000,USD,200000,Seed,1,,,,,"198,252"
Seed Round - Kiutra,https://www.crunchbase.com/funding_round/kiutra-seed--35b057cb,Kiutra,https://www.crunchbase.com/organization/kiutra,Seed,"Munich, Bayern, Germany, Europe",,,,2024-07-15,Seed,,,,Yes,Easy-to-use and scalable cooling for Science and Technology,"Advanced Materials, Electronics, Industrial Automation, Manufacturing, Nanotechnology, Quantum Computing, Semiconductor",,https://www.kiutra.com/,$1M to $10M,,,,Seed,5,EIC Accelerator,1,,EIC Accelerator,"25,684"
Grant - Kiutra,https://www.crunchbase.com/funding_round/kiutra-grant--b456449b,Kiutra,https://www.crunchbase.com/organization/kiutra,Grant,"Munich, Bayern, Germany, Europe",,,,2024-07-15,,,,,No,Easy-to-use and scalable cooling for Science and Technology,"Advanced Materials, Electronics, Industrial Automation, Manufacturing, Nanotechnology, Quantum Computing, Semiconductor",,https://www.kiutra.com/,$1M to $10M,,,,Seed,5,EIC Accelerator,1,,EIC Accelerator,"70,556"
Post-IPO Debt - Knorr-Bremse,https://www.crunchbase.com/funding_round/knorr-bremse-ag-post-ipo-debt--f7d4fc41,Knorr-Bremse,https://www.crunchbase.com/organization/knorr-bremse-ag,Post-IPO Debt,"Munich, Bayern, Germany, Europe",1100000000,EUR,1186978202,2024-10-24,,,,,No,Knorr-Bremse is a manufacturer of braking systems for rail and commercial vehicles.,"Automotive, Industrial, Infrastructure, Manufacturing, Railroad, Transportation",,https://www.knorr-bremse.com,$1B to $10B,1100000000,EUR,1186978202,IPO,1,,,,,"187,848"
Series A - Kranus Health,https://www.crunchbase.com/funding_round/kranus-health-gmbh-series-a--607e25be,Kranus Health,https://www.crunchbase.com/organization/kranus-health-gmbh,Series A,"Munich, Bayern, Germany, Europe",4600000,EUR,4985045,2024-03-25,Early Stage Venture,,,,Yes,Virtual Care in Urology,Health Care,,https://www.kranushealth.com/de/,$1M to $10M,21300045,USD,21300045,Early Stage Venture,5,"CapHorn Invest, Future Positive Capital",2,,"CapHorn Invest, Future Positive Capital","48,542"
Angel Round - Laundry Hero,https://www.crunchbase.com/funding_round/laundry-hero-02b9-angel--d24f2d1d,Laundry Hero,https://www.crunchbase.com/organization/laundry-hero-02b9,Angel,"Munich, Bayern, Germany, Europe",,,,2024-07-18,Seed,,,,Yes,Laundry Hero is an online laundry service app that provides a cost-effective and time saving wash and fold laundry services.,"B2C, Home Services, Laundry and Dry-cleaning",,https://laundryhero.de,,,,,Seed,1,Christopher Obereder,1,,Christopher Obereder,"27,686"
Pre Seed Round - Leeana,https://www.crunchbase.com/funding_round/leeana-pre-seed--f97f7968,Leeana,https://www.crunchbase.com/organization/leeana,Pre-Seed,"Munich, Bayern, Germany, Europe",125000,USD,125000,2024-06-03,Seed,,,,Yes,The biodiversity platform for the next generation of nature-related action,"GreenTech, Software, Sustainability",,https://www.leeana.io/,,125000,USD,125000,Seed,1,Norrsken Accelerator,1,,Norrsken Accelerator,"25,896"
Seed Round - Liga der Roboter,https://www.crunchbase.com/funding_round/liga-der-roboter-seed--996f09f8,Liga der Roboter,https://www.crunchbase.com/organization/liga-der-roboter,Seed,"Munich, Bayern, Germany, Europe",115000,EUR,124679,2024-03-03,Seed,,,,Yes,Network No.1 for Robotics Kids’ Clubs in Germany,"EdTech, Edutainment, STEM Education",,https://ligaderroboter.de/,,355000,EUR,389877,Seed,3,,,,,"200,582"
Seed Round - Liga der Roboter,https://www.crunchbase.com/funding_round/liga-der-roboter-seed--da1413ba,Liga der Roboter,https://www.crunchbase.com/organization/liga-der-roboter,Seed,"Munich, Bayern, Germany, Europe",140000,EUR,154959,2024-09-02,Seed,,,,Yes,Network No.1 for Robotics Kids’ Clubs in Germany,"EdTech, Edutainment, STEM Education",,https://ligaderroboter.de/,,355000,EUR,389877,Seed,3,,,,,"200,708"
Pre Seed Round - LoopID,https://www.crunchbase.com/funding_round/loopid-pre-seed--bcb2e10c,LoopID,https://www.crunchbase.com/organization/loopid,Pre-Seed,"Munich, Bayern, Germany, Europe",,,,2024-06-09,Seed,,,,Yes,Digital solutions for the Circular Economy,"GreenTech, Sustainability",,https://www.loopid.com,,,,,Seed,1,Vanagon Ventures,3,,"Alchemist Accelerator, Joerg Walden, Vanagon Ventures","23,288"
Pre Seed Round - Loyalift,https://www.crunchbase.com/funding_round/loyalift-pre-seed--b9e5c7c7,Loyalift,https://www.crunchbase.com/organization/loyalift,Pre-Seed,"Munich, Bayern, Germany, Europe",750000,EUR,787577,2024-12-02,Seed,,,,Yes,Loyalift is a B2B SaaS Platform. The Loyalift AI automatically analyses video content and combines it with internal company data,"Artificial Intelligence (AI), Consulting, Digital Marketing, Information Technology, SaaS",,https://loyalift.com,,750000,EUR,787577,Seed,1,,4,,"Bayern Kapital, Marc Schuler, Scholl Venture Partner, Super Angels","2,312"
Series B - Marvel Fusion,https://www.crunchbase.com/funding_round/marvel-fusion-series-b--eb800e59,Marvel Fusion,https://www.crunchbase.com/organization/marvel-fusion,Series B,"Munich, Bayern, Germany, Europe",62800000,EUR,69916212,2024-09-25,Early Stage Venture,,,,Yes,Marvel Fusion is a developer of fusion energy technology used to offer environment-friendly and safe energy.,"Electronics, Energy, Laser",,https://marvelfusion.com,,115300000,EUR,129012544,Early Stage Venture,4,HV Capital,6,,"b2venture, Bayern Kapital, Deutsche Telekom, HV Capital, SPRIN-D, Tengelmann Ventures","8,458"
Grant - Marvel Fusion,https://www.crunchbase.com/funding_round/marvel-fusion-grant--4e230bd7,Marvel Fusion,https://www.crunchbase.com/organization/marvel-fusion,Grant,"Munich, Bayern, Germany, Europe",2500000,EUR,2724558,2024-07-15,,,,,No,Marvel Fusion is a developer of fusion energy technology used to offer environment-friendly and safe energy.,"Electronics, Energy, Laser",,https://marvelfusion.com,,115300000,EUR,129012544,Early Stage Venture,4,EIC Accelerator,1,,EIC Accelerator,"42,341"
