Transaction Name,Transaction Name URL,Organization Name,Organization Name URL,Funding Type,Organization Location,Money Raised,Money Raised Currency,Money Raised (in USD),Announced Date,Funding Stage,Pre-Money Valuation,Pre-Money Valuation Currency,Pre-Money Valuation (in USD),Equity Only Funding,Organization Description,Organization Industries,Diversity Spotlight,Organization Website,Organization Revenue Range,Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Funding Status,Number of Funding Rounds,Lead Investors,Number of Investors,Number of Partner Investors,Investor Names,CB Rank (Funding Round)
Series E - CHRONEXT,https://www.crunchbase.com/funding_round/chronext-series-e--b87946b1,CHRONEXT,https://www.crunchbase.com/organization/chronext,Series E,"Cologne, Nordrhein-Westfalen, Germany, Europe",65000000,USD,65000000,2020-02-26,Late Stage Venture,,,,Yes,"Chronext is is a full-service platform for luxury watch trading where clients can buy, sell luxury watches.","Collectibles, E-Commerce, Fashion, Lifestyle, Retail",,https://www.chronext.com,$100M to $500M,116629212,USD,116629212,Late Stage Venture,5,Slingshot Ventures,7,3,"Capnamic Ventures, Endeit Capital, NRW.BANK, Octopus Ventures, Partech, Slingshot Ventures, TEV Ventures","349,997"
Series A - epilot,https://www.crunchbase.com/funding_round/e-pilot-series-a--fb5aa76d,epilot,https://www.crunchbase.com/organization/e-pilot,Series A,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-02-11,Early Stage Venture,,,,Yes,The SaaS platform for a new energy world.,"B2B, Cloud Computing, Enterprise Software, SaaS, Software",,https://epilot.cloud/,Less than $1M,10000000,EUR,10819045,,5,Enercity,1,,Enercity,"101,576"
Seed Round - how.fm,https://www.crunchbase.com/funding_round/soundreply-seed--343afddc,how.fm,https://www.crunchbase.com/organization/soundreply,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",2800000,USD,2800000,2020-07-14,Seed,,,,Yes,how.fm is a manual worker training and performance support platform,"Information Technology, Software",,http://www.how.fm,$1M to $10M,8166350,USD,8166350,Seed,2,,2,2,"Capnamic Ventures, Kindred Capital","622,988"
Angel Round - JUMiNGO,https://www.crunchbase.com/funding_round/jumingo-angel--5f764609,JUMiNGO,https://www.crunchbase.com/organization/jumingo,Angel,"Cologne, Nordrhein-Westfalen, Germany, Europe",1000000,EUR,1076250,2020-03-20,Seed,,,,Yes,JUMiNGO is as digital carrier your best shipping partner for worldwide and express shipments.,"E-Commerce, E-Commerce Platforms, Logistics, Price Comparison, Shipping, Transportation",,https://www.jumingo.com,,1000000,EUR,1076250,Early Stage Venture,2,Tim Schumacher,3,,"Arno Nonnen, Ryan Hood, Tim Schumacher","312,573"
Convertible Note - Lumoview Building Analytics,https://www.crunchbase.com/funding_round/lumoview-building-analytics-convertible-note--a99169de,Lumoview Building Analytics,https://www.crunchbase.com/organization/lumoview-building-analytics,Convertible Note,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-10-07,,,,,No,Lumoview digitizes buildings in 2 seconds per room and empowers owners to improve their buildings and reduce CO2 emissions.,"Analytics, CleanTech, Energy Efficiency, Facility Management, Green Building, GreenTech, Hardware, Property Management, Software, Sustainability",,https://www.lumoview.com,,,,,Seed,5,NRW.BANK,1,,NRW.BANK,"249,993"
Pre Seed Round - mecorad,https://www.crunchbase.com/funding_round/mecorad-pre-seed--eddc7509,mecorad,https://www.crunchbase.com/organization/mecorad,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-03-17,Seed,,,,Yes,mecorad provides measurement solutions for hot metal processes.,Manufacturing,,http://www.mecorad.com/,Less than $1M,,,,,2,FTTF,1,,FTTF,"170,775"
Pre Seed Round - medlink,https://www.crunchbase.com/funding_round/medlink-9025-pre-seed--99452501,medlink,https://www.crunchbase.com/organization/medlink-9025,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",50000,EUR,55007,2020-02-05,Seed,,,,Yes,medical HR SAAS solution for hospitals,"Health Care, Hospital, Human Resources, Recruiting, SaaS, Software",,https://medlink.de/de,Less than $1M,170000,EUR,186534,Seed,2,APX,1,,APX,"151,041"
Seed Round - metru,https://www.crunchbase.com/funding_round/metru-seed--e2cfd05a,metru,https://www.crunchbase.com/organization/metru,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",200000,EUR,234341,2020-10-03,Seed,,,,Yes,metru is an HR portal to connect companies and candidates in the preselection process of the recruiting.,"Human Resources, Mobile Apps, Software, Video",,https://www.metru.io,,900000,EUR,1018823,Seed,3,,,,,"148,985"
Seed Round - MINDZEIT®,https://www.crunchbase.com/funding_round/mindzeit-seed--54986032,MINDZEIT®,https://www.crunchbase.com/organization/mindzeit,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2020-08-18,Seed,,,,Yes,MINDZEIT is an intelligent coaching system based on mindfulness and meditation.,"Apps, Fitness, InsurTech, Wellness","Women Founded, Women Led",https://mindzeit.app/,Less than $1M,60000,EUR,69567,Seed,5,,1,,InsurLab Germany,"184,404"
Grant - Next Kraftwerke,https://www.crunchbase.com/funding_round/next-kraftwerke-gmbh-grant--d95c5943,Next Kraftwerke,https://www.crunchbase.com/organization/next-kraftwerke-gmbh,Grant,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-07-14,,,,,No,Next Kraftwerke is the operator of a Virtual Power Plant (VPP ) & a trader on various European power markets.,"Clean Energy, CleanTech, Energy, Energy Management",,https://www.next-kraftwerke.com,$10M to $50M,,,,M&A,4,BloombergNEF,1,1,BloombergNEF,"331,729"
Pre Seed Round - ONIQ,https://www.crunchbase.com/funding_round/oniq-pre-seed--f0e43acb,ONIQ,https://www.crunchbase.com/organization/oniq,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",425000,EUR,499122,2020-10-01,Seed,,,,Yes,Enabling next level productivity gains through digital lean manufacturing and end-to-end process transparency.,"Application Performance Management, Manufacturing, Predictive Analytics, SaaS, Software, Supply Chain Management",,https://www.oniq.com/,,3925000,EUR,4062413,Seed,2,,,,,"166,937"
Pre Seed Round - Pinkbus,https://www.crunchbase.com/funding_round/pinkbus-pre-seed--6792c6da,Pinkbus,https://www.crunchbase.com/organization/pinkbus,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-03-26,Seed,,,,Yes,Pinkbus provides long-distance coach service.,"B2C, Travel",,https://khoangsanamico.vn/bot-da/bot-da-caco3/,,,,,Seed,1,Venista Ventures,1,1,Venista Ventures,"156,067"
Seed Round - qibb,https://www.crunchbase.com/funding_round/qibb-seed--53f453d1,qibb,https://www.crunchbase.com/organization/qibb,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-01-01,Seed,,,,Yes,qibb is an integration platform with built-in toolkit that helps create and develop customized low-code media workflows.,"Data Integration, Digital Media, Information Technology, Software",,https://www.qibb.com/,,,,,Seed,1,,1,,RSBG Ventures,"78,816"
Pre Seed Round - Sastrify,https://www.crunchbase.com/funding_round/sastrify-pre-seed--7dc723db,Sastrify,https://www.crunchbase.com/organization/sastrify,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",1300000,USD,1300000,2020-12-01,Seed,,,,Yes,Sastrify is a virtual SaaS service procurement software that improves SaaS operations management and SaaS spending.,"Procurement, SaaS, Software",,https://sastrify.com,$10M to $50M,55193364,USD,55193364,Early Stage Venture,6,,2,2,"Discovery Ventures, TS Ventures","273,266"
Seed Round - SoSafe,https://www.crunchbase.com/funding_round/sosafe-cyber-security-awareness-seed--a65ec0eb,SoSafe,https://www.crunchbase.com/organization/sosafe-cyber-security-awareness,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2020-07-22,Seed,,,,Yes,SoSafe empowers organizations to scale agile awareness programs that build a security culture.,"Cyber Security, SaaS, Security",,https://sosafe-awareness.com/,$1M to $10M,73000000,USD,73000000,Early Stage Venture,3,Global Founders Capital,2,1,"Acton Capital, Global Founders Capital","124,848"
Seed Round - Sunvigo,https://www.crunchbase.com/funding_round/sunvigo-seed--fea5607b,Sunvigo,https://www.crunchbase.com/organization/sunvigo,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",500000,EUR,590647,2020-10-12,Seed,,,,Yes,Sunvigo provides you with cheap solar power from your roof and real green power from the grid.,"Renewable Energy, Solar",,https://www.sunvigo.de/,$100M to $500M,53000000,EUR,59106391,Early Stage Venture,7,"HTGF | High-Tech Gruenderfonds, Übermorgen Ventures",4,,"Arndt Neuhaus, Ecosummit, HTGF | High-Tech Gruenderfonds, Übermorgen Ventures","24,719"
Pre Seed Round - The Good Workshop,https://www.crunchbase.com/funding_round/the-good-workshop-pre-seed--8c319562,The Good Workshop,https://www.crunchbase.com/organization/the-good-workshop,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-07-15,Seed,950000,USD,950000,Yes,TGW is a web app that automates innovation workshops,"Enterprise Software, Human Resources, Innovation Management, SaaS, Sustainability",,https://www.thegoodworkshop.io/,Less than $1M,50000,USD,50000,Seed,3,S. B.,1,,S. B.,"656,322"
Pre Seed Round - TONI CORE,https://www.crunchbase.com/funding_round/toni-core-pre-seed--4fa49580,TONI CORE,https://www.crunchbase.com/organization/toni-core,Pre-Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-07-21,Seed,,,,Yes,TONI CORE is an online retail store for women.,"E-Commerce, Internet",,https://tonicore.com,,,,,Seed,1,,2,,"Robert Ermich, Sebastian Johnston","86,583"
Seed Round - UBIRCH,https://www.crunchbase.com/funding_round/ubirch-seed--a404ffbb,UBIRCH,https://www.crunchbase.com/organization/ubirch,Seed,"Köln, Nordrhein-Westfalen, Germany, Europe",,,,2020-03-23,Seed,,,,Yes,UBIRCH offers an ESG Data Exchange Network that lets companies publish and share their Carbon Footprint Data.,"Carbon Capture, Smart Building, Supply Chain Management",,https://ubirch.de,$1M to $10M,,,,Seed,5,,2,,"Hubraum, NRW.BANK","111,341"
Seed Round - UNBIND,https://www.crunchbase.com/funding_round/unbind-seed--38d2dc24,UNBIND,https://www.crunchbase.com/organization/unbind,Seed,"Cologne, Nordrhein-Westfalen, Germany, Europe",,,,2020-11-11,Seed,,,,Yes,Digital On Trade Sales & Marketing Platform,"Digital Marketing, Point of Sale, Sales",,https://unbind.io/legal/impressum/,,,,,Seed,2,,1,,HTGF | High-Tech Gruenderfonds,"121,684"
