url,username,followers,connections,degree_1,degree_1_university,degree_2,degree_2_university,error
https://www.linkedin.com/in/jakob-breuninger-979920170,jakob-breuninger-979920170,1065,991,"Master of Science - MS, Machine Learning, Robotics & Control, Artificial Intelligence",Technische Universität München,"Bachelor of Science - BS, Aerospace, Aeronautical and Astronautical Engineering",Universität Stuttgart,
https://www.linkedin.com/in/valentin-belser-129b18120,valentin-belser-129b18120,2677,1842,"Master of Science (M.Sc.), Aerospace Engineering",Universität Stuttgart,"Bachelor of Science (B.Sc.), Aerospace Engineering",Universität Stuttgart,
https://www.linkedin.com/in/alexandergeorgpopp/,alexandergeorgpopp,8111,7990,"Visiting Researcher, Computer Science Department",Stanford University,"Bachelor of Science (B.Sc.), Electrical Engineering",Technische Universität München,
https://www.linkedin.com/in/veronikariederle/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/jessica-contento-5950331a7,jessica-contento-5950331a7,4021,3279,,Städtische Robert-Bosch-Fachoberschule Wirtschaft,,,
https://www.linkedin.com/in/massimo-cancellara-68ba56177,massimo-cancellara-68ba56177,3338,2905,Maschinenbau,Hochschule München,,,
https://www.linkedin.com/in/adrianschomburg,adrianschomburg,2502,2350,"Master of Business Administration - MBA, Executive MBA",Technische Universität München,"CPEA, Certified Private Equity Analyst – CPEA",Technische Universität München,
https://www.linkedin.com/in/andreas-ladurner-770279b,andreas-ladurner-770279b,1919,1799,"PhD, Chemistry",University of Cambridge,"BSc, Biochemistry",University of York,
https://www.linkedin.com/in/hartmannjens,hartmannjens,2423,2181,"Master's degree, Economics",Albert-Ludwigs-Universität Freiburg,"Business Administration and Management, General",Texas Christian University - M.J. Neeley School of Business,
https://www.linkedin.com/in/kai-schlegel-84750956/,kai-schlegel-84750956,5031,4975,"Master of Science (M.Sc.), Computer Science",Universität Passau,"Bachelor’s Degree, Internet Computing / Computer Science",Universität Passau,
https://www.linkedin.com/in/marc-oliver-trieschmann/,marc-oliver-trieschmann,1421,1339,Dipl. Betriebswirt,Hochschule für Wirtschaft und Gesellschaft Ludwigshafen,Bankkaufmann,Dresdner Bank AG,
https://www.linkedin.com/in/bruckschloegl,bruckschloegl,38935,29987,Dialogue- / Online-Marketing Specialist BAW,BAW Bayerische Akademie für Werbung und Marketing e.V.,,,
https://www.linkedin.com/in/loewedavid/,loewedavid,7193,3798,"Bachelor of Business Administration (BBA), Marketing/Marketing Management, General",Steinbeis University Berlin,"Eventmanager, Marketing and Events",IHK,
https://www.linkedin.com/in/liviu-ignat-76835b21/,liviu-ignat-76835b21,2095,2015,"Bachelor's degree, Computer Science",Universitatea „Transilvania” din Brașov,,,
https://www.linkedin.com/in/nessimdjerboua/,nessimdjerboua,7317,6260,"MBA Classes, International Business & Advanced Corporate Finance",Harvard University,"MBA, International Business",Hawaii Pacific University,
https://de.linkedin.com/pub/felix-haberland/63/3b3/631,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/johannestress/,johannestress,4653,3974,MSc Finance,Esade,Business Administration,Universität St.Gallen (HSG),
https://www.linkedin.com/in/dario-manns-581a0aa1,dario-manns-581a0aa1,1796,1747,"Bachelor of Arts (B.A.), Film- und Fernsehwissenschaften",medienakademie München,,,
https://www.linkedin.com/in/dr-eldar-gizzatov,dr-eldar-gizzatov,4014,3931,"MBA, Market Analysis & Strategy, Product Management",Duke University - The Fuqua School of Business,"MBA (Exchange program), Business, Government & Society in Emerging  Markets",Pontificia Universidad Católica de Chile,
https://www.linkedin.com/in/florian-waubke/,florian-waubke,2236,1893,Abitur,Gymnasium Unterhaching,"Diplom, BWL / Management Science",Otto-Friedrich-Universität Bamberg,
https://www.linkedin.com/in/marcokreuzer/,marcokreuzer,1174,1112,,New European College - The Genuine Business School,,,
https://www.linkedin.com/in/hendrik-kramer,hendrik-kramer,12799,11510,Researcher at Center for Design Research/d.school,Stanford University,Master in Management & Technology (MMT),Technische Universität München,
https://www.linkedin.com/in/jmgeorg,jmgeorg,2606,2559,"Master of Science (M.Sc.), Development and Design",RWTH Aachen University,"Bachelor of Science (B.Sc), Mechanical Engineering",RWTH Aachen University,
https://www.linkedin.com/in/fisser,fisser,5637,5352,"Doctor of Philosophy - PhD, Mechanical Engineering",Victoria University of Wellington,"Master of Science (MSc), Mechanical Engineering",Technische Universität München,
https://www.linkedin.com/in/markusbohl,markusbohl,10435,10243,"Lecturer, Munich School of Management",Ludwig-Maximilians-Universität München,"Master of Business Administration - MBA, Marketing, Finance, Entrepreneurship",Universität Bayreuth,
https://www.linkedin.com/in/andreasstryz/,andreasstryz,10225,9758,"Master of Science (M.Sc.), Computer Science",Karlsruher Institut für Technologie (KIT),"Bachelor of Science (B.Sc.), Computer Science, Physics",Universität Bielefeld,
https://www.linkedin.com/in/maximilian-wuehr/,maximilian-wuehr,11149,9270,"Visiting Scholar, Information Technology","University of California, Berkeley",Technology Management,Center for Digital Technology and Management (CDTM),
https://www.linkedin.com/in/csabakruemmer,csabakruemmer,8645,8628,Startup School Graduate 2020,Y Combinator,"M.Sc., Civil Engineering",Technische Universität München,
https://www.linkedin.com/in/jennifer-dussileck,jennifer-dussileck,4367,2432,"M.A. HSG, MAccFin - Accounting and Finance",Universität St.Gallen (HSG),"B.Sc., Business Administration",Ludwig-Maximilians-Universität München,
https://www.linkedin.com/in/philipp-rieger-0539b195,philipp-rieger-0539b195,3336,3361,"Master of Science (M.Sc.), Computer Science with focus on Software Engineering and IT Security",OTH Regensburg,"Bachelor of Science (B.Sc.), Computer Science with a focus on IT security",OTH Regensburg,
https://www.linkedin.com/in/andreas-martin,andreas-martin,1862,1797,Industriekaufmann,HIRTLER SEIFEN GmbH,,,
https://www.linkedin.com/in/daniel-voeckler,daniel-voeckler,6217,5432,"Betriebswirt (VWA), Betriebswirtschaft",VWA Freiburg,Wirtschaftsingenieurwesen,Karlsruher Institut für Technologie (KIT),
https://www.linkedin.com/in/julia-blum-13a7901ab,julia-blum-13a7901ab,760,776,"Diplom, Business Administration",Ludwig-Maximilians-Universität München,,,
https://www.linkedin.com/in/nikolai-voitiouk-blum-1941ba130,nikolai-voitiouk-blum-1941ba130,1155,1099,"Diploma, Business Administration",Ludwig-Maximilians-Universität München,,,
https://www.linkedin.com/in/bachhuber,bachhuber,17479,17518,"Master of Sience, Computer Sience - Information & Knowledge Management",Technische Universität Wien,"Bachelor, Computer Science",Hochschule Landshut,
https://www.linkedin.com/in/niklas-rickmann-120b1470,niklas-rickmann-120b1470,14890,14927,,,,,
https://www.linkedin.com/in/tobias-rickmann-80067314a,tobias-rickmann-80067314a,2702,2591,"Bachelor of Science - BS, Business Information Systems",Technische Hochschule Ingolstadt,,Städt. Berufsschule VII Augsburg,
https://www.linkedin.com/in/fredi-gruber-3ba513129,fredi-gruber-3ba513129,2361,1903,"Doktor (Ph.D.), Finanzwissenschaften",Universität St.Gallen (HSG),Master of Business Administration (M.B.A.),University of Toronto - Rotman School of Management,
https://www.linkedin.com/in/dmuehlbauer/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/dr-julian-huff-628681106/,dr-julian-huff-628681106,1074,864,"Dr. oec. publ., Human Resource Management",Ludwig-Maximilians-Universität München,"Master of Business Research (MBR), Postgraduate Master of Business Research",Ludwig-Maximilians-Universität München,
https://www.linkedin.com/in/julian-s%C3%BC%C3%9F-73221a129/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/mohammed-farag-71b253171,mohammed-farag-71b253171,1175,1169,"Bachelor's degree, Electrical Engineering Technologies/Technicians",Tanta University,,,
https://www.linkedin.com/in/nikolaos-tsiouvaras-2a2581a1,nikolaos-tsiouvaras-2a2581a1,1978,1925,"Doctor of Philosophy (Ph.D.), Catalysis",Universidad Politécnica de Madrid,"Diplom, Chemical Engineering",National Technical University of Athens,
https://www.linkedin.com/in/manuel-st%C3%B6ffler-54a05b50,manuel-st%C3%B6ffler-54a05b50,1395,1141,,Hochschule Albstadt-Sigmaringen,,,
https://www.linkedin.com/in/birgit-fullerton-424712a/,birgit-fullerton-424712a,348,345,"Ph.D., Neuroscience",Boston University,"Dipl.Psych., Psychology",Universität Regensburg,
https://www.linkedin.com/in/jannai-flaschberger-b5b726124/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/yvonne-rusche-8aa02956/,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/schweiger/,schweiger,3775,3445,"MBA, Business Administration (Concentration: Finance, Private Equity)",London Business School,"Dipl.-Ing. (FH), Telecommunications Engineering",Fachhochschule Salzburg - University of Applied Sciences,
https://www.linkedin.com/in/wolfgang-berner-096bb34/,wolfgang-berner-096bb34,3795,3669,Telecommunications Engineering,Fachhochschule Salzburg - University of Applied Sciences,,HTL Salzburg,
https://www.linkedin.com/in/fankhi,fankhi,8059,7796,"Bachelor of Engineering (B.Eng.), Applied Computer Technologie",Universität der Bundeswehr München,"ThePowerMBA, MBA, Business Strategy, Enterpreneurship, Marketing, Innovation & Digital Transformation",thePower,
https://www.linkedin.com/in/marcus-kuehne-966a76b3/,marcus-kuehne-966a76b3,9968,8860,,Hochschule Magdeburg-Stendal,,,
https://www.linkedin.com/in/nwollny/,nwollny,8750,6059,,Hochschule für Angewandte Wissenschaften Hamburg (HAW Hamburg),,Universität Innsbruck,
https://www.linkedin.com/in/prof-dr-alexander-leber-660958a,prof-dr-alexander-leber-660958a,3915,3455,"MD, PhD, Medicine",Ludwig-Maximilians-Universität München,Medicine,Icahn School of Medicine at Mount Sinai,
https://www.linkedin.com/in/georges-von-degenfeld,georges-von-degenfeld,1591,1534,"Doctor of Medicine (MD), Medicine",Ludwig-Maximilians-Universität München,Faculty Member,Universität Witten/Herdecke,
https://www.linkedin.com/in/jens-schäfer-832472122,,,,,,,,Failed after proxy rotation
https://www.linkedin.com/in/patrick-palacin-62206a52,patrick-palacin-62206a52,2157,1424,"Master’s Degree, Information Systems",Technische Universität München,"Bachelor of Science (BSc.), Information Systems",Technische Universität München,
https://www.linkedin.com/in/getidee/,getidee,5819,5390,"Bachelor's Degree, Management Science & Information Systems",Texas McCombs School of Business,"Associate's Degree, Computer and Information Sciences, General",Lone Star College,
https://www.linkedin.com/in/berr-sorokin/,berr-sorokin,1969,1721,,,,,
