Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
ENLYZE,https://www.crunchbase.com/organization/enlyze,Active,,"Industrial Automation, Software","Aachen, Nordrhein-Westfalen, Germany",ENLYZE focuses on OEE optimization for manufacturing companies with a special emphasis on performance and quality.,"61,926","European Union (EU), Europe, Middle East, and Africa (EMEA)",52070,$1M to $10M,2018-01-01,year,,,,,For Profit,https://enlyze.com/,,,https://www.linkedin.com/company/enlyze/,"ENLYZE considers industrial power consumption as a universal indicator for predicting the condition of machinery, equipment and manufactured product quality. This approach enables us to realize Predictive Maintenance and Predictive Quality Use Cases from the specially developed current sensor ""FLUX"". Thus, we create the first universal and scalable implementation of predictive maintenance in the heterogeneous machinery of the manufacturing industry. The FLUX is currently patented and features a non-invasive multiphase power cable measurement methodology (no electrician required for installation). The high-frequency recorded data is then analyzed in the cloud using proprietary AI models.","Manufacturing, Science and Engineering, Software",4,11-50,"Clemens Hensen, Deniz Saner, Henning Wilms, Julius Scheuber",3,Seed,2022-06-08,,,,Seed,,,,Seed,2200000,EUR,2449616,2200000,EUR,2449616,"42CAP, PROfounders Capital, vent.io, Agile Accelerator",1,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
Enua,https://www.crunchbase.com/organization/enua,Active,,"Manufacturing, Medical, Pharmaceutical, Therapeutics, Wholesale","Aachen, Nordrhein-Westfalen, Germany",Enua is a wholesale company that produces pharmaceutical-grade medical cannabis products.,"287,727","European Union (EU), Europe, Middle East, and Africa (EMEA)",52062,,2018-01-01,year,,,,,For Profit,https://enua.de/en/,,,https://www.linkedin.com/company/enua-pharma/,"Enua distributes a range of pharmaceutical-grade cannabis medicines for pharmacies, doctors, and patients. They provide medical cannabis therapy for health conditions such as chronic pain, sleep disorders, migraines, muscle cramps, loss of appetite, nausea, and vomiting.","Commerce and Shopping, Health Care, Manufacturing",2,11-50,"Lars Möhring, Markus Musiol",1,Seed,2021-08-01,,,,Seed,,,,Seed,,,,,,,"Feliks Eyser, Kyan Noack",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
GREENbimlabs,https://www.crunchbase.com/organization/greenbimlabs,Active,,"Artificial Intelligence (AI), Software, Sustainability","Aachen, Nordrhein-Westfalen, Germany",Computer software for cost-efficient buildings and infrastructure,"627,592","European Union (EU), Europe, Middle East, and Africa (EMEA)",52070,$100M to $500M,2016-01-01,year,,,,,For Profit,https://www.greenbimlabs.com/index,https://twitter.com/greenbimlabs,,https://www.linkedin.com/company/greenbimlabs/about/,"We use the combined power of AI and data to help architects, owners and investors to create safe, sustainable and cost-efficient buildings and infrastructure and give back all utilized, mostly valuable and highly scarce resources, to","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Sustainability",2,1-10,"Sharif Hossain, Stanimira Markova",1,,2019-11-21,,,,Non-equity Assistance,,,,,,,,,,,Google for Startups,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Gridhound,https://www.crunchbase.com/organization/gridhound-ug,Active,,"Analytics, Artificial Intelligence (AI), Asset Management, Electrical Distribution, Energy Efficiency, Energy Management, Power Grid, Software","Aachen, Nordrhein-Westfalen, Germany","Digitalization, Data Analytics and affordable AI-based State Estimation for Distribution Grids","334,350","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,$1M to $10M,2015-02-25,day,,,,,For Profit,https://www.gridhound.de,https://twitter.com/gridhound,,https://www.linkedin.com/company/gridhound,"Gridhound has developed an innovative software solution for power distribution system operators (DSO) that can learn, monitor and predict, the behavior of power distribution systems even in real-time. Gridhound’s proprietary solution is based on patent pending machine learning algorithms that originate from the Institute for Automation of Complex Power Systems at RWTH Aachen University. The Artificial-Neural-Networks-based system provides grid state estimation and monitoring functions. It has a significantly better performance and up to 50% lower cost of ownership than traditional solutions.  Moreover, Gridhound’s software allows improving the grid’s transport capacity thus avoiding expensive grid extension.","Artificial Intelligence (AI), Data and Analytics, Energy, Financial Services, Science and Engineering, Software, Sustainability",4,1-10,"Andrea Benigni, Antonello Monti, Artur Löwen, Mohsen Ferdowsi",2,Seed,2019-05-01,,,,Seed,,,,Seed,,,,,,,Agile Accelerator,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
gridX,https://www.crunchbase.com/organization/gridx-2,Active,,"Energy, Internet of Things, Renewable Energy","Aachen, Nordrhein-Westfalen, Germany",gridX develops IoT-Solutions for the energy sector.,"51,438","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,$1M to $10M,2016-05-27,day,2021-09-24,day,,,For Profit,https://www.gridX.ai,https://www.twitter.com/getgridx,,https://www.linkedin.com/company/gridx/,"gridX connects and controls energy generation and storage systems to form a decentral, virtual power plant. gridX is revolutionizing traditional energy supply with a fully integrated and vendor-neutral solution, bringing millions of small producers and consumers together on the gridX platform. With the gridBox, generation plants can be intelligently controlled, all energy flows in the household can be displayed and existing Smart Home solutions can be integrated on their platform.  gridX was founded in May 2016 by David Balensiefen and Andreas Booke. The team around gridX consists of talents and experienced specialists from leading companies such as Google, McKinsey and universities such as MIT, Harvard and RWTH Aachen University.","Energy, Internet Services, Sustainability",3,101-250,"Andy Booke, David Balensiefen, Joel Hermanns",3,M&A,2018-03-22,,,,Series A,,,,Series A,,,,50000,EUR,59465,"Future Energy Ventures, EASME, coparion, Gabor Cselle, Vito One",2,5,,Was Acquired,gridX acquired by E.ON,https://www.crunchbase.com/acquisition/e-on-acquires-gridx-2--c74b4676,E.ON,https://www.crunchbase.com/organization/e-on,2021-09-24,day,,,,Acquisition,,Private,,,,,,,,,,,1
Innoloft,https://www.crunchbase.com/organization/innoloft,Active,,"B2B, SaaS, Software","Aachen, Nordrhein-Westfalen, Germany","We make coding as easy as PowerPoint! Innoloft offers LoftOS, a no-code development platform enabling everyone to build web applications.","44,864","European Union (EU), Europe, Middle East, and Africa (EMEA)",52070,$1M to $10M,2019-01-01,year,,,,,For Profit,https://innoloft.com,https://twitter.com/innoloft_net,https://www.facebook.com/InnoloftNetwork,https://www.linkedin.com/company/innoloft,"Innoloft offers LoftOS, a no-code development platform enabling everyone to build web applications like networks, marketplaces or internal tools - without a single line of code.","Other, Software",4,11-50,"Christopher Stirner, Florian Feuer, Philipp Bischoff, Sven Pietsch",3,Seed,2024-05-08,,,,Seed,,,,Seed,1000000,EUR,1083799,1000000,EUR,1083799,"Capital Mills, Conenergy AG, Lakeside Invest & Consult, Cohors Fortuna Capital, Mosel Ventures",1,5,,,,,,,,,,,,,,Private,,,,,,,,,,,
Innsystec,https://www.crunchbase.com/organization/innsystec,Active,,,"Aachen, Nordrhein-Westfalen, Germany",Hardware Software,"3,358,484","European Union (EU), Europe, Middle East, and Africa (EMEA)",52070,,2015-01-01,year,,,,,For Profit,,,,,,,,1-10,,1,Seed,2017-06-07,,,,Seed,,,,Seed,,,,,,,Seed Fonds Aachen,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
is it fresh,https://www.crunchbase.com/organization/is-it-fresh-gmbh,Active,,"Biotechnology, Hardware, Internet of Things, NFC","Aachen, Nordrhein-Westfalen, Germany","is it fresh is a research center in areas such as nanotechnology, material science, biomedical, and quantum-information related technology.","156,014","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,$1M to $10M,2017-06-14,day,,,,,For Profit,http://www.is-it-fresh.com/,https://twitter.com/is_it_fresh,https://www.facebook.com/isitfresh/,https://www.linkedin.com/company/is-it-fresh-gmbh/,"is it fresh is a research center in areas such as nanotechnology, material science, biomedical, and quantum-information related technology.  The company’s vision is to digitalize the food value chain and enable real-time, in-package freshness, and quality controls.  They are creating a platform to conduct a direct relationship between various participants of the value chain through smart packaging","Biotechnology, Hardware, Internet Services, Science and Engineering",2,11-50,"Alexey Yakushenko, Jan Schnitker",1,,2018-06-01,1924510,EUR,2245610,Grant,,,,,,,,1924510,EUR,2245610,EASME,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Medical Magnesium,https://www.crunchbase.com/organization/medical-magnesium,Active,,"Health Care, Life Science","Aachen, Nordrhein-Westfalen, Germany",Medical Magnesium develops metallic bioabsorbable implants for  orthopaedic and trauma surgical operative therapy.,"124,078","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,$1M to $10M,2015-01-01,year,,,,,For Profit,http://www.medical-magnesium.com/en/,,,https://www.linkedin.com/company/medicalmagnesium/?originalSubdomain=de,"Medical Magnesium develops metallic bioabsorbable implants for orthopedic and trauma surgery. The implants are mechanically stable and physiologically degradable after fracture healing. Our goal is to offer surgeons and patients tailor-made, highly functional magnesium-based solutions. We want to contribute to the next generation of implants, which make more and more single-surgery therapies possible. Metal removal is no longer necessary using innovative bioabsorbable implants. As a startup from RWTH Aachen University, we bring results from interdisciplinary research in engineering and medicine into surgical practice. The material technology has been developed and extensively tested as the basis for first implant products.","Biotechnology, Health Care, Science and Engineering",2,11-50,"Florian Coppers, Kilian Reuß",2,Seed,2017-04-28,700000,USD,700000,Seed,700000,USD,700000,Seed,700000,USD,700000,700000,USD,700000,"Rice University, VentureOut, Elevate Capital, TiE Angels",,4,,,,,,,,,,,,,,Private,,,,,,,,,,,
MOQO,https://www.crunchbase.com/organization/moqo,Active,,"Cloud Computing, Cloud Infrastructure","Aachen, Nordrhein-Westfalen, Germany",MOQO is the cloud based platform enabling everyone to offer shared mobility services.,"277,653","European Union (EU), Europe, Middle East, and Africa (EMEA)",52064,Less than $1M,2016-01-01,year,,,,,For Profit,https://moqo.de/en,,,https://www.linkedin.com/company/moqo-mobility/,MOQO is the cloud-based platform enabling everyone to offer shared mobility services with outstanding quality and exceptional economy of scale.,"Hardware, Internet Services, Software",2,11-50,"Markus Harmsen, Michael Minis",3,Seed,2019-01-17,,,,Seed,,,,Seed,,,,,,,"TechVision Fund, KIZOO Technology Capital, Agile Accelerator",2,3,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mosaeek,https://www.crunchbase.com/organization/mosaeek-ef39,Active,,"Video, Web Apps","Aachen, Nordrhein-Westfalen, Germany",Mosaeek is a bi-directional video communication platform.,"174,914","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2019-01-01,day,,,,,For Profit,https://mosaeek.com,https://twitter.com/the_mosaeek,https://www.facebook.com/mosaeekAPP/,https://www.linkedin.com/company/mosaeek/,"Mosaeek develops an application platform designed for video interaction and audience engagement. The platform allows users to convert existing youtube videos, upload new videos, and also share videos with the audience, enabling influencers.","Apps, Media and Entertainment, Software, Video",3,1-10,"Carlo Thissen, Jeremie Olivier, Raphael Allstadt",1,Seed,2021-01-01,30000,USD,30000,Pre-Seed,30000,USD,30000,Pre-Seed,30000,USD,30000,30000,USD,30000,EXIST,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Mysoons,https://www.crunchbase.com/organization/mysoons,Active,,"E-Commerce, Information Technology, Warehousing","Aachen, Nordrhein-Westfalen, Germany",E-Commerce Service,"665,093","European Union (EU), Europe, Middle East, and Africa (EMEA)",52066,,2019-03-27,day,,,,,For Profit,https://www.mysoons.de/,https://twitter.com/Mysoons1,https://www.facebook.com/mysoonsofficial/,https://www.linkedin.com/company/mysoons,"Fitnessgeräte, Elektronik, Spielwaren, Kosmetik sowie viele weitere Produkte für Ihren Haushalt finden Sie bei uns. Preiswert bestellt, Ruckzuck geliefert! Top-Marken bei Mysoons.","Commerce and Shopping, Information Technology, Transportation",1,1-10,Gabriel Capello,1,Seed,2021-08-08,,,,Pre-Seed,,,,Pre-Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
nevisQ,https://www.crunchbase.com/organization/nevisq,Active,,"Assisted Living, Elder Care, Hardware, Health Care, Home Health Care, Internet of Things, Nursing and Residential Care, Software","Aachen, Nordrhein-Westfalen, Germany",Innovative solutions for fall prevention and fall detection in nursing care facilities,"168,192","European Union (EU), Europe, Middle East, and Africa (EMEA)",52068,,2016-05-03,day,,,,,For Profit,https://www.nevisq.com,,https://www.facebook.com/nevisQ/,https://www.linkedin.com/company/nevisq/,"We believe that good care is not a privilege. That is why we have developed intelligent solutions under the nevisCura brand that significantly improve the living and working situation of people in the care sector. Our technical assistance systems have been specially developed for care facilities to offer them a cost-effective and efficient solution for more relief and security. In doing so, we have never lost sight of the customer focus and have incorporated the feedback from numerous pilot projects with long-standing customers into the further development. Only in this way could we be sure that our solutions supported caregivers in their everyday work and relieved them in the long term. And that for many years: because the solutions are designed to be future-proof so that you benefit from regular updates and the highest level of investment protection. Our solution consists of the nevisCura bed and room sensor. The bed sensor from nevisCura is an intelligent bed exit alarm that noticeably facilitates the daily work of caregivers. Once attached to the bed in just a few steps, the silent guard discreetly signals when a resident wants to get out of bed - even before he or she has set foot on the floor. And best of all: the sensor is compatible with every common call system. The room sensor from nevisCura is an innovative sensor system that is used for fall detection and prevention in outpatient and inpatient care facilities. Once installed all around at the height of the base boards, it offers the greatest protection for residents and noticeably relieves caregivers.","Hardware, Health Care, Internet Services, Software",4,11-50,"Christian Kind, David Link, Dennis Breuer, Stelios Katsanevakis",5,Early Stage Venture,2020-01-10,,,,Series A,,,,Series A,125000,EUR,135816,175000,EUR,194872,"EIT Health, European Data Incubator, Schürfeld Group",3,3,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Pangea Technology,https://www.crunchbase.com/organization/pangea-technology,Active,,"Information Technology, Software","Aachen, Nordrhein-Westfalen, Germany",Pangea Technology is an app for hiring remote IT talent.,"1,031,804","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$1M to $10M,2018-11-01,month,,,,,For Profit,https://www.pangea-technology.com,,,https://www.linkedin.com/company/pangea-technology-germany/,"Pangea Technology enhances the ability for software developers to work remote. People are able to open up their own additional office without having to pay for office space, recruit workers, or deal with the necessary paperwork. They make it possible to have a remote employment experience that, in terms of performance, is consistent to a career job.","Information Technology, Software",,11-50,,1,Seed,2019-03-12,,,,Pre-Seed,,,,Pre-Seed,,,,,,,,,,,,,,,,,,,,,,,Private,,,,,,,,,,,
