Organization Name,Organization Name URL,Operating Status,Stage,Industries,Headquarters Location,Description,CB Rank (Company),Headquarters Regions,Postal Code,Estimated Revenue Range,Founded Date,Founded Date Precision,Exit Date,Exit Date Precision,Closed Date,Closed Date Precision,Company Type,Website,Twitter,Facebook,LinkedIn,Full Description,Industry Groups,Number of Founders,Number of Employees,Founders,Number of Funding Rounds,Funding Status,Last Funding Date,Last Funding Amount,Last Funding Amount Currency,Last Funding Amount (in USD),Last Funding Type,Last Equity Funding Amount,Last Equity Funding Amount Currency,Last Equity Funding Amount (in USD),Last Equity Funding Type,Total Equity Funding Amount,Total Equity Funding Amount Currency,Total Equity Funding Amount (in USD),Total Funding Amount,Total Funding Amount Currency,Total Funding Amount (in USD),Top 5 Investors,Number of Lead Investors,Number of Investors,Number of Acquisitions,Acquisition Status,Transaction Name,Transaction Name URL,Acquired by,Acquired by URL,Announced Date,Announced Date Precision,Price,Price Currency,Price (in USD),Acquisition Type,Acquisition Terms,IPO Status,IPO Date,Money Raised at IPO,Money Raised at IPO Currency,Money Raised at IPO (in USD),Valuation at IPO,Valuation at IPO Currency,Valuation at IPO (in USD),Stock Symbol,Stock Symbol URL,Stock Exchange,Number of Events
BISON App,https://www.crunchbase.com/organization/bison-app,Active,,"Cryptocurrency, Software","Stuttgart, Baden-Wurttemberg, Germany",BISON App shows you the beautiful sides of the crypto world without any complicated processes.,"2,023,976","European Union (EU), Europe, Middle East, and Africa (EMEA)",70174,$1M to $10M,2019-01-01,year,,,,,For Profit,https://bisonapp.de/en/,https://twitter.com/bisonapp,https://www.facebook.com/bisonapp,,BISON App shows you the beautiful sides of the crypto world without any complicated processes.,"Blockchain and Cryptocurrency, Financial Services, Payments, Software",1,,Ulli Spankowski,1,,2019-01-31,,,,Venture - Series Unknown,,,,Venture - Series Unknown,,,,,,,Boerse Stuttgart Digital Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
caisy.io,https://www.crunchbase.com/organization/caisy-io,Active,,"B2B, SaaS, Software","Stuttgart, Baden-Wurttemberg, Germany","caisy.io, the next-generation Headless CMS.","91,031","European Union (EU), Europe, Middle East, and Africa (EMEA)",70186,,2019-10-10,day,,,,,For Profit,https://caisy.io,https://twitter.com/caisyio,,https://www.linkedin.com/company/cyclus-digital/,"caisy.io, the next-generation Headless CMS. Rolling out content to all devices at once is finally possible! In the world of the insanely fast digital market, we consume more data through our devices than ever before. We were tired of using multiple tools that didn't cooperate fast, and we were tired of losing precious time instead of using it for the things that we're best at. We needed a gamechanger. The solution was both simple and complicated - we decided to take all the best features from many different tools for content creators and editors and put it into one multifunctional tool that's advanced in technology yet easy and intuitive to use. That's how caisy.io was born, and we're just at the beginning of our journey! We realised that caisy is an answer to the struggles and needs of many professionals, including content creators and editors, managers, web developers, web agencies workers, big companies and many others still to discover","Other, Software",2,11-50,"Moritz Gruber, Valentino Loenicker",1,Seed,2022-01-14,300000,EUR,342459,Pre-Seed,300000,EUR,342459,Pre-Seed,300000,EUR,342459,300000,EUR,342459,Waldegg Equity,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Coinsbee,https://www.crunchbase.com/organization/coinsbee,Active,,"Bitcoin, Cryptocurrency, Finance, Financial Services, Gift Card, Payments","Stuttgart, Baden-Wurttemberg, Germany",Coinsbee offers giftcards of more than 3000 brands and mobile topups for 200+ cryptocurrencies,"202,116","European Union (EU), Europe, Middle East, and Africa (EMEA)",,,2019-01-01,month,,,,,For Profit,https://www.coinsbee.com,https://twitter.com/coinsbee,https://www.facebook.com/coinsbee,https://www.linkedin.com/company/coinsbee-gmbh/about/,"Our mission is to make your life with cryptocurrencies easier. You can spend your cryptocurrencies by buying what you need without exchanging and waiting. With the help of our service, you can topup your mobile phone account, buy a prepaid payment card, buy any household items and much more.","Blockchain and Cryptocurrency, Commerce and Shopping, Financial Services, Payments, Software",1,1-10,Tobias Sorn,1,,2022-01-01,,,,Debt Financing,,,,,,,,,,,Uplift1,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Comeco,https://www.crunchbase.com/organization/comeco,Active,,"Financial Services, FinTech, Software","Stuttgart, Baden-Wurttemberg, Germany","Comeco is a startup that connects financial service providers, end customers and other service providers.","325,739","European Union (EU), Europe, Middle East, and Africa (EMEA)",70173,Less than $1M,2018-01-01,year,,,,,For Profit,https://www.comeco.com/,,,https://www.linkedin.com/company/comecogmbh,"Comeco is a startup that connects financial service providers, end customers, and other service providers with its open banking platform ""TEO"".","Financial Services, Software",2,11-50,"Claus Till, Stefan Bisterfeld",1,,2021-03-10,,,,Corporate Round,,,,Corporate Round,,,,,,,"DEVK, Sueddeutsche Krankenversicherung",2,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
Core Elements,https://www.crunchbase.com/organization/core-elements,Active,,Hardware,"Stuttgart, Baden-Wurttemberg, Germany",Hardware,"2,349,341","European Union (EU), Europe, Middle East, and Africa (EMEA)",70376,,2016-01-01,year,,,,,For Profit,https://www.coreelements.de,,,,,Hardware,,,,1,Seed,2019-10-02,,,,Pre-Seed,,,,Pre-Seed,,,,,,,First Momentum Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
CourseYard,https://www.crunchbase.com/organization/courseyard-gmbh,Active,,"Augmented Reality, Digital Media, EBooks, Education, Publishing","Stuttgart, Baden-Wurttemberg, Germany",CourseYard is a web-based platform that can be utilized to create interactive e-books and e-course materials.,"186,833","European Union (EU), Europe, Middle East, and Africa (EMEA)",70173,$1M to $10M,2015-01-16,day,,,,,For Profit,http://www.CourseYard.com,https://twitter.com/CourseYard,https://www.facebook.com/CourseYard,https://www.linkedin.com/company/startup-courseyard,"Create, Publish and Distribute Interactive Media-Rich Publications in minutes Autoria is a web-based platform for Authoring, Publishing and Distribution of interactive materials. Our collaborative solution helps to design your publications and either sell it to a broad public market or distribute it to a defined group of users. Your published content can be accessed from any kind of device anywhere and anytime. You will be able to control the sales of your content, recall usage statistics and improve your content according to the outcomes. Mabe by CourseYard.","Content and Publishing, Education, Hardware, Media and Entertainment, Software",1,11-50,Volodymyr Bryskin,1,Seed,2015-06-01,200000,EUR,218537,Angel,200000,EUR,218537,Angel,200000,EUR,218537,200000,EUR,218537,"GrowthUP, Sergei Shestakov",,2,,,,,,,,,,,,,,Private,,,,,,,,,,,
DataZoo,https://www.crunchbase.com/organization/datazoo,Active,,"Analytics, Artificial Intelligence (AI), Business Intelligence, Cloud Data Services, Information Technology, Machine Learning, Software","Stuttgart, Baden-Wurttemberg, Germany",Datazoo is dedicated to data analysis and machine learning to improve enterprise core processes with modern methods and technology.,"307,618","European Union (EU), Europe, Middle East, and Africa (EMEA)",70372,,2019-01-01,year,,,,,For Profit,https://data-zoo.de,https://twitter.com/datazoode,,https://www.linkedin.com/company/datazoo,"Datazoo is dedicated to data analysis and machine learning to improve enterprise core processes with modern methods and technology. There two current products are AnoFox and SparrowBI.  AnoFox provides flexible components for anomaly detection and time series forecasting. It is easily managable as part of a could data platform. SparrowBI connects your on premise SAP systems to cloud data services on Google, Azure or AWS.","Artificial Intelligence (AI), Data and Analytics, Information Technology, Internet Services, Science and Engineering, Software",3,1-10,"Joachim Rosskopf, Manfred Kiener, Simon Müller",1,Seed,2019-12-01,,,,Pre-Seed,,,,Pre-Seed,,,,,,,Kärcher New Venture,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
DEBTVISION,https://www.crunchbase.com/organization/debtvision,Active,,"Financial Services, Information Technology, Internet","Stuttgart, Baden-Wurttemberg, Germany",DEBTVISION is an open digital finance products platform that brings together companies.,"481,455","European Union (EU), Europe, Middle East, and Africa (EMEA)",70174,,2018-01-01,year,,,,,For Profit,https://www.debtvision.de/#-,,,https://in.linkedin.com/company/debtvision-gmbh,DEBTVISION is an open digital finance products platform that brings together companies.,"Financial Services, Information Technology, Internet Services",,11-50,,1,Seed,2019-01-01,,,,Seed,,,,Seed,,,,,,,Boerse Stuttgart Digital Ventures,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
drag&bot,https://www.crunchbase.com/organization/drag-bot,Active,,"Industrial Automation, Robotics, Software","Stuttgart, Baden-Wurttemberg, Germany", drag&bot is a web-based software for easy programming of industrial robots.,"294,569","European Union (EU), Europe, Middle East, and Africa (EMEA)",70569,$1M to $10M,2016-01-01,year,2022-02-09,day,,,For Profit,https://www.dragandbot.com/,,,https://www.linkedin.com/company/drag&bot/,"drag&bot is a web-based software for easy programming of industrial robots. Their graphical user interface allows unexperienced user to generate a program sequence through drag&drop of reusable function blocks. No programming knowledge is required to step your company into the digitalisation and robotic automation era. drag&bot provides a set of reusable and robot-independent basic function blocks -such as move robot, open gripper or localise with camera- which hide the complexity of the robot programming. These blocks can be fast and intuitive parameterised thanks to a set of wizard assistants. ","Hardware, Manufacturing, Science and Engineering, Software",3,1-10,"Daniel Seebauer, Martin Naumann, Pablo Quilez",1,M&A,2018-12-01,,,,Seed,,,,Seed,,,,,,,Speedinvest,1,1,,Was Acquired,drag&bot acquired by KEBA AG,https://www.crunchbase.com/acquisition/keba-ag-acquires-drag-bot--ed8de34b,KEBA AG,https://www.crunchbase.com/organization/keba-ag,2022-02-09,day,,,,Acquisition,,Private,,,,,,,,,,,
eliso,https://www.crunchbase.com/organization/eliso,Active,,"Automotive, Charging Infrastructure, Electric Vehicle, Information Technology, Infrastructure, Software, Transportation","Stuttgart, Baden-Wurttemberg, Germany","eliso plans, implements and operates charging solutions for electric vehicles by offering innovative software and all-around services.","252,606","European Union (EU), Europe, Middle East, and Africa (EMEA)",70182,,2016-10-05,day,2022-03-15,day,,,For Profit,https://eliso.io/,,https://www.facebook.com/elisoGmbH/,https://www.linkedin.com/company/eliso-gmbh/,"eliso offers all-around services for charging infrastructure of electric vehicles: planning & analysis, implementation & installation as well as operation & maintenance of charging stations. Highly capable software for the intelligent management of charging stations incl. access, invoicing and load management functions combined with the independency from hardware producers is enabling us to offer our customers the best possible solution.","Information Technology, Other, Software, Transportation",1,11-50,Johannes Brodfuhrer,2,M&A,2019-10-23,,,,Series A,,,,Series A,,,,,,,"VENTIS CAPITAL, Vector Venture Capital",2,2,,Was Acquired,eliso acquired by VINCI,https://www.crunchbase.com/acquisition/vinci-acquires-eliso--6c4aebb4,VINCI,https://www.crunchbase.com/organization/vinci,2022-03-15,day,,,,,,Private,,,,,,,,,,,
FinMatch,https://www.crunchbase.com/organization/finmatch-9533,Active,,"Advice, Finance, Financial Services","Stuttgart, Baden-Wurttemberg, Germany",FinMatch connects medium-sized companies jointly with selected financing partners and provides corporate finance and financial solutions.,"79,144","European Union (EU), Europe, Middle East, and Africa (EMEA)",70597,$1M to $10M,2018-01-01,year,,,,,For Profit,https://www.finmatch.de/,,,https://www.linkedin.com/company/finmatch-ag/,,"Financial Services, Media and Entertainment",,11-50,,1,,2024-05-06,1500000,EUR,1615575,Venture - Series Unknown,1500000,EUR,1615575,Venture - Series Unknown,1500000,EUR,1615575,1500000,EUR,1615575,MBG Baden Wuerttemberg,1,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Flip,https://www.crunchbase.com/organization/flip-77d5,Active,,"Apps, Mobile Apps, Software","Stuttgart, Baden-Wurttemberg, Germany",Flip is the employee app that connects all employees from firstline to desktop and enables the distribution of top-down information.,"20,048","European Union (EU), Europe, Middle East, and Africa (EMEA)",,$10M to $50M,2018-01-01,year,,,,,For Profit,https://flipapp.de,https://twitter.com/flipappde,https://www.facebook.com/flipappde,https://www.linkedin.com/company/flipappde,"Flip is the employee app empowering all employees from firstline to desktop. It does so by combining top-down and bottom-up communication tools such as newsfeed and chat with intuitive integrations in the existing corporate HR and IT landscape.  Flip empowers employers by enabling them to reach all employees at the same time with just two clicks. The company was founded in 2018 and is based in Stuttgart, Germany.","Apps, Mobile, Software",2,51-100,"Benedikt Ilg, Giacomo Kenner",3,Early Stage Venture,2022-02-03,30000000,USD,30000000,Series A,30000000,USD,30000000,Series A,34000000,USD,34000000,34000000,USD,34000000,"Plug and Play, HV Capital, Notion Capital, Flixfounders, Cavalry Ventures",2,12,,,,,,,,,,,,,,Private,,,,,,,,,,,1
Fryd,https://www.crunchbase.com/organization/alphabeet,Active,,"Communities, Farming, Organic Food","Stuttgart, Baden-Wurttemberg, Germany",Fryd is a dedicated group of backyard gardeners that helps grow vegetables.,"66,514","European Union (EU), Europe, Middle East, and Africa (EMEA)",70372,$1M to $10M,2019-01-01,year,,,,,For Profit,https://fryd.app,,https://www.facebook.com/frydapp,https://www.linkedin.com/company/alphabeet/,"Fryd is a dedicated group of backyard gardeners that helps grow vegetables. Fryd offers seed vegetables, seed fruit, crop protection, fertilizer, and other products. Their mission is to reimagine gardening for a new generation as a social activity. Instead of everyone growing for himself, they make it a group effort.","Agriculture and Farming, Community and Lifestyle, Food and Beverage",3,11-50,"Florian Hassler, Jens Schmelzle, Steffen Abel",1,Seed,2021-11-30,1150000,EUR,1302952,Angel,1150000,EUR,1302952,Angel,1150000,EUR,1302952,1150000,EUR,1302952,Purpose Ventures,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
home-ix,https://www.crunchbase.com/organization/home-ix-7d80,Active,,"Artificial Intelligence (AI), Automotive, Software","Stuttgart, Baden-Wurttemberg, Germany",Smart IX is a developer of the smart ecosystem for homes.,"1,387,012","European Union (EU), Europe, Middle East, and Africa (EMEA)",70469,$1M to $10M,2016-01-01,year,,,,,For Profit,https://home-ix.com/#homeix,https://twitter.com/home_ix,https://www.facebook.com/homeix,https://www.linkedin.com/company/home-ix,"Smart IX is a  smart ecosystem solution developing company for home and beyond. Their technology includes AI ml-as-a-service, smart ecosystems, security privacy-by-design, smart personalization, smart data, normalization, and white-label customization.","Artificial Intelligence (AI), Data and Analytics, Science and Engineering, Software, Transportation",,1-10,,1,,2020-05-01,,,,Non-equity Assistance,,,,,,,,,,,SpinLab - The HHL Accelerator,,1,,,,,,,,,,,,,,Private,,,,,,,,,,,
Instagrid,https://www.crunchbase.com/organization/instagrid,Active,,"Battery, Energy Storage, Manufacturing","Stuttgart, Baden-Wurttemberg, Germany",Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands.,"9,473","European Union (EU), Europe, Middle East, and Africa (EMEA)",70567,$1M to $10M,2018-01-01,year,,,,,For Profit,https://instagrid.co,https://twitter.com/instagridco,https://www.facebook.com/instagridpower,https://www.linkedin.com/company/instagrid,"Instagrid offers portable battery systems to create mobile power infrastructures for sectors with challenging power demands. Instagrid products showcase a distinctive architecture comprising stacked micro-level inverters, allowing them to be notably smaller, lighter, and more potent compared to other battery systems. Instagrid's portable power systems provide dependable and efficient access to clean, affordable, and silent electricity.","Energy, Manufacturing",2,101-250,"Andreas Sedlmayr, Sebastian Berning",4,Late Stage Venture,2024-01-23,87430000,EUR,94927569,Series C,87430000,EUR,94927569,Series C,124930000,EUR,137401184,124930000,EUR,137401184,"HTGF | High-Tech Gruenderfonds, SET Ventures, Teachers’ Venture Growth, Wille Finance, Morgan Stanley Investment Management",4,10,,,,,,,,,,,,,,Private,,,,,,,,,,,
