Founder ID,Company ID,Founder Name,Organization Name,first_name,last_name,linkedin_url,logo_url,facebook_url,twitter_url,city,region,country_code,featured_job_title,featured_job_organization_name,username,followers,connections,degree_1,degree_1_university,degree_2,degree_2_university,error
000019,000007,Moritz von Oertzen,Agrando,Moritz,von Oertzen,https://www.linkedin.com/in/moritz-von-oertzen-888b552,https://images.crunchbase.com/image/upload/t_cb-default-original/pyzygj2dbjifiako74ju,,,,,,Co-Founder,Agrando,moritz-von-oertzen-888b552,1230.0,1227.0,,Freie Universität Berlin,,,
000020,000007,Roger Schwarz,Agrando,Roger,Schwarz,https://www.linkedin.com/in/rogerschwarz,https://images.crunchbase.com/image/upload/t_cb-default-original/l00qjyiwegsrexxw3l4u,,,,,,Advisory Board Member,Agrando,rogerschwarz,1454.0,1027.0,"Ph.D., Organizational Psychology",University of Michigan,M.Ed.,Harvard University,
000021,000008,Fabian Schlang,air up,Fabian,Schlang,https://www.linkedin.com/in/fabianschlang/,https://images.crunchbase.com/image/upload/t_cb-default-original/ariw87mdkrylrsvvncxv,,,Munich,Bayern,DEU,COO & Co-Founder,air up,fabianschlang,4539.0,4410.0,"Master of Science - MS / Dipl.-Ing (TUM), Technologie- und Biotechnologie der Lebensmittel",Technische Universität München,"Bachelor of Science - BS, Ernährungswissenschaft",Technische Universität München,
000022,000008,Jannis Koppitz,air up,Jannis,Koppitz,,None,None,None,None,None,None,None,None,,,,,,,,
000023,000008,Lena Jüngst,air up,Lena,Jüngst,,None,None,None,None,None,None,None,None,,,,,,,,
000024,000008,Simon Nüesch,air up,Simon,Nüesch,,None,None,None,None,None,None,None,None,,,,,,,,
000025,000008,Tim Jäger,air up,Tim,Jäger,https://www.linkedin.com/in/tim-j%C3%A4ger-0748bb8a/,https://images.crunchbase.com/image/upload/t_cb-default-original/cnm3cw93p1hlbxeljzg3,,,Munich,Bayern,DEU,CRnDO & Co-Founder,air up,tim-j%C3%A4ger-0748bb8a,3530.0,3439.0,"Diplom, Design",Hochschule für Gestaltung Offenbach,"Tongji University China Shanghai, Industrial design",同济大学,
000026,000009,Florian Archer,Airgreets,Florian,Archer,https://www.linkedin.com/in/florian-bogenschuetz/,https://images.crunchbase.com/image/upload/t_cb-default-original/xd03faule2ynhnvbawab,,,Munich,Bayern,DEU,CEO and Managing Director,wayra Germany,florian-bogenschuetz,5137.0,4860.0,"Master, Wirtschaftswissenschaften",Eberhard Karls Universität Tübingen,International Business Administration,Aix-Marseille University,
000027,000009,Julian Ritter,Airgreets,Julian,Ritter,https://www.linkedin.com/in/julian-ritter-28492532/,https://images.crunchbase.com/image/upload/t_cb-default-original/elw2qngvzbxddi7jdtxd,,,Munich,Bayern,DEU,Co-Founder & Business Manager,Airgreets,julian-ritter-28492532,3699.0,3647.0,"MSc, Risk and Finance",The London School of Economics and Political Science (LSE),"Bachelor of Science (B.Sc.), International Business and Economics",Eberhard Karls Universität Tübingen,
000028,000009,Sebastian Drescher,Airgreets,Sebastian,Drescher,https://www.linkedin.com/in/sebastian-drescher-317a8727/,https://images.crunchbase.com/image/upload/t_cb-default-original/b3kahptqvrpttbwgwrcs,,,Munich,Bayern,DEU,Associate Partner,Stryber,sebastian-drescher-317a8727,1998.0,1971.0,"MBA, General Management",Portland State University,"B.Sc., International Business",ESB Business School - Reutlingen University,
000029,000010,Anselm Bauer,Alasco,Anselm,Bauer,https://www.linkedin.com/in/anselmbauer,https://images.crunchbase.com/image/upload/t_cb-default-original/jltcqo0zuj12e2z1frci,,http://twitter.com/anselmbauer,Munich,Bayern,DEU,Co-Founder,Alasco,anselmbauer,2182.0,2012.0,"Diploma, Media Informatics",Ludwig-Maximilians-Universität München,UI Design & Information Policy,"University of California, Berkeley",
000030,000010,Benjamin Guenther,Alasco,Benjamin,Guenther,https://www.linkedin.com/in/benjaminguenther,https://images.crunchbase.com/image/upload/t_cb-default-original/fmui1awzc6odsapp22mu,,http://twitter.com/b_guenther,München,Bayern,DEU,Co-Founder,Alasco,benjaminguenther,5139.0,3373.0,"Honors Degree Technology Management, Technology Management",Center for Digital Technology and Management (CDTM),"Research Scholar, Business Administration","University of California, Berkeley",
000031,000010,Sebastian Schuon,Alasco,Sebastian,Schuon,https://www.linkedin.com/in/schuon,https://images.crunchbase.com/image/upload/t_cb-default-original/v1436348182/sggswti1njjvyveqqmn0.png,,https://twitter.com/schuon,Munich,Bayern,DEU,Co-Founder and CEO,Alasco,schuon,5498.0,3097.0,"MSc, Computer Science",Stanford University,"Dipl.-Ing., Electrical Engineering",Technische Universität München,
000032,000011,Fabian Zolk,AlfaDocs,Fabian,Zolk,https://www.linkedin.com/in/fabian-zolk-08634590/,https://images.crunchbase.com/image/upload/t_cb-default-original/ok5xiwu0srofdytoru9c,,,Munich,Bayern,DEU,"Co-Founder, CPO, CMO & CEO",AlfaDocs,fabian-zolk-08634590,1669.0,1198.0,,Preisverleihung im SIEMENS Viralspot-Wettbewerb,,,
000033,000011,Niklas Fischer-Riepe,AlfaDocs,Niklas,Fischer-Riepe,https://www.linkedin.com/in/niklas-fischer-riepe-a633b0b9,https://images.crunchbase.com/image/upload/t_cb-default-original/pugfqklpkynnj92zn658,,,Munich,Bayern,DEU,Co-Founder & CEO,AlfaDocs,niklas-fischer-riepe-a633b0b9,426.0,339.0,"Master of Science (M.Sc.), Management",FAU Erlangen-Nürnberg,"Bachelor of Science (B.Sc.), Business Informatics",Universität Paderborn,
000034,000012,Karl Viertel,Alyne,Karl,Viertel,https://www.linkedin.com/in/karlviertel,https://images.crunchbase.com/image/upload/t_cb-default-original/v1440693217/sbze7jiw5at2m8bduetx.jpg,,https://twitter.com/karlv81,Munich,Bayern,DEU,Founder and Chief Executive Officer,Alyne,karlviertel,4744.0,4540.0,"Diplom, Wirtschaftsinformatik",Universität Regensburg,"Abitur, Physics",Gymnasium Bad Aibling,
000035,000012,Manuel Reil,Alyne,Manuel,Reil,https://www.linkedin.com/in/manuelreil/,https://images.crunchbase.com/image/upload/t_cb-default-original/v1440693434/pwhq5zddekybqckye2sf.jpg,,,Munich,Bayern,DEU,Co-Founder and Chief Technology Officer,Alyne,manuelreil,3944.0,3943.0,"Master's Degree, Information Technology",Universität Regensburg,,,
000036,000012,Matthias Danner,Alyne,Matthias,Danner,https://www.linkedin.com/in/matthiasdanner,https://images.crunchbase.com/image/upload/t_cb-default-original/v1440693710/bfveh42tsokg1qtd4nqe.jpg,,https://twitter.com/pixerl,Munich,Bayern,DEU,Co-Founder and Chief Financial Officer,Alyne,matthiasdanner,872.0,856.0,"Dipl.-Inf. (FH), Computer Science",Hochschule München,,,
000037,000012,Stefan Sulistyo,Alyne,Stefan,Sulistyo,https://www.linkedin.com/in/ssulistyo,https://images.crunchbase.com/image/upload/t_cb-default-original/v1438789150/sjfq4dvvzizedaddzhus.jpg,,https://twitter.com/nr1,Munich,Bayern,DEU,Co-Founder and Chief Customer Officer,Alyne,ssulistyo,3099.0,3052.0,"M.Sc., Computer Science",International University in Germany,"B.Sc., Management Information Systems, General",Rensselaer Polytechnic Institute,
000038,000013,Tobias Muller,Ampeers Energy,Tobias,Muller,https://www.linkedin.com/in/tobias-m%C3%BCller-a43387108/,https://images.crunchbase.com/image/upload/t_cb-default-original/vjbd18krsbdwziejvnhx,,,,,,Founder & COO,Ampeers Energy,tobias-m%C3%BCller-a43387108,1375.0,849.0,"Master of Science (M.Sc.), Technische Volkswirtschaftslehre",Karlsruher Institut für Technologie (KIT),"Bachelor of Science (B.Sc.), Politische Ökonomie",Universität Heidelberg,
000039,000014,Andrey Golubinskiy,Apostera,Andrey,Golubinskiy,https://www.linkedin.com/in/andrey-golubinskiy,,,,Munich,Bayern,DEU,CEO,Apostera,andrey-golubinskiy,3588.0,3510.0,Economics,Corporate LUX-MBA program,"Master, Financial Management",Kyiv National Economics University,
000040,000014,Mikhail Sokirnik,Apostera,Mikhail,Sokirnik,https://www.linkedin.com/in/mikhail-sokirnik-29257b85,https://images.crunchbase.com/image/upload/t_cb-default-original/la9o8cgzqijoyaiyclqb,,,Odessa,Odes'ka Oblast',UKR,Co-founder and COO,VanOnGo,mikhail-sokirnik-29257b85,541.0,522.0,"MSEE, Industrial electronics",Odessa National Polytechnic University,,,
000041,000014,Victor Samoylenko,Apostera,Victor,Samoylenko,https://www.linkedin.com/in/victorsamoylenko/,https://images.crunchbase.com/image/upload/t_cb-default-original/k75kvtelzw2kzkkf6jgh,,,Stuttgart,Baden-Wurttemberg,DEU,Co-Founder,Apostera,victorsamoylenko,5501.0,5474.0,"Master, Physics, Mathematics",NTUU \,"Master, Physics, Mathemetics",National Technical University of Ukraine 'Kyiv Polytechnic Institute'​,
000042,000015,Fabian Rusitschka,Arculus,Fabian,Rusitschka,https://www.linkedin.com/in/fabian-rusitschka-15860862/?locale=en_US,https://images.crunchbase.com/image/upload/t_cb-default-original/hjeri8j6pztbtmmqswrw,,,Ingolstadt,Bayern,DEU,Founder & CEO,Arculus,fabian-rusitschka-15860862,2374.0,2257.0,"Dipl.-Ing., Maschinenbau",Universität Stuttgart,,,
000043,000015,Frank Hempel,Arculus,Frank,Hempel,https://www.linkedin.com/in/frank-hempel-34622724,https://images.crunchbase.com/image/upload/t_cb-default-original/g7duids5abov93nnf3j6,,,Ingolstadt,Bayern,DEU,Co-Founder & CTO Software,Arculus,,,,,,,,Failed after proxy rotation
000044,000015,Marius Leffler,Arculus,Marius,Leffler,https://www.linkedin.com/in/marius-leffler-194693128/?locale=en_US,https://images.crunchbase.com/image/upload/t_cb-default-original/fl9smyvzx0vsjpda3a5e,,,Ingolstadt,Bayern,DEU,Senior Robotics Engineer,Arculus,marius-leffler-194693128,510.0,504.0,"Master’s Degree, Robotics, Cognition, Intelligence",Technische Universität München,"Bachelor’s Degree, Mechatronics",Technische Hochschule Ingolstadt,
000045,000015,Witold Kopytynski,Arculus,Witold,Kopytynski,https://de.linkedin.com/in/witoldkop/en,https://images.crunchbase.com/image/upload/t_cb-default-original/iybjdg3zzxlglcz1t89g,,https://twitter.com/witoldkop,,,,Manager,MHP Management and IT Consulting,,,,,,,,Failed after proxy rotation
000046,000016,Georgios Pipelidis,Ariadne,Georgios,Pipelidis,https://www.linkedin.com/in/georgios-pipelidis-80378540/,https://images.crunchbase.com/image/upload/t_cb-default-original/qj6u3wr1ru0awgmhifhg,,,Munich,Bayern,DEU,CEO and Co-Founder,Ariadne,,,,,,,,Failed after proxy rotation
000047,000016,Nikos Tsiamitros,Ariadne,Nikos,Tsiamitros,https://www.linkedin.com/in/nikolaos-tsiamitros-096a0414,https://images.crunchbase.com/image/upload/t_cb-default-original/xctp39wfcdhpnshxem86,,,Garching Bei München,Bayern,DEU,CTO and Co-Founder,Ariadne,,,,,,,,Failed after proxy rotation
000048,000017,Christoph Fleischmann,Arthur Technologies,Christoph,Fleischmann,https://www.linkedin.com/in/cfleischmann/,https://images.crunchbase.com/image/upload/t_cb-default-original/tmnrq7fjkbjxfj4wj5ha,,,San Francisco,California,USA,Founder,Arthur Technologies,cfleischmann,1889.0,1715.0,"Master of Arts in SIM (M.A. HSG), Strategy and International Management",Universität St.Gallen (HSG),"BA, Management with an emphasis on International Business",Webster Vienna Private University,
000050,000019,Andrej Kulikov,Artisense Corporation,Andrej,Kulikov,,None,None,None,None,None,None,None,None,,,,,,,,
000051,000020,Christian Angermayer,ATAI Life Sciences,Christian,Angermayer,https://www.linkedin.com/in/christian-angermayer,https://images.crunchbase.com/image/upload/t_cb-default-original/btpizdp9avafgd19g8p4,,https://twitter.com/c_angermayer?lang=en,London,England,GBR,Founder & CEO,Apeiron Investment Group,christian-angermayer,48562.0,24930.0,"Abitur, Wirtschaftswissenschaften",Universität Bayreuth,,,
000052,000020,Florian Brand,ATAI Life Sciences,Florian,Brand,https://www.linkedin.com/in/brand-florian/,https://images.crunchbase.com/image/upload/t_cb-default-original/jfgurqfpnyqwjrixlc4i,,https://twitter.com/flobrand,Kreuzberg,Berlin,DEU,CEO and Co-Founder,ATAI Life Sciences,brand-florian,13753.0,9069.0,Master in Management,ESCP Business School,Economics,HEC Lausanne - The Faculty of Business and Economics of the University of Lausanne,
000053,000020,Lars Christian Wilde,ATAI Life Sciences,Lars,Christian Wilde,https://www.linkedin.com/in/lars-christian-wilde-5bb24113/,https://images.crunchbase.com/image/upload/t_cb-default-original/l7etz6chvn5eokj1nqun,https://www.facebook.com/lars.wilde,https://twitter.com/LarsWilde,Cologne,Nordrhein-Westfalen,DEU,Co-Founder,COMPASS Pathways,lars-christian-wilde-5bb24113,10433.0,8164.0,"Master in Finance, Finance",IE Business School,"Bachelor of Science, International Business Administration","Rotterdam School of Management, Erasmus University",
000054,000020,Srinivas Rao,ATAI Life Sciences,Srinivas,Rao,,None,None,None,None,None,None,None,None,,,,,,,,
000055,000021,Mareike Waechter,BANOVO,Mareike,Waechter,https://www.linkedin.com/in/mareike-waechter/,https://images.crunchbase.com/image/upload/t_cb-default-original/dxnkcs75d2p5isbvlanb,,,Munich,Bayern,DEU,Co-Founder & Managing Director,BANOVO,mareike-waechter,1596.0,1438.0,MBA,INSEAD,"Diplom, Technologie- und Managementorientierte BWL",Technische Universität München,
000056,000021,Michael Dreimann,BANOVO,Michael,Dreimann,https://www.linkedin.com/in/michael-dreimann-0b66042/,https://images.crunchbase.com/image/upload/t_cb-default-original/ihjgtwheuiz9url8pmwj,,,Germany,Siauliu Apskritis,LTU,Founder/GF/MD,BANOVO,michael-dreimann-0b66042,1512.0,1469.0,"MBA, Personal Decision-Making Skills",The Wharton School,"BA, Business, Finance",Northeastern University,
000057,000022,Benedikt Reschberger,bao solutions,Benedikt,Reschberger,,None,None,None,None,None,None,None,None,,,,,,,,
000058,000022,Patrick Strunkmann-Meister,bao solutions,Patrick,Strunkmann-Meister,,None,None,None,None,None,None,None,None,,,,,,,,
000059,000022,Sven Holberg,bao solutions,Sven,Holberg,https://www.linkedin.com/in/sven-mueller-holberg-phd,https://images.crunchbase.com/image/upload/t_cb-default-original/ctednon9qzhwzypsacrn,,,Copenhagen,Hovedstaden,DNK,CFO,FFW,sven-mueller-holberg-phd,2833.0,2841.0,"PhD, Business Management",Brunel University of London,"Diplom, Business Management",Technische Universität Chemnitz,
000060,000023,Mariah Freya,Beducated,Mariah,Freya,https://www.linkedin.com/in/mariah-freya/,https://images.crunchbase.com/image/upload/t_cb-default-original/cdk8y8aetfebgy3xk9xc,,https://twitter.com/mariahfreya,Munich,Bayern,DEU,Co-Founder and CEO,Beducated,mariah-freya,1448.0,977.0,Qualification in Life Coaching & Counselling,Life Coaching,"Bachelor of Arts (B.A.), Social Work",Frankfurt University of Applied Sciences,
000061,000023,Phil Steinweber,Beducated,Phil,Steinweber,https://www.linkedin.com/in/psteinweber,https://images.crunchbase.com/image/upload/t_cb-default-original/q9n9oopprsfvlb8josji,,https://twitter.com/psteinweber,Munich,Bayern,DEU,Co-Founder & CEO,Beducated,psteinweber,1452.0,1013.0,"Magister (FH), Multimediaart",Fachhochschule Salzburg - University of Applied Sciences,,Landschulheim Marquartstein,
000062,000024,Jean-Maxime Riviere,Bernstein.io,Jean-Maxime,Riviere,http://www.linkedin.com/in/jmriviere,https://images.crunchbase.com/image/upload/t_cb-default-original/itlimmhdywvz1x3ahqbe,,,Munich,Bayern,DEU,Co-founder and Business Developer,Bernstein.io,jmriviere,1214.0,1206.0,"Bachelor of Applied Science (B.A.Sc.), Management and Technology",TUM School of Management,"Bachelor's degree, Marketing and Psychology",Singapore Management University,
000063,000024,Marco Barulli,Bernstein.io,Marco,Barulli,http://www.linkedin.com/in/mbarulli,https://images.crunchbase.com/image/upload/t_cb-default-original/v1481183945/c1jefwwbcxfdfzjwjniw.jpg,http://www.facebook.com/mbarulli,http://twitter.com/mbarulli,Munich,Bayern,DEU,Co-Founder & Managing Director,Bernstein.io,mbarulli,2092.0,1999.0,"Master's degree, Computer Science",Alma Mater Studiorum - Università di Bologna,"Research fellowship, Numerical analysis - Parallel computing",Loughborough University,
000064,000024,Paul Reboh,Bernstein.io,Paul,Reboh,https://www.linkedin.com/in/rebohp,https://images.crunchbase.com/image/upload/t_cb-default-original/i4ki4btbv7meqsus5s7n,,,Strasbourg,Alsace,FRA,Founder,Bernstein.io,rebohp,1946.0,1692.0,,SUPINFO,,Epitech,
000065,000025,Florian Kappert,Bilendo,Florian,Kappert,https://www.linkedin.com/in/floriankappert,https://images.crunchbase.com/image/upload/t_cb-default-original/vghukeugi2zwmsmfqwvi,,https://twitter.com/Florian_Kappert,Munich,Bayern,DEU,CEO & Co-Founder,Bilendo,floriankappert,3298.0,2595.0,"Dipl.-Kfm., Strategy & Information",Universität Augsburg,,,
000066,000025,Jakob Beyer,Bilendo,Jakob,Beyer,https://www.linkedin.com/in/jakobbeyer/,https://images.crunchbase.com/image/upload/t_cb-default-original/ytpfrygph0wrvnzkjbin,https://www.facebook.com/jakob.beyer,https://twitter.com/Jakob_Beyer,Munich,Bayern,DEU,CTO & Co-Founder,Bilendo,jakobbeyer,388.0,389.0,,,,,
000067,000025,Markus Haggenmiller,Bilendo,Markus,Haggenmiller,https://www.linkedin.com/in/markus-haggenmiller-782152124,https://images.crunchbase.com/image/upload/t_cb-default-original/ymsefrbs3oxtnoi1kkai,,,Munich,Bayern,DEU,CFO & Co-Founder,Bilendo,markus-haggenmiller-782152124,1641.0,1584.0,Finance & Information,Universität Augsburg,Management des entreprises,Université de Rennes,
000068,000026,Boris Hardi,BITREAL Capital,Boris,Hardi,http://www.linkedin.com/in/borishardi,https://images.crunchbase.com/image/upload/t_cb-default-original/txd4tcgod0ae5hkjilzj,https://www.facebook.com/boris.hardi.1,https://twitter.com/BorisHardiPERE,Munich,Bayern,DEU,Founder and Managing Director,OONIQUE,borishardi,28453.0,28655.0,"Bachelor, Real Estate",Albert-Ludwigs-Universität Freiburg,,Hohenlimburg,
000069,000027,Alexander Rapatz,Black Manta Capital Partners,Alexander,Rapatz,https://www.linkedin.com/in/alexander-rapatz-8445b072,https://images.crunchbase.com/image/upload/t_cb-default-original/ygi3lwofknv2osohbnuh,,,Vienna,Wien,AUT,Co-Founder & Managing Partner,Black Manta Capital Partners,alexander-rapatz-8445b072,7371.0,6673.0,"Certificate, Master Class on Transformational Leadership",Columbia University,Corporate Finance Professional Certificate,Columbia Business School,
000070,000027,Christian Platzer,Black Manta Capital Partners,Christian,Platzer,https://www.linkedin.com/in/christianplatzer,https://images.crunchbase.com/image/upload/t_cb-default-original/vh7appy1zclarziaafof,,,Munich,Bayern,DEU,Co-Founder & Managing Partner,Black Manta Capital Partners,christianplatzer,5418.0,5175.0,"Philosophy, Political Science, Economics",Universität Passau,"Diploma, Political Science",Freie Universität Berlin,
000071,000028,Irman Abdić,Bleenco,Irman,Abdić,https://www.linkedin.com/in/irmanabdic/,https://images.crunchbase.com/image/upload/t_cb-default-original/tviriqynftg2joafw2nv,,,Munich,Bayern,DEU,Founder,Bleenco,irmanabdic,3876.0,3339.0,,Center for Digital Technology and Management (CDTM),,Massachusetts Institute of Technology,
000072,000029,Florian Petit,Blickfeld,Florian,Petit,https://www.linkedin.com/in/florian-petit,https://images.crunchbase.com/image/upload/t_cb-default-original/mbualnksqjrccgeo0xp3,,,Munich,Bayern,DEU,Founder,Blickfeld,florian-petit,6696.0,5105.0,"Dr. sc., Robotics",ETH Zürich,,Stanford University,
000073,000029,Mathias Muller,Blickfeld,Mathias,Muller,https://www.linkedin.com/in/mathias-m%C3%BCller-1877bb10b,https://images.crunchbase.com/image/upload/t_cb-default-original/ulxmlmfwx1oxhey7ot4y,,,Munich,Bayern,DEU,CEO,Blickfeld,mathias-m%C3%BCller-1877bb10b,869.0,696.0,"Dr.-Ing., Elektrotechnik und Elektronik",Technische Universität München,Dipl.-Phys.,Ludwig-Maximilians-Universität München,
000074,000029,Rolf Wojtech,Blickfeld,Rolf,Wojtech,https://www.linkedin.com/in/rolf-wojtech-3763109,https://images.crunchbase.com/image/upload/t_cb-default-original/ctxpnlrb8tuwojrylyql,,,Munich,Bayern,DEU,Founder,Blickfeld,rolf-wojtech-3763109,665.0,624.0,,,,,
000075,000030,Alexander Gran,bobbie,Alexander,Gran,https://www.linkedin.com/in/alexandergran,https://images.crunchbase.com/image/upload/t_cb-default-original/yvhrcuk2v5x17emhpsgp,,,Aachen,Nordrhein-Westfalen,DEU,Founder and Managing Director,bobbie,alexandergran,4257.0,3210.0,"Master of Business Administration (MBA), Business, Management, Marketing und verbundene unterstützende Dienste",Collège des Ingénieurs,"Diplom, Informatik",RWTH Aachen University,
000076,000030,Tim Kuhlmann,bobbie,Tim,Kuhlmann,https://www.linkedin.com/in/timkuhlmann,https://images.crunchbase.com/image/upload/t_cb-default-original/af2tfz9gf27eqxpilsc2,,,Baldham,Bayern,DEU,Founder and Managing Director,bobbie,timkuhlmann,2124.0,2060.0,Abitur,Munich Business School,,St.- Pius - Gymnasium,
000077,000031,Dominik Buchinger,BOX ID Systems,Dominik,Buchinger,,None,None,None,None,None,None,None,None,,,,,,,,
000078,000031,Shawn Silberhorn,BOX ID Systems,Shawn,Silberhorn,https://www.linkedin.com/in/ssilberhorn,https://images.crunchbase.com/image/upload/t_cb-default-original/suswpr6hxgacsav98dss,,,Regensburg,Bayern,DEU,"Co-Founder, Head of Operations and International Business Development",BOX ID Systems,ssilberhorn,8474.0,8412.0,Management Information Systems,University of Maryland Global Campus,,,
000079,000031,Wolfgang Vogl,BOX ID Systems,Wolfgang,Vogl,https://www.linkedin.com/in/wolfgang-vogl-736593143,https://images.crunchbase.com/image/upload/t_cb-default-original/oi5xvlpiddhgnkjtosom,,,Unterschleißheim,Bayern,DEU,Executive Partner,BOX ID Systems,wolfgang-vogl-736593143,1126.0,1079.0,Dr.-Ing. | Augmented Reality als User Interface für Industrieroboter,Technische Universität München,Externe Diplomarbeit | Haptic Interfaces for Nanomanipulation,Carnegie Mellon University,
000080,000032,Eric Dolatre,Brabbler,Eric,Dolatre,https://www.linkedin.com/in/eric-dolatre-60a984171,https://images.crunchbase.com/image/upload/t_cb-default-original/d2xx2opphqqt05crlsyr,,,Munich,Bayern,DEU,Chief Executive Officer,Brabbler,eric-dolatre-60a984171,1310.0,1293.0,Datenverarbeitungskaufmann IHK,GBS Schulen München,,International Baccalaureate Diploma,
000081,000032,Jörg Sellmann,Brabbler,Jörg,Sellmann,,https://images.crunchbase.com/image/upload/t_cb-default-original/dlvvorsiz6pmqdbzjbr8,,,,,DEU,Chief Financial Officer,Brabbler,,,,,,,,
